name,price,type,efficiency,wattage,modular,color,efficiency_type,modularity
EVGA SuperNOVA 650 GA,,ATX,87.0,650,10.0,Black,gold,Full
SeaSonic FOCUS,165.69,ATX,90.0,550,10.0,Black,platinum,Full
Cooler Master MWE GOLD 650 V2 FULL MODULAR,,ATX,87.0,650,10.0,Black,gold,Full
Corsair TX650M Gold,,ATX,87.0,650,6.0,,gold,Semi
EVGA 450 BV,,ATX,82.0,450,0.0,,bronze,False
Thermaltake Toughpower Grand RGB,149.02,ATX,87.0,850,10.0,,gold,Full
Silverstone FX350-G,91.36,Flex ATX,87.0,350,0.0,Black,gold,False
EVGA SuperNOVA 750 GA,,ATX,87.0,750,10.0,Black,gold,Full
be quiet! SFX Power 3 450,101.29,SFX,82.0,450,0.0,Black,bronze,False
Deepcool PK500D,,ATX,82.0,500,0.0,Black,bronze,False
Deepcool PK550D,,ATX,82.0,550,0.0,Black,bronze,False
Silverstone Essential,74.98,ATX,87.0,550,0.0,Black / Yellow,gold,False
Corsair SF450,218.49,SFX,90.0,450,10.0,Black,platinum,Full
GameMax RGB Rainbow,,ATX,87.0,550,10.0,Black,gold,Full
EVGA SuperNOVA 1600 P2,304.99,ATX,90.0,1600,10.0,,platinum,Full
Asus ROG Strix,157.41,ATX,87.0,550,10.0,Black / Red,gold,Full
Fractal Design Ion SFX 500G,,SFX,87.0,500,10.0,Black,gold,Full
SeaSonic FOCUS Plus Platinum,149.98,ATX,90.0,650,10.0,,platinum,Full
Asus TUF Gaming B,79.98,ATX,82.0,450,0.0,Black,bronze,False
SeaSonic B12 BC,,ATX,82.0,650,0.0,,bronze,False
be quiet! Pure Power 11,88.59,ATX,87.0,600,0.0,Black,gold,False
Cooler Master V SFX Platinum,279.99,SFX,90.0,1100,10.0,Black,platinum,Full
Thermaltake Toughpower,108.99,ATX,87.0,750,6.0,,gold,Semi
Corsair CX600M,179.99,ATX,82.0,600,6.0,,bronze,Semi
Super Flower Leadex V Pro,249.99,ATX,87.0,1000,10.0,White,gold,Full
Gigabyte AORUS P GM,,ATX,87.0,850,10.0,Black / Silver,gold,Full
Corsair VS650,464.99,ATX,80.0,650,0.0,,plus,False
Cooler Master G700,103.98,ATX,87.0,700,0.0,Black,gold,False
Cooler Master V850 V2,,ATX,87.0,850,10.0,White,gold,Full
EVGA SuperNOVA 1300 P+,357.68,ATX,90.0,1300,10.0,Black,platinum,Full
SeaSonic PRIME PX,336.29,ATX,90.0,1000,10.0,Black / Silver,platinum,Full
SeaSonic PRIME PX,414.99,ATX,90.0,1600,10.0,Black / Silver,platinum,Full
Cooler Master Elite V3,,ATX,0.0,500,0.0,Black,white,False
Corsair CX750M V2 (2017 Edition),199.99,ATX,82.0,750,6.0,Black / White,bronze,Semi
Vetroo GV1000,159.99,ATX,87.0,1000,10.0,White,gold,Full
SeaSonic VERTEX GX-850,219.99,ATX,87.0,850,10.0,Black / Silver,gold,Full
Thermaltake Toughpower Grand RGB,130.99,ATX,87.0,750,10.0,,gold,Full
be quiet! Pure Power 11,,ATX,82.0,300,0.0,Black,bronze,False
Corsair TX750M,,ATX,87.0,750,6.0,Black,gold,Semi
Fractal Design Ion Gold,,ATX,87.0,750,10.0,Black,gold,Full
Cooler Master G500,89.99,ATX,87.0,500,0.0,Black,gold,False
Enermax Revolution D.F.,122.98,ATX,87.0,650,10.0,Black,gold,Full
Corsair CX500,299.99,ATX,82.0,500,0.0,,bronze,False
Corsair AX1000,,ATX,94.0,1000,10.0,Black / Silver,titanium,Full
EVGA SuperNOVA 550 G2,,ATX,87.0,550,10.0,,gold,Full
Super Flower Leadex III Gold,,ATX,87.0,850,10.0,Black,gold,Full
Super Flower Leadex III Super Pro,89.99,ATX,82.0,550,10.0,Black,bronze,Full
Thermaltake Smart Pro RGB,106.28,ATX,82.0,650,10.0,,bronze,Full
KOLINK Classic Power,,ATX,82.0,700,0.0,Black / Red,bronze,False
Deepcool PF500 230V,,ATX,80.0,500,0.0,Black,plus,False
be quiet! System Power 9 CM,140.09,ATX,82.0,400,6.0,Black,bronze,Semi
Fractal Design Ion+ 560P,,ATX,90.0,560,10.0,Black,platinum,Full
be quiet! Straight Power 11 550W,109.0,ATX,87.0,550,10.0,,gold,Full
Deepcool PQ850M,130.98,ATX,87.0,850,10.0,Black,gold,Full
SeaSonic FOCUS SGX,,SFX,87.0,650,10.0,Black,gold,Full
SeaSonic CORE GM,144.99,ATX,87.0,650,6.0,Black,gold,Semi
Super Flower Leadex III ARGB,178.68,ATX,87.0,750,10.0,White,gold,Full
Aerocool Integrator MOD XT,,ATX,82.0,750,6.0,Black / Red,bronze,Semi
Thermaltake Toughpower iRGB PLUS 1000 Platinum,,ATX,90.0,1000,10.0,Black,platinum,Full
Thermaltake Toughpower SFX,194.99,SFX,87.0,850,10.0,Black,gold,Full
EVGA SuperNOVA 850 P5,184.99,ATX,90.0,850,10.0,Black / Teal,platinum,Full
Cooler Master MWE Bronze,68.75,ATX,82.0,500,0.0,Black,bronze,False
Antec Signature,,ATX,94.0,1000,10.0,Black / Silver,titanium,Full
EVGA SuperNOVA 1200 P2,,ATX,90.0,1200,10.0,,platinum,Full
EVGA SuperNOVA 550 G3,,ATX,87.0,550,10.0,,gold,Full
SeaSonic PRIME 1300 Gold,281.99,ATX,87.0,1300,10.0,Black,gold,Full
Cooler Master G800,,ATX,87.0,800,0.0,Black,gold,False
be quiet! Pure Power 9 CM,105.39,ATX,82.0,600,6.0,Black,bronze,Semi
Thermaltake Toughpower SFX 600W Gold,125.38,SFX,87.0,600,10.0,Black,gold,Full
be quiet! System Power 9,114.11,ATX,82.0,600,0.0,Black,bronze,False
Deepcool PF600 230V,,ATX,80.0,600,0.0,Black,plus,False
FSP Group Hydro PTM PRO,267.99,ATX,90.0,1200,10.0,Black,platinum,Full
Asus ROG THOR P2 Gaming EVA Edition,489.99,ATX,90.0,1000,10.0,Black / Silver,platinum,Full
SeaSonic G12 GM,159.37,ATX,87.0,850,6.0,Black / Blue,gold,Semi
SeaSonic B12 BC,,ATX,82.0,750,0.0,,bronze,False
EVGA SuperNOVA 1000 P2,,ATX,90.0,1000,10.0,,platinum,Full
Corsair TX750M Gold,262.43,ATX,87.0,750,6.0,,gold,Semi
EVGA 650 B5,,ATX,82.0,650,10.0,Black,bronze,Full
SeaSonic PRIME TX-750,210.99,ATX,94.0,750,10.0,Black,titanium,Full
Cooler Master MWE White V2 230V,,ATX,80.0,650,0.0,Black,plus,False
ARESGAME AGK,,ATX,87.0,850,10.0,Black / Red,gold,Full
Silverstone DA650 Gold,,ATX,87.0,650,10.0,Black / White,gold,Full
SeaSonic PRIME 600 Titanium,,ATX,94.0,600,10.0,Black,titanium,Full
Silverstone DA750 Gold,155.88,ATX,87.0,750,10.0,Black / White,gold,Full
Thermaltake Toughpower GF1 Snow - TT Premium,139.99,ATX,87.0,850,10.0,White,gold,Full
Silverstone ST85F-GS-V2,129.99,ATX,87.0,850,10.0,,gold,Full
Silverstone SX750-PT,,SFX,90.0,750,10.0,Black,platinum,Full
Silverstone HELA 850R,208.08,ATX,90.0,850,10.0,Black / Silver,platinum,Full
SeaSonic B12 BC,,ATX,82.0,850,0.0,,bronze,False
Silverstone FX600 Platinum,183.98,Flex ATX,0.0,600,0.0,Black,white,False
Corsair CX750,,ATX,82.0,750,0.0,,bronze,False
Thermaltake Smart BM2,,ATX,82.0,450,6.0,Black,bronze,Semi
Silverstone Strider Platinum,150.0,ATX,90.0,850,10.0,,platinum,Full
EVGA SuperNOVA 850 GA,,ATX,87.0,850,10.0,Black,gold,Full
Segotep GM,,ATX,87.0,850,10.0,Black,gold,Full
Thermaltake Litepower,,ATX,0.0,650,0.0,,white,False
Cooler Master V650 Gold V2,,ATX,87.0,650,10.0,Black,gold,Full
Azza ARGB,,ATX,82.0,650,0.0,Black,bronze,False
Corsair RM850x White,339.99,ATX,87.0,850,10.0,White / Black,gold,Full
Deepcool PK750D,,ATX,82.0,750,0.0,Black,bronze,False
be quiet! Pure Power 11 CM,114.89,ATX,87.0,700,6.0,Black,gold,Semi
FSP Group Hydro G Pro,,ATX,87.0,850,10.0,Black,gold,Full
GameMax RGB Rainbow,,ATX,87.0,1050,10.0,Black,gold,Full
Deepcool DQ-M-V2L,153.38,ATX,87.0,850,10.0,Black / Green,gold,Full
EVGA SuperNOVA 550 GA,153.8,ATX,87.0,550,10.0,Black,gold,Full
iTek GF EVO,,ATX,87.0,650,10.0,Black,gold,Full
EVGA SuperNOVA 750 G+,,ATX,87.0,750,10.0,Black,gold,Full
Deepcool PQ650M,103.99,ATX,87.0,650,10.0,Black,gold,Full
Montech TITAN GOLD 1200W,209.99,ATX,87.0,1200,10.0,Black,gold,Full
Athena Power AP-MTFX30,36.99,TFX,0.0,300,0.0,,white,False
SHARKOON WPM Gold Zero 550,,ATX,87.0,550,6.0,Black,gold,Semi
Corsair VS450,399.99,ATX,80.0,450,0.0,,plus,False
SeaSonic FOCUS,178.17,ATX,90.0,750,10.0,Black,platinum,Full
Phanteks Revolt X,213.99,ATX,90.0,1000,10.0,Black / Silver,platinum,Full
Asus ROG LOKI,198.68,SFX,90.0,750,10.0,Black / Silver,platinum,Full
EVGA SuperNOVA 1000 T2,,ATX,94.0,1000,10.0,,titanium,Full
Antec High Current Gamer Gold,169.92,ATX,87.0,750,10.0,Black,gold,Full
Deepcool PK600D,,ATX,82.0,600,0.0,Black,bronze,False
EVGA 600 B1,,ATX,82.0,600,0.0,,bronze,False
Thermaltake Toughpower SFX,152.51,SFX,87.0,750,10.0,Black,gold,Full
SeaSonic M12II,,ATX,82.0,620,10.0,,bronze,Full
Gigabyte UD1000GM PG5,270.39,ATX,87.0,1000,10.0,Black,gold,Full
SHARKOON SilentStorm Cool Zero 650,141.69,ATX,87.0,650,10.0,Black,gold,Full
Corsair HX850i,459.99,ATX,90.0,850,10.0,,platinum,Full
Silverstone SX500-G,114.99,SFX,87.0,500,10.0,,gold,Full
In Win P75F,,ATX,87.0,750,0.0,Black,gold,False
Silverstone Strider Titanium,,ATX,94.0,1300,10.0,Black / Blue,titanium,Full
Silverstone SX700-PT,165.26,SFX,90.0,700,10.0,Black,platinum,Full
Corsair CX500M,179.99,ATX,82.0,500,6.0,,bronze,Semi
Asus TUF Gaming B,149.99,ATX,82.0,550,0.0,Black,bronze,False
be quiet! Pure Power 11 FM 650,,ATX,87.0,650,10.0,Black,gold,Full
Deepcool DA600N,76.99,ATX,82.0,600,0.0,Black,bronze,False
EVGA SuperNOVA 750 P2,229.99,ATX,90.0,750,10.0,,platinum,Full
Cougar GEX,84.99,ATX,87.0,650,10.0,Black,gold,Full
KOLINK Classic Power,,ATX,82.0,500,0.0,Black / Red,bronze,False
PowerSpec PS 750BSM,,ATX,82.0,750,6.0,Black,bronze,Semi
Cougar VTE,69.98,ATX,82.0,600,0.0,Black,bronze,False
Corsair CX650,157.44,ATX,82.0,650,0.0,,bronze,False
SeaSonic G12 GM,197.0,ATX,87.0,550,6.0,Black / Blue,gold,Semi
EVGA 1000 GQ,325.98,ATX,87.0,1000,6.0,,gold,Semi
Logisys PS480D,16.98,ATX,0.0,480,0.0,,white,False
EVGA 750 B5,144.99,ATX,82.0,750,10.0,Black,bronze,Full
SeaSonic FOCUS,149.98,ATX,90.0,650,10.0,Black,platinum,Full
SeaSonic SSP-300SFG,89.99,SFX,87.0,300,0.0,,gold,False
Inter-Tech Argus APS,,ATX,0.0,720,0.0,Black / Orange,white,False
SeaSonic G12 GC,,ATX,87.0,850,0.0,Black / Blue,gold,False
Phanteks AMP,,ATX,87.0,1000,10.0,White,gold,Full
PowerSpec GFM,109.99,ATX,87.0,750,10.0,Black,gold,Full
SeaSonic PRIME,315.0,ATX,87.0,1000,10.0,Black,gold,Full
EVGA SuperNOVA 650 G1,,ATX,87.0,650,10.0,,gold,Full
Cooler Master M2000,,ATX,90.0,2000,10.0,Black,platinum,Full
EVGA SuperNOVA 850 G+,249.99,ATX,87.0,850,10.0,,gold,Full
FSP Group Dagger Pro,134.99,SFX,87.0,650,10.0,Black,gold,Full
FSP Group Hydro Ti PRO,,ATX,94.0,1000,10.0,Black,titanium,Full
EVGA SuperNOVA 1300 G+,359.98,ATX,87.0,1300,10.0,Black,gold,Full
SeaSonic FOCUS,137.98,ATX,87.0,750,6.0,Black,gold,Semi
EVGA SuperNOVA 650 G7,129.99,ATX,87.0,650,10.0,Black / Blue,gold,Full
Super Flower Leadex VI Platinum PRO,179.99,ATX,90.0,850,10.0,Black / Blue,platinum,Full
Thermaltake Toughpower GF1 ARGB,207.61,ATX,87.0,850,10.0,,gold,Full
Cooler Master MWE Gold 750,,ATX,87.0,750,10.0,Black,gold,Full
FSP Group HV PRO,,ATX,80.0,650,0.0,Black,plus,False
GAMDIAS KRATOS P1 G,89.99,ATX,87.0,750,0.0,Black,gold,False
EVGA SuperNOVA 1300 G2,,ATX,87.0,1300,10.0,,gold,Full
EVGA SuperNOVA 850 P2,,ATX,90.0,850,10.0,,platinum,Full
Xilence XP500R6,86.4,ATX,0.0,500,0.0,Black / Red,white,False
Corsair TX850M Gold,316.77,ATX,87.0,850,6.0,,gold,Semi
SeaSonic PRIME Fanless,298.98,ATX,94.0,700,10.0,Black,titanium,Full
GameMax GM,,ATX,82.0,800,6.0,Black,bronze,Semi
Cooler Master MWE Bronze V2,,ATX,82.0,450,0.0,Black,bronze,False
be quiet! Pure Power 11,,ATX,82.0,350,0.0,Black,bronze,False
be quiet! Dark Power Pro 12,,ATX,94.0,1500,10.0,Black,titanium,Full
Cooler Master V750 Gold V2,,ATX,87.0,750,10.0,Black,gold,Full
Corsair CS650M,,ATX,87.0,650,6.0,,gold,Semi
Cooler Master V850 Gold i,134.99,ATX,87.0,850,10.0,Black / Gold,gold,Full
Corsair CX430,,ATX,82.0,430,0.0,,bronze,False
SeaSonic PRIME,189.99,ATX,87.0,850,10.0,Black,gold,Full
Deepcool PF650 230V,,ATX,80.0,650,0.0,Black,plus,False
EVGA 500 B1,,ATX,82.0,500,0.0,,bronze,False
Deepcool PF400 230V,,ATX,80.0,400,0.0,Black,plus,False
be quiet! Pure Power 11 FM 750,,ATX,87.0,750,10.0,Black,gold,Full
Super Flower Leadex Platinum SE,149.99,ATX,90.0,1000,10.0,White,platinum,Full
NZXT E850,159.99,ATX,87.0,850,10.0,Black,gold,Full
Super Flower Leadex Titanium,319.99,ATX,94.0,1000,10.0,Black,titanium,Full
PowerSpec PS 650GSM,94.99,ATX,87.0,650,6.0,Black,gold,Semi
Silverstone SST-TX300,74.98,TFX,82.0,300,0.0,Black,bronze,False
Antec NeoECO Gold,228.0,ATX,87.0,750,10.0,,gold,Full
Thermaltake TR2,,ATX,0.0,600,0.0,,white,False
NZXT C650,,ATX,82.0,650,6.0,Black,bronze,Semi
Montech TITAN GOLD 1000W,189.92,ATX,87.0,1000,10.0,Black,gold,Full
Thermaltake Smart RGB,97.21,ATX,80.0,600,0.0,,plus,False
Corsair AX1200,,ATX,87.0,1200,10.0,,gold,Full
Silverstone Strider Platinum S,265.07,ATX,90.0,1000,10.0,Black,platinum,Full
Deepcool PF700 230V,,ATX,80.0,700,0.0,Black,plus,False
Silverstone Essential,94.99,ATX,87.0,750,0.0,Black / Yellow,gold,False
Cooler Master MWE Bronze V2,,ATX,82.0,600,0.0,Black,bronze,False
SeaSonic FOCUS Gold,137.98,ATX,87.0,750,6.0,,gold,Semi
Silverstone SFX,94.16,SFX,82.0,450,0.0,Black,bronze,False
Deepcool PK450D,,ATX,82.0,450,0.0,Black,bronze,False
EVGA SuperNOVA NEX650G Gold,,ATX,87.0,650,10.0,,gold,Full
EVGA SuperNOVA 1000 G3,379.99,ATX,87.0,1000,10.0,,gold,Full
be quiet! System Power 9,,ATX,82.0,500,0.0,Black,bronze,False
Deepcool DA700N,87.99,ATX,82.0,700,0.0,Black,bronze,False
Cooler Master V550 SFX GOLD,,SFX,87.0,550,10.0,Black,gold,Full
Xilence XP600R6,80.98,ATX,0.0,600,0.0,Black / Red,white,False
Super Flower LEADEX VII XG,154.99,ATX,87.0,1000,10.0,Black,gold,Full
be quiet! Straight Power 11 1000W,302.0,ATX,87.0,1000,10.0,,gold,Full
Thermaltake Toughpower GX1 RGB,,ATX,87.0,700,0.0,Black,gold,False
SeaSonic B12 BC,,ATX,82.0,550,0.0,,bronze,False
Corsair HX750,263.64,ATX,87.0,750,6.0,,gold,Semi
Cooler Master MWE Gold,,ATX,87.0,550,10.0,Black,gold,Full
Corsair Vengeance 750M,,ATX,85.0,750,6.0,,silver,Semi
Super Flower Leadex Platinum,134.99,ATX,90.0,850,10.0,Black,platinum,Full
EVGA SuperNOVA 650 G+,174.94,ATX,87.0,650,10.0,Black,gold,Full
Zalman ZM-600-GT,,ATX,82.0,600,6.0,,bronze,Semi
Thermaltake Smart RGB,,ATX,80.0,700,0.0,,plus,False
CoolMax V-400,25.63,ATX,0.0,400,0.0,,white,False
Cooler Master MWE White V2 230V,,ATX,80.0,550,0.0,Black,plus,False
Corsair HX850,,ATX,87.0,850,6.0,,gold,Semi
BitFenix Formula Bronze,,ATX,82.0,700,0.0,Black,bronze,False
Razer Katana Chroma,389.99,ATX,90.0,1200,10.0,Black,platinum,Full
Thermaltake Toughpower SFX,,SFX,87.0,1000,10.0,Black,gold,Full
Chieftec GPS-700A8,,ATX,82.0,700,0.0,Black / White,bronze,False
ARESGAME AGT,,ATX,87.0,1000,10.0,Black,gold,Full
SeaSonic M12II EVO,,ATX,82.0,520,10.0,Black,bronze,Full
SeaSonic FOCUS Gold,125.82,ATX,87.0,650,6.0,,gold,Semi
SeaSonic CORE GM,200.09,ATX,87.0,500,6.0,Black,gold,Semi
EVGA 430 W1,,ATX,80.0,430,0.0,,plus,False
NZXT C550,,ATX,82.0,550,6.0,Black,bronze,Semi
Asus ROG Strix Aura Edition,,ATX,87.0,1000,10.0,Black,gold,Full
SeaSonic PRIME PX,197.98,ATX,90.0,750,10.0,Black / Silver,platinum,Full
Fractal Design Ion+ 2 Platinum,,ATX,90.0,660,10.0,Black,platinum,Full
Cooler Master MWE Gold 1050 - V2,,ATX,87.0,1050,10.0,Black,gold,Full
Antec CSK,,ATX,82.0,550,0.0,Black / Yellow,bronze,False
Mars Gaming MPII650,,ATX,0.0,650,0.0,Black / Red,white,False
Cooler Master MWE Bronze 650,,ATX,82.0,650,0.0,Black,bronze,False
Corsair HX750i,459.99,ATX,90.0,750,10.0,,platinum,Full
Deepcool PX-G,208.68,ATX,87.0,1000,10.0,Black,gold,Full
SeaSonic PRIME,221.19,ATX,87.0,750,10.0,Black,gold,Full
Silverstone SFX,153.59,SFX,90.0,700,10.0,,platinum,Full
Corsair RM1000,440.0,ATX,87.0,1000,10.0,,gold,Full
SeaSonic FOCUS SGX,,SFX,87.0,500,10.0,Black,gold,Full
SeaSonic FOCUS,127.98,ATX,87.0,650,6.0,Black,gold,Semi
Cooler Master XG850 Plus,202.02,ATX,90.0,850,10.0,Black,platinum,Full
Corsair CX450,119.99,ATX,82.0,450,0.0,,bronze,False
Corsair VS650,,ATX,0.0,650,0.0,,white,False
Corsair AX860,,ATX,90.0,860,10.0,,platinum,Full
Apevia ATX-JV650W,,ATX,0.0,650,0.0,,white,False
EVGA 450 BT,,ATX,82.0,450,0.0,,bronze,False
Lian Li PE,,SFX,90.0,750,10.0,,platinum,Full
Corsair AX760,699.99,ATX,90.0,760,10.0,,platinum,Full
Super Flower Leadex III Gold,114.99,ATX,87.0,650,10.0,Black,gold,Full
Thermaltake Litepower,,ATX,0.0,550,0.0,,white,False
Antec EARTHWATTS GOLD PRO 650,120.01,ATX,87.0,650,6.0,Black,gold,Semi
Fractal Design Ion+ 2 Platinum,,ATX,90.0,760,10.0,Black,platinum,Full
Silverstone SX650-G,132.24,SFX,87.0,650,10.0,,gold,Full
Deepcool DA500,81.59,ATX,82.0,500,0.0,Black / Gold,bronze,False
NZXT C750,,ATX,82.0,750,6.0,Black,bronze,Semi
Deepcool PF550 230V,,ATX,80.0,550,0.0,Black,plus,False
ARESGAME AGS,,ATX,87.0,750,6.0,Black / Red,gold,Semi
SeaSonic PRIME PX-1600 ATX 3.0,509.99,ATX,90.0,1600,10.0,Black / Silver,platinum,Full
Cougar VTE X2,82.98,ATX,80.0,750,0.0,Black,plus,False
Corsair GS800,,ATX,82.0,800,0.0,,bronze,False
Deepcool PK700D,,ATX,82.0,700,0.0,Black,bronze,False
Fractal Design Ion+ 660P,,ATX,90.0,660,10.0,Black,platinum,Full
NOX Hummer X,,ATX,87.0,650,10.0,Black,gold,Full
Silverstone Strider Platinum,129.99,ATX,90.0,650,10.0,,platinum,Full
SHARKOON SilentStorm Cool Zero 750,153.79,ATX,87.0,750,10.0,Black,gold,Full
Chieftec GPS-600A8,,ATX,80.0,600,0.0,,plus,False
GAMDIAS KRATOS M1 B,,ATX,82.0,600,0.0,Black,bronze,False
Silverstone SX-G,145.26,SFX,87.0,700,10.0,Black,gold,Full
Antec High Current Gamer Gold,,ATX,87.0,1000,10.0,Black,gold,Full
FSP Group Dagger Pro,177.84,SFX,87.0,850,10.0,Black / Gold,gold,Full
Apevia ATX-JP1000W,94.84,ATX,82.0,1000,0.0,,bronze,False
Enermax Revolution D.F.,119.99,ATX,87.0,750,10.0,Black / Silver,gold,Full
EVGA 700 BQ,,ATX,82.0,700,6.0,Black,bronze,Semi
EVGA N1,84.99,ATX,0.0,550,0.0,,white,False
Silverstone Essential,119.99,ATX,87.0,650,0.0,Black,gold,False
Super Flower LEADEX VII XG,139.99,ATX,87.0,850,10.0,Black,gold,Full
Antec NeoECO Gold ZEN,,ATX,87.0,500,0.0,Black / Gold,gold,False
SeaSonic CORE GC-500,,ATX,87.0,500,0.0,Black / Yellow,gold,False
Antec High Current Gamer Gold,,ATX,87.0,650,10.0,Black,gold,Full
EVGA 600 GQ,,ATX,87.0,600,6.0,Black,gold,Semi
SilentiumPC Supremo FM2,,ATX,87.0,750,10.0,Black,gold,Full
be quiet! Straight Power 11,129.49,ATX,90.0,550,10.0,Black,platinum,Full
Corsair VS350,,ATX,0.0,350,0.0,,white,False
Apex AG-M,,ATX,87.0,750,10.0,Black,gold,Full
Enermax Revolution D.F.,122.98,ATX,87.0,850,10.0,Black / Silver,gold,Full
Silverstone DA1650 Gold,,ATX,87.0,1650,10.0,Black / White,gold,Full
Segotep GP,,ATX,87.0,600,0.0,Black,gold,False
Phanteks Revolt Pro,,ATX,87.0,1000,10.0,Silver / Black,gold,Full
FSP Group FSP400-60FGGBA,109.99,Flex ATX,87.0,400,0.0,,gold,False
EVGA 700 GQ,,ATX,87.0,700,6.0,Black,gold,Semi
Enermax CYBERBRON,,ATX,82.0,600,0.0,Black / Silver,bronze,False
ADATA XPG PYLON,522.0,ATX,82.0,750,0.0,Black,bronze,False
Antec VP PLUS,,ATX,80.0,700,0.0,Black,plus,False
BitFenix Formula Bronze,,ATX,82.0,600,0.0,Black,bronze,False
be quiet! Straight Power 12,,ATX,90.0,1000,10.0,Black,platinum,Full
EVGA 600 BA,,ATX,82.0,600,0.0,Black,bronze,False
SeaSonic FOCUS Plus 550 Gold,207.99,ATX,87.0,550,10.0,,gold,Full
SeaSonic PRIME TX-1600 ATX 3.0,,ATX,94.0,1600,10.0,Black / Silver,titanium,Full
Corsair AX1500i,,ATX,94.0,1500,10.0,,titanium,Full
Xilence XP400R6,79.47,ATX,0.0,400,0.0,Black / Red,white,False
Corsair RM1000i,,ATX,87.0,1000,10.0,,gold,Full
Corsair RM750i,,ATX,87.0,750,10.0,,gold,Full
NOX URANO TX,,ATX,0.0,850,0.0,,white,False
Razer Katana Chroma,335.99,ATX,90.0,850,10.0,Black,platinum,Full
Cooler Master XG750 Plus,157.65,ATX,90.0,750,10.0,Black,platinum,Full
Aerocool AER-P7-P650W,,ATX,90.0,650,10.0,,platinum,Full
Cougar BXM750,74.99,ATX,82.0,750,6.0,Orange / Black,bronze,Semi
GameMax GM-1050,,ATX,85.0,1050,6.0,,silver,Semi
be quiet! Dark Power 12,,ATX,94.0,1000,10.0,Black,titanium,Full
Corsair CS750M,,ATX,87.0,750,6.0,,gold,Semi
EVGA SuperNOVA 1000 G2,,ATX,87.0,1000,10.0,,gold,Full
CoolMax ZX-500,67.29,ATX,80.0,500,0.0,,plus,False
Silverstone Strider Titanium,329.99,ATX,94.0,1100,10.0,Black / Blue,titanium,Full
Antec NeoECO Gold ZEN,,ATX,87.0,600,0.0,Black / Gold,gold,False
Corsair AX850,499.99,ATX,94.0,850,10.0,Black / Silver,titanium,Full
Deepcool PX-G,159.99,ATX,87.0,850,10.0,Black,gold,Full
Corsair VS500,179.99,ATX,80.0,500,0.0,,plus,False
Corsair CX850M,,ATX,82.0,850,6.0,,bronze,Semi
Corsair TX750,,ATX,80.0,750,0.0,,plus,False
Phanteks AMP,,ATX,87.0,550,10.0,Black,gold,Full
Corsair AX850,498.4,ATX,87.0,850,10.0,,gold,Full
Gigabyte GP-G750H,,ATX,87.0,750,6.0,Black,gold,Semi
ADATA XPG CYBERCORE,199.99,ATX,90.0,1300,10.0,Black / Silver,platinum,Full
Thermaltake Smart BX1 550,,ATX,82.0,550,0.0,Black,bronze,False
be quiet! Straight Power 11 650W,,ATX,87.0,650,10.0,,gold,Full
EVGA SuperNOVA 850 G7,,ATX,87.0,850,10.0,Black / Blue,gold,Full
SeaSonic SSP-300SUG,91.0,Flex ATX,87.0,300,0.0,,gold,False
Thermaltake Thermaltake TP-750M,108.99,ATX,87.0,750,6.0,,gold,Semi
FSP Group Hydro G PRO ATX3.0(PCIe5.0),,ATX,87.0,850,10.0,Black,gold,Full
SeaSonic PRIME Ultra Platinum 1000,390.31,ATX,90.0,1000,10.0,Black,platinum,Full
Cougar VTE X2,59.99,ATX,80.0,600,0.0,Black,plus,False
Thermaltake TR2 S,,ATX,80.0,650,0.0,,plus,False
Thermaltake Smart BX1 RGB 650,137.75,ATX,82.0,650,0.0,Black,bronze,False
Super Flower LEADEX VII XG,184.99,ATX,87.0,1300,10.0,Black,gold,Full
SeaSonic PRIME Ultra Titanium,429.0,ATX,94.0,850,10.0,,titanium,Full
Antec Signature Platinum,,ATX,90.0,1000,10.0,Black,platinum,Full
Corsair RM850i,,ATX,87.0,850,10.0,,gold,Full
Silverstone TX500-G,,TFX,87.0,500,0.0,Black,gold,False
Thermaltake Toughpower GF1 ARGB,,ATX,87.0,750,10.0,,gold,Full
Corsair VS600,,ATX,82.0,600,0.0,Black,bronze,False
SeaSonic S12III,194.39,ATX,82.0,550,0.0,Black,bronze,False
Phanteks AMP,,ATX,87.0,650,10.0,Black,gold,Full
In Win IP-S200DF1-0,52.02,TFX,0.0,200,0.0,,white,False
NZXT C,129.99,ATX,87.0,750,10.0,Black,gold,Full
SeaSonic PRIME,,ATX,87.0,650,10.0,Black,gold,Full
Silverstone Essential,100.87,ATX,82.0,750,0.0,Black,bronze,False
EVGA SuperNOVA NEX750B,,ATX,82.0,750,6.0,,bronze,Semi
SeaSonic S12II,262.43,ATX,82.0,520,0.0,,bronze,False
FSP Group FSP300-60LG,148.02,Mini ITX,82.0,300,0.0,,bronze,False
be quiet! Dark Power 12,,ATX,94.0,750,10.0,Black,titanium,Full
Antec NeoECO Gold,,ATX,87.0,850,10.0,,gold,Full
Cougar GEX,,ATX,87.0,750,10.0,Black,gold,Full
Antec CSK,,ATX,82.0,650,0.0,Black / Yellow,bronze,False
be quiet! Pure Power 11 FM 550,,ATX,87.0,550,10.0,Black,gold,Full
Apevia Spirit,,ATX,0.0,600,0.0,,white,False
Corsair VS500,,ATX,82.0,500,0.0,Black,bronze,False
In Win P85,133.91,ATX,87.0,850,10.0,Black,gold,Full
Super Flower Leadex Platinum,699.99,ATX,90.0,1600,10.0,Black,platinum,Full
