name,price,socket,form_factor,max_memory,memory_slots,color,manufacturer,chipset,SATA,M.2,BAND,PCIe,OC,WIFI
EVGA H370 Stinger,,1151,Mini ITX,32,2,Black,EVGA,H370,6,2,12,3,FALSE,FALSE
Asus PRIME Q370M-C/CSM,,1151,Micro ATX,64,4,Green / Black,Asus,,,,,,,FALSE
Biostar B450MHC,,AM4,Micro ATX,32,2,Black / Yellow,Biostar,B450,4,2,6,3,TRUE,FALSE
ASRock Z390 PHANTOM GAMING X,,1151,ATX,128,4,Black / Silver,ASRock,Z390,6,2,8,3,TRUE,FALSE
ECS B350AM4-M2,,AM4,Micro ATX,64,4,Black,ECS,B350,4,2,4,3,TRUE,FALSE
ASRock Z490 Phantom Gaming 4/2.5G,,1200,ATX,128,4,Black / Gray,ASRock,Z490,6,3,8,3,TRUE,FALSE
Colorful CVN X570M GAMING PRO V14,,AM4,Micro ATX,128,4,Black / Silver,Colorful,X570,12,4,16,4,TRUE,FALSE
Colorful BATTLE-AX B550M-HD PRO V14,,AM4,Micro ATX,64,2,Black,Colorful,B550,6,3,16,4,TRUE,FALSE
ASRock Z590 Phantom Gaming 4/ac,,1200,ATX,128,4,Silver / Black,ASRock,Z590,6,3,16,4,TRUE,FALSE
MSI B550M PRO-DASH,,AM4,Micro ATX,128,4,Black,MSI,B550,6,3,16,4,TRUE,FALSE
ASRock Z590 Phantom Gaming 4/ac+,,1200,ATX,128,4,Black,ASRock,Z590,6,3,16,4,TRUE,FALSE
Gigabyte Z490 UD AC-Y1,,1200,ATX,128,4,Black,Gigabyte,Z490,6,3,8,3,TRUE,FALSE
Asus PRIME H610M-F D4,,1700,Micro ATX,64,2,Black / Silver,Asus,H610,4,1,6,4,FALSE,FALSE
Asus PRO-B660M-C-CSM,,1700,Micro ATX,128,4,Green / Black,Asus,B660,4,2,4,4,FALSE,FALSE
Biostar H510MH 2.0,,1200,Micro ATX,64,2,Black / Silver,Biostar,H510,4,1,6,3,FALSE,FALSE
Biostar B760MXC PRO 2.0,,1700,Micro ATX,128,4,Black / Silver,Biostar,B760,4,2,4,4,FALSE,FALSE
Gigabyte B760M AORUS ELITE AX (rev. 1.2),,1700,Micro ATX,192,1,Black / Silver,Gigabyte,B760,4,2,4,4,FALSE,FALSE
ASRock H610M/ac,,1700,Micro ATX,64,2,Silver / Black,ASRock,H610,4,1,6,4,FALSE,FALSE
Gigabyte GA-H55M-S2H,,1156,Micro ATX,8,2,Blue / White,Gigabyte,H55,4,0,4,2,FALSE,FALSE
Gigabyte GA-P43-ES3G,,775,ATX,16,4,Multicolor,Gigabyte,P43,6,0,8,2,FALSE,FALSE
Gigabyte GA-X58A-UD5,,1366,ATX,24,6,Blue / White,Gigabyte,X58,6,0,16,2,TRUE,FALSE
Biostar MCP6P3,,AM3,Micro ATX,8,2,Multicolor,Biostar,,,,,,,FALSE
Intel DH55PJ,,1156,Micro ATX,8,2,Black / Blue,Intel,H55,4,0,4,2,FALSE,FALSE
Asus M4A77TD,,AM3,ATX,16,4,Black / Blue,Asus,,,,,,,FALSE
Gigabyte GA-X58-USB3,,1366,ATX,24,6,Blue / White,Gigabyte,X58,6,0,16,2,TRUE,FALSE
MSI P67A-GD65 (B3),,1155,ATX,32,4,Black / Blue,MSI,P67,6,0,8,2,TRUE,FALSE
ASRock H61M-S,,1155,Micro ATX,16,2,Black / Blue,ASRock,H61,2,0,4,2,FALSE,FALSE
MSI H61M-P23 (B3),,1155,Micro ATX,16,2,Black / Blue,MSI,H61,2,0,4,2,FALSE,FALSE
ASRock H61M,,1155,Micro ATX,16,2,Black / Blue,ASRock,H61,2,0,4,2,FALSE,FALSE
MSI H61M-P21 (B3),,1155,Micro ATX,16,2,Black / Blue,MSI,H61,2,0,4,2,FALSE,FALSE
Gigabyte GA-Z68P-DS3,,1155,ATX,32,4,Blue / White,Gigabyte,Z68,6,0,4,2,TRUE,FALSE
Gigabyte GA-H61N-USB3,,1155,Mini ITX,16,2,Black / Blue,Gigabyte,H61,2,0,4,2,FALSE,FALSE
Gigabyte G1.Sniper M3,,1155,Micro ATX,32,4,Black / Green,Gigabyte,,,,,,,FALSE
ASRock Z77 Pro4-M,,1155,Micro ATX,32,4,Brown / Black,ASRock,Z77,4,0,4,3,TRUE,FALSE
MSI 990FXA-GD80V2,,AM3+,ATX,32,4,,MSI,990FX,,,,,,FALSE
ECS B75H2-M3(1.0),,1155,Micro ATX,16,2,Black / White,ECS,B75,6,0,2,3,FALSE,FALSE
Gigabyte GA-Z77-HD3,,1155,ATX,32,4,Blue / White,Gigabyte,Z77,4,0,4,3,TRUE,FALSE
MSI Z77A-GD65 Gaming,,1155,ATX,32,4,Black / Red,MSI,Z77,4,0,4,3,TRUE,FALSE
ASRock B85M,,1150,Micro ATX,16,2,Brown / Black,ASRock,B85,4,0,2,3,FALSE,FALSE
MSI Z87M-G43,,1150,Micro ATX,32,4,Black / Blue,MSI,Z87,6,0,4,3,TRUE,FALSE
Gigabyte GA-H77-D3H,,1155,Micro ATX,32,4,Blue / White,Gigabyte,H77,4,0,4,3,FALSE,FALSE
Asus A88X-PLUS,,FM2+,ATX,64,4,Black / Gold,Asus,A88,8,0,8,2,TRUE,FALSE
Gigabyte GA-H81M-HD3,,1150,Micro ATX,16,2,,Gigabyte,H81,2,0,2,2,FALSE,FALSE
ASRock FM2A88M-HD+,,FM2+,Micro ATX,32,2,,ASRock,A88,8,0,8,2,TRUE,FALSE
EVGA Classified,,1150,EATX,32,4,Black / Red,EVGA,,,,,,,FALSE
MSI A55M-E35,,FM2+,Micro ATX,32,2,Black / Blue,MSI,A55,6,0,6,2,FALSE,FALSE
Gigabyte GA-H81N,,1150,Mini ITX,16,2,Black / Silver,Gigabyte,H81,2,0,2,2,FALSE,FALSE
ASRock H97 PERFORMANCE,,1150,ATX,32,4,Black / Red,ASRock,H97,6,1,8,3,FALSE,FALSE
ASRock Z97 Extreme3,,1150,ATX,32,4,Black / Blue,ASRock,Z97,6,1,4,3,TRUE,FALSE
Gigabyte GA-Z97X-UD7 TH,,1150,ATX,32,4,Black / Gold,Gigabyte,Z97,6,1,4,3,TRUE,FALSE
MSI B85M GAMING,,1150,Micro ATX,32,4,Black / Red,MSI,B85,4,0,2,3,FALSE,FALSE
EVGA Micro,,2011-3,Micro ATX,64,4,Black,EVGA,,,,,,,FALSE
ASRock X99 OC Formula,,2011-3,EATX,128,8,Black / Yellow,ASRock,X99,10,3,16,3,TRUE,FALSE
ASRock Z97 Extreme6/ac,,1150,ATX,32,4,Black / Blue,ASRock,Z97,6,1,4,3,TRUE,FALSE
Asus X99-PRO,,2011-3,ATX,64,8,Black / White,Asus,X99,10,3,16,3,TRUE,FALSE
ASRock 970 Performance,,AM3+,ATX,64,4,Black / Red,ASRock,970,,,,,,FALSE
ASRock Fatal1ty Z97 Professional,,1150,ATX,32,4,Black / Red,ASRock,Z97,6,1,4,3,TRUE,FALSE
MSI A68HM-P33,,FM2+,Micro ATX,32,2,Black / Blue,MSI,,,,,,,FALSE
MSI X99S SLI Krait,,2011-3,ATX,128,8,Black / White,MSI,X99,10,3,16,3,TRUE,FALSE
Asus RAMPAGE V EXTREME/U3,,2011-3,EATX,64,8,Black / Red,Asus,,,,,,,FALSE
Gigabyte GA-X99-UD3P (rev. 1.0),,2011-3,ATX,64,4,Black / Gold,Gigabyte,X99,10,3,16,3,TRUE,FALSE
ASRock H81M-DG4,,1150,Micro ATX,16,2,Brown / Black,ASRock,H81,2,0,2,2,FALSE,FALSE
Gigabyte GA-X99-UD4P,,2011-3,EATX,64,8,Black / Yellow,Gigabyte,X99,10,3,16,3,TRUE,FALSE
Gigabyte GA-990FXA-UD5 R5,,AM3+,ATX,32,4,Black / Blue,Gigabyte,990FX,,,,,,FALSE
MSI A88XM-E45 V2,,FM2+,Micro ATX,64,4,Black / Blue,MSI,A88,8,0,8,2,TRUE,FALSE
ASRock EPC612D4U-2T8R,,2011-3 Narrow,Micro ATX,512,4,Green / Blue,ASRock,,,,,,,FALSE
MSI X99A GODLIKE GAMING,,2011-3,EATX,128,8,Black / Red,MSI,X99,10,3,16,3,TRUE,FALSE
ASRock Z170M-ITX/ac,,1151,Mini ITX,32,2,Black / Orange,ASRock,Z170,6,1,4,3,TRUE,FALSE
Asus B150M-K D3,,1151,Micro ATX,32,2,Black / Gold,Asus,B150,6,1,2,3,FALSE,FALSE
Gigabyte GA-H110M-S2H GSM,,1151,Micro ATX,32,2,Brown / Black,Gigabyte,H110,4,1,4,3,FALSE,FALSE
Gigabyte GA-X150-PLUS WS,,1151,ATX,64,4,Brown / Black,Gigabyte,,,,,,,FALSE
Supermicro MBD-X11SSM-F,,1151,Micro ATX,64,4,Black / Green,Supermicro,,,,,,,FALSE
ASRock FM2A58M-HD+ R2.0,,FM2+,Micro ATX,32,2,Black / Silver,ASRock,,,,,,,FALSE
Gigabyte GA-970-Gaming SLI,,AM3+/AM3,ATX,64,4,Black / Red,Gigabyte,970,,,,,,FALSE
ASRock B150M Pro4/Hyper,,1151,Micro ATX,64,4,Black / White,ASRock,B150,6,1,2,3,FALSE,FALSE
MSI Z170A MPOWER GAMING TITANIUM,,1151,ATX,64,4,Silver / Black,MSI,Z170,6,1,4,3,TRUE,FALSE
Gigabyte GA-Z270-Gaming 3,,1151,ATX,64,4,Black / Red,Gigabyte,Z270,6,2,4,3,TRUE,FALSE
ASRock Fatal1ty H270 Performance,,1151,ATX,64,4,Black / Red,ASRock,H270,6,2,8,3,FALSE,FALSE
Gigabyte GA-990X-Gaming SLI,,AM3+,ATX,64,4,Black / Red,Gigabyte,,,,,,,FALSE
Gigabyte GA-B250M-Gaming 5,,1151,Micro ATX,64,4,Black / Red,Gigabyte,B250,6,1,2,3,FALSE,FALSE
MSI X299 TOMAHAWK,,2066,ATX,256,8,Black / Silver,MSI,X299,8,3,16,3,TRUE,FALSE
MSI X299M GAMING PRO CARBON AC,,2066,Micro ATX,64,4,Black,MSI,X299,8,3,16,3,TRUE,FALSE
ASRock Fatal1ty Z370 Professional Gaming i7,,1151,ATX,64,4,Black / Silver,ASRock,Z370,6,2,4,3,TRUE,FALSE
Asus STRIX Z370-G GAMING,,1151,Micro ATX,64,4,Black / Silver,Asus,Z370,6,2,4,3,TRUE,FALSE
Gigabyte H310 D3,,1151,ATX,32,2,Silver / Black,Gigabyte,H310,4,1,6,3,FALSE,FALSE
EVGA Z390 FTW,,1151,ATX,128,4,Black / Silver,EVGA,Z390,6,2,8,3,TRUE,FALSE
MSI B360M BAZOOKA PLUS,,1151,Micro ATX,64,4,Black / Silver,MSI,B360,6,1,4,3,FALSE,FALSE
Asus Prime X299 Edition 30,,2066,ATX,256,8,Black / White,Asus,X299,8,3,16,3,TRUE,FALSE
Asus ROG STRIX Z490-G GAMING,,1200,Micro ATX,128,4,Black,Asus,Z490,6,3,8,3,TRUE,FALSE
Asus Pro B460M-C/CSM,,1200,Micro ATX,128,4,Green / Black,Asus,B460,6,1,4,3,FALSE,FALSE
Gigabyte H410M HD3P,,1200,Micro ATX,64,2,Black / Silver,Gigabyte,H410,4,1,6,3,FALSE,FALSE
Asus Pro B560M-C/CSM,,1200,Micro ATX,128,4,Green / Black,Asus,B560,6,1,4,4,FALSE,FALSE
MSI A520M PRO-C DASH,,AM4,Micro ATX,64,2,Brown / Black,MSI,A520,4,2,6,3,FALSE,FALSE
Biostar A320MD PRO,,AM4,Micro ATX,32,2,Brown / Yellow,Biostar,A320,4,2,4,3,FALSE,FALSE
Asus PRIME B760-PLUS-CSM,,1700,ATX,128,4,Silver / Black,Asus,B760,4,2,4,4,FALSE,FALSE
Asus PRIME H610M-A WIFI D4-CSM,,1700,Micro ATX,64,2,Silver / Black,Asus,H610,4,1,6,4,FALSE,TRUE
Asus PRIME H610M-E,,1700,Micro ATX,96,2,Silver / Black,Asus,H610,4,1,6,4,FALSE,FALSE
Biostar B760MZ-E PRO,,1700,Micro ATX,128,4,Brown / Black,Biostar,B760,4,2,4,4,FALSE,FALSE
Gigabyte GA-Z68XP-UD4,,1155,ATX,32,4,Black / Silver,Gigabyte,Z68,6,0,4,2,TRUE,FALSE
Asus P8P67 EVO,,1155,ATX,32,4,Black / Blue,Asus,P67,6,0,8,2,TRUE,FALSE
Gigabyte A620M DS3H,,AM5,Micro ATX,192,4,Gray / Black,Gigabyte,A620,4,2,8,4,FALSE,FALSE
Intel DH55HC,,1156,ATX,16,4,Blue / White,Intel,H55,4,0,4,2,FALSE,FALSE
Intel DH57DD,,1156,Micro ATX,16,4,Blue / White,Intel,H57,6,0,6,2,FALSE,FALSE
Asus P5N-D,,775,ATX,8,4,Black / Yellow,Asus,,,,,,,FALSE
Asus M4A78T-E,,AM3,ATX,16,4,Black / Blue,Asus,A78,6,0,6,2,TRUE,FALSE
Asus M4A79XTD EVO,,AM3,ATX,16,4,Black / Blue,Asus,,,,,,,FALSE
EVGA 121-BL-E756-TR,,1366,Micro ATX,24,6,Black / Red,EVGA,,,,,,,FALSE
Asus Rampage II Gene,,1366,Micro ATX,24,6,Black / Blue,Asus,,,,,,,FALSE
Asus M4A88T-M/USB3,,AM3,Micro ATX,16,4,Black / Blue,Asus,A88,8,0,8,2,TRUE,FALSE
MSI 770T-C35,,AM2+/AM2,ATX,8,4,Red / Black,MSI,770,,,,,,FALSE
Biostar N68S,,AM2+/AM2,Micro ATX,8,2,Black / Red,Biostar,,,,,,,FALSE
ASRock N68C-S UCC,,AM3/AM2+/AM2,Micro ATX,8,4,Multicolor,ASRock,,,,,,,FALSE
Jetway JNC84E-LF,,AM3/AM2+/AM2,Mini ITX,4,2,,Jetway,,,,,,,FALSE
Asus Maximus IV Extreme,,1155,EATX,32,4,,Asus,,,,,,,FALSE
ASRock P67 Pro3,,1155,ATX,32,4,,ASRock,P67,6,0,8,2,TRUE,FALSE
Zotac 890GXITX-A-E,,AM3,Mini ITX,8,2,,Zotac,890,,,,,,FALSE
Gigabyte GA-H67MA-UD2H-B3,,1155,Micro ATX,32,4,,Gigabyte,H67,6,0,6,2,FALSE,FALSE
MSI H61M-E33 (B3),,1155,Micro ATX,16,2,,MSI,H61,2,0,4,2,FALSE,FALSE
Gigabyte GA-870A-USB3,,AM3,ATX,16,4,Blue / White,Gigabyte,870,,,,,,FALSE
Zotac G41ITX-B-E,,775,Mini ITX,4,2,Black / Yellow,Zotac,G41,4,0,4,1,FALSE,FALSE
Gigabyte GA-Z68MX-UD2H-B3,,1155,Micro ATX,32,4,Blue / White,Gigabyte,Z68,6,0,4,2,TRUE,FALSE
MSI H61I-E35 (B3),,1155,Mini ITX,16,2,Black / Blue,MSI,H61,2,0,4,2,FALSE,FALSE
Intel DZ68DB,,1155,ATX,32,4,Black / Blue,Intel,Z68,6,0,4,2,TRUE,FALSE
Asus M5A88-M,,AM3+,Micro ATX,16,4,Black / Blue,Asus,A88,8,0,8,2,TRUE,FALSE
Asus P8P67 PRO (REV 3.1),,1155,ATX,32,4,,Asus,P67,6,0,8,2,TRUE,FALSE
MSI 970A-G45,,AM3+,ATX,32,4,Black / Blue,MSI,970,,,,,,FALSE
ASRock P67 Extreme4 Gen3,,1155,ATX,32,4,Black / Silver,ASRock,P67,6,0,8,2,TRUE,FALSE
Gigabyte GA-Z68M-D2H,,1155,Micro ATX,32,4,Blue / White,Gigabyte,Z68,6,0,4,2,TRUE,FALSE
Biostar H61MHB,,1155,Micro ATX,16,2,Black / Red,Biostar,H61,2,0,4,2,FALSE,FALSE
Jetway JNAF92-Q67,,1155,ATX,32,4,Multicolor,Jetway,,,,,,,FALSE
Gigabyte GA-A55M-DS2,,FM1,Micro ATX,32,2,Blue / White,Gigabyte,A55,6,0,6,2,FALSE,FALSE
MSI X79A-GD65 (8D),,2011,ATX,128,8,Black / Blue,MSI,X79,6,0,16,2,TRUE,FALSE
MSI 760GM-E51 (FX),,AM3+,Micro ATX,32,4,Black / Blue,MSI,,,,,,,FALSE
Gigabyte GA-H61MA-D3V,,1155,Micro ATX,16,2,Blue / White,Gigabyte,H61,2,0,4,2,FALSE,FALSE
MSI Big Bang - XPower II,,2011,XL ATX,128,8,Black,MSI,,,,,,,FALSE
Asus F1A55-M LX PLUS,,FM1,Micro ATX,32,2,Black / Blue,Asus,A55,6,0,6,2,FALSE,FALSE
Asus P8H77-V,,1155,ATX,32,4,Black / Blue,Asus,H77,4,0,4,3,FALSE,FALSE
Intel DZ77GA70K,,1155,ATX,32,4,Black / Blue,Intel,Z77,4,0,4,3,TRUE,FALSE
Intel DH77DF,,1155,Mini ITX,16,2,Black / Blue,Intel,H77,4,0,4,3,FALSE,FALSE
Intel DH77KC,,1155,ATX,32,4,Black / Blue,Intel,H77,4,0,4,3,FALSE,FALSE
Intel DX79SR,,2011,ATX,64,8,Black / Blue,Intel,X79,6,0,16,2,TRUE,FALSE
ASRock X79 Extreme11,,2011,EATX,64,8,Black / Silver,ASRock,X79,6,0,16,2,TRUE,FALSE
ASRock Z77 Extreme3,,1155,ATX,32,4,Brown / Black,ASRock,Z77,4,0,4,3,TRUE,FALSE
Gigabyte GA-Z77N-WIFI,,1155,Mini ITX,16,2,Black / Blue,Gigabyte,Z77,4,0,4,3,TRUE,TRUE
Gigabyte GA-F2A75M-D3H,,FM2,Micro ATX,64,4,Blue / White,Gigabyte,A75,6,0,6,2,FALSE,FALSE
Asus F2A85-M/CSM,,FM2,Micro ATX,64,4,Black / Blue,Asus,,,,,,,FALSE
Gigabyte GA-F2A55M-DS2,,FM2,Micro ATX,64,2,Blue / White,Gigabyte,A55,6,0,6,2,FALSE,FALSE
MSI FM2-A75IA-E53,,FM2,Mini ITX,32,2,Black / Blue,MSI,A75,6,0,6,2,FALSE,FALSE
Gigabyte GA-H61M-HD2,,1155,Micro ATX,16,2,Blue / White,Gigabyte,H61,2,0,4,2,FALSE,FALSE
Biostar A960D+,,AM3+,Micro ATX,16,2,Black / Red,Biostar,,,,,,,FALSE
ASRock B75M-DGS R2.0,,1155,Micro ATX,16,2,Brown / Black,ASRock,B75,6,0,2,3,FALSE,FALSE
Asus Z77-A,,1155,ATX,32,4,,Asus,Z77,4,0,4,3,TRUE,FALSE
Asus Sabertooth 990FX/GEN3 R2.0,,AM3+,ATX,32,4,,Asus,990FX,,,,,,FALSE
MSI Z77A-G43 Gaming,,1155,ATX,32,4,Black / Red,MSI,Z77,4,0,4,3,TRUE,FALSE
Gigabyte G1.Sniper M5,,1150,Micro ATX,32,4,Black / Green,Gigabyte,,,,,,,FALSE
Intel DB85FL,,1150,Micro ATX,32,4,Black / Blue,Intel,B85,4,0,2,3,FALSE,FALSE
Biostar B75MU3B,,1155,Micro ATX,16,2,Black / Red,Biostar,B75,6,0,2,3,FALSE,FALSE
Gigabyte GA-B75N,,1155,Mini ITX,16,2,Black / Silver,Gigabyte,B75,6,0,2,3,FALSE,FALSE
Gigabyte GA-H81TN,,1150,Thin Mini ITX,16,2,Blue / White,Gigabyte,H81,2,0,2,2,FALSE,FALSE
Gigabyte GA-F2A88XM-HD3,,FM2+,Micro ATX,64,2,,Gigabyte,A88,8,0,8,2,TRUE,FALSE
ASRock FM2A88M Extreme4+,,FM2+,Micro ATX,64,4,Brown / Black,ASRock,A88,8,0,8,2,TRUE,FALSE
Asus A55BM-E,,FM2+,Micro ATX,32,2,Black / Gold,Asus,A55,6,0,6,2,FALSE,FALSE
MSI A88XM-E45,,FM2+,Micro ATX,64,4,Black / Blue,MSI,A88,8,0,8,2,TRUE,FALSE
ASRock Z87 Extreme11/ac,,1150,EATX,32,4,Black / Gold,ASRock,Z87,6,0,4,3,TRUE,FALSE
ASRock B85 Killer,,1150,ATX,32,4,Black / Red,ASRock,B85,4,0,2,3,FALSE,FALSE
ASRock FM2A55M-HD+,,FM2+,Micro ATX,32,2,Black / Silver,ASRock,A55,6,0,6,2,FALSE,FALSE
ASRock FM2A78M-ITX+,,FM2+,Mini ITX,32,2,Brown / Black,ASRock,A78,6,0,6,2,TRUE,FALSE
Asus Z87I-Pro,,1150,Mini ITX,16,2,Black / Yellow,Asus,Z87,6,0,4,3,TRUE,FALSE
MSI A88XM GAMING,,FM2+,Micro ATX,32,4,Black / Red,MSI,A88,8,0,8,2,TRUE,FALSE
Asus VANGUARD B85,,1150,Micro ATX,32,4,Brown,Asus,B85,4,0,2,3,FALSE,FALSE
Asus AM1I-A,,AM1,Mini ITX,32,2,Black / Gold,Asus,AM1,,,,,,FALSE
MSI Z97 MPOWER MAX AC,,1150,ATX,32,4,Black / Yellow,MSI,Z97,6,1,4,3,TRUE,FALSE
Gigabyte GA-B85N PHOENIX-WIFI,,1150,Mini ITX,16,2,Black / Orange,Gigabyte,B85,4,0,2,3,FALSE,TRUE
EVGA Z97 FTW,,1150,ATX,32,4,Black / Red,EVGA,Z97,6,1,4,3,TRUE,FALSE
ASRock Z97 OC FORMULA,,1150,ATX,32,4,Black / Yellow,ASRock,Z97,6,1,4,3,TRUE,FALSE
MSI Z97-G43 GAMING,,1150,ATX,32,4,Black / Red,MSI,Z97,6,1,4,3,TRUE,FALSE
ASRock H81M-ITX/WIFI,,1150,Mini ITX,16,2,Brown / Black,ASRock,H81,2,0,2,2,FALSE,TRUE
ASRock X99 Extreme6,,2011-3,ATX,128,8,Black / Blue,ASRock,X99,10,3,16,3,TRUE,FALSE
Asus B85M-F,,1150,Micro ATX,16,2,Black / Gold,Asus,B85,4,0,2,3,FALSE,FALSE
Gigabyte GA-Q87M-MK,,1150,Micro ATX,32,4,Black / White,Gigabyte,,,,,,,FALSE
Gigabyte GA-X99-SOC Champion,,2011-3,EATX,32,4,Black / Orange,Gigabyte,X99,10,3,16,3,TRUE,FALSE
ASRock X99 Extreme4/3.1,,2011-3,ATX,128,8,Black / Blue,ASRock,X99,10,3,16,3,TRUE,FALSE
ASRock H87WSA-DL,,1150,ATX,32,4,Green / Blue,ASRock,H87,6,0,6,3,FALSE,FALSE
ASRock EPC612D4U-8R,,2011-3 Narrow,Micro ATX,512,4,Green / Blue,ASRock,,,,,,,FALSE
ASRock Z170 Extreme7+,,1151,ATX,64,4,Black / Gold,ASRock,Z170,6,1,4,3,TRUE,FALSE
Gigabyte GA-Z170X-Gaming GT,,1151,ATX,64,4,Black / Red,Gigabyte,Z170,6,1,4,3,TRUE,FALSE
Asus B85M-GAMER,,1150,Micro ATX,32,4,Black / Red,Asus,B85,4,0,2,3,FALSE,FALSE
ASRock H170 Pro4S,,1151,ATX,64,4,Black / Orange,ASRock,H170,6,1,8,3,FALSE,FALSE
ASRock B150M-HDV/D3,,1151,ATX,16,2,Black / Orange,ASRock,B150,6,1,2,3,FALSE,FALSE
Asus Z170-WS,,1151,ATX,64,4,Black / Silver,Asus,Z170,6,1,4,3,TRUE,FALSE
Gigabyte GA-H110M-S2HP,,1151,Micro ATX,32,2,Black,Gigabyte,H110,4,1,4,3,FALSE,FALSE
Asus B150M-PLUS D3,,1151,Micro ATX,64,4,Black / Gold,Asus,B150,6,1,2,3,FALSE,FALSE
MSI H170M ECO,,1151,Micro ATX,32,2,Black / White,MSI,H170,6,1,8,3,FALSE,FALSE
ASRock E3C236D2I,,1151,Mini ITX,32,2,Green / Blue,ASRock,C236,,,,,,FALSE
Asus E3-PRO V5,,1151,ATX,64,4,Black / White,Asus,,,,,,,FALSE
Gigabyte GA-H110M-H DDR3,,1151,Micro ATX,32,2,Black / Silver,Gigabyte,H110,4,1,4,3,FALSE,FALSE
Gigabyte GA-X99-Phoenix SLI,,2011-3,ATX,128,8,Orange / White,Gigabyte,X99,10,3,16,3,TRUE,FALSE
Gigabyte GA-Z170X-Designare,,1151,ATX,64,4,Black / Blue,Gigabyte,Z170,6,1,4,3,TRUE,FALSE
Gigabyte GA-X170-EXTREME ECC,,1151,ATX,64,4,Black / Beige,Gigabyte,,,,,,,FALSE
MSI X99A TOMAHAWK,,2011-3,ATX,128,8,Black / Silver,MSI,X99,10,3,16,3,TRUE,FALSE
MSI X99A WORKSTATION,,2011-3,ATX,128,8,Black / Yellow,MSI,X99,10,3,16,3,TRUE,FALSE
Asus H170I-PRO/CSM,,1151,Mini ITX,32,2,Black / Gold,Asus,H170,6,1,8,3,FALSE,FALSE
Gigabyte GA-Z270X-Gaming 8,,1151,ATX,64,4,Black,Gigabyte,Z270,6,2,4,3,TRUE,FALSE
ASRock Fatal1ty H270M Performance,,1151,Micro ATX,64,4,Black / Red,ASRock,H270,6,2,8,3,FALSE,FALSE
Gigabyte GA-B150M-DS3H DDR3,,1151,Micro ATX,64,4,Brown / Black,Gigabyte,B150,6,1,2,3,FALSE,FALSE
MSI H270I GAMING PRO AC,,1151,Mini ITX,32,2,Black / Red,MSI,H270,6,2,8,3,FALSE,FALSE
Asus PRIME B250M-D,,1151,Micro ATX,32,2,Black / Silver,Asus,B250,6,1,2,3,FALSE,FALSE
ASRock H110M-HDS R3.0,,1151,Micro ATX,32,2,Black / Orange,ASRock,H110,4,1,4,3,FALSE,FALSE
MSI X299 XPOWER GAMING AC,,2066,EATX,128,8,Black / Silver,MSI,X299,8,3,16,3,TRUE,FALSE
MSI X299 GAMING PRO CARBON,,2066,ATX,128,8,Black / Silver,MSI,X299,8,3,16,3,TRUE,FALSE
MSI X370 GAMING M7 ACK,,AM4,ATX,64,4,Black / Silver,MSI,X370,8,4,6,3,TRUE,FALSE
Gigabyte GA-H110M-Gaming 3,,1151,Micro ATX,32,2,Black / Red,Gigabyte,H110,4,1,4,3,FALSE,FALSE
Asus PRIME H310M-C/CSM,,1151,Micro ATX,32,2,Green / Black,Asus,H310,4,1,6,3,FALSE,FALSE
Gigabyte Q370M D3H GSM PLUS,,1151,Micro ATX,64,4,Black,Gigabyte,,,,,,,FALSE
Supermicro X11SCM-LN8F,,1151,Micro ATX,128,4,Green / Silver,Supermicro,,,,,,,FALSE
Asus ROG MAXIMUS XI APEX,,1151,ATX,64,2,Black / Silver,Asus,,,,,,,FALSE
ASRock A520M-HDVP,,AM4,Micro ATX,64,2,Black / Silver,ASRock,A520,4,2,6,3,FALSE,FALSE
Asus EX-B560M-V5,,1200,Micro ATX,64,2,Red / Black,Asus,B560,6,1,4,4,FALSE,FALSE
Gigabyte B660 GAMING X,,1700,ATX,128,4,Black,Gigabyte,B660,4,2,4,4,FALSE,FALSE
MSI Z790-S01,,1700,ATX,128,4,Black / Silver,MSI,Z790,6,4,16,5,TRUE,FALSE
MSI PRO-B660M-VC-WIFI-DDR4,,1700,Micro ATX,128,4,Black,MSI,B660,4,2,4,4,FALSE,TRUE
Asus Pro B760M-C-CSM,,1700,Micro ATX,128,4,Green / Black,Asus,B760,4,2,4,4,FALSE,FALSE
Biostar H410MH S2,,1200,Micro ATX,64,2,Black,Biostar,H410,4,1,6,3,FALSE,FALSE
ASRock Z690-C/ac,,1700,ATX,128,4,Black / Silver,ASRock,Z690,6,4,16,5,TRUE,FALSE
Asus PRIME A620M-K,,AM5,Micro ATX,96,2,Black / Silver,Asus,A620,4,2,8,4,FALSE,FALSE
Asus PRIME H510M-A R2.0-CSM,,1200,Micro ATX,64,2,Silver / Black,Asus,H510,4,1,6,3,FALSE,FALSE
Colorful CVN Z790M FROZEN D5 V20,,1700,Micro ATX,128,4,Silver / Black,Colorful,Z790,6,4,16,5,TRUE,FALSE
Asus PRIME H610M-E-CSM,,1700,Micro ATX,96,2,Silver / Black,Asus,H610,4,1,6,4,FALSE,FALSE
EVGA Z490 DARK K|NGP|N,485.99,1200,EATX,64,2,Black / Yellow,EVGA,Z490,6,3,8,3,TRUE,FALSE
Gigabyte H510M H V2,,1200,Micro ATX,64,2,Gray / Brown,Gigabyte,H510,4,1,6,3,FALSE,FALSE
Biostar B760M-SILVER,,1700,Micro ATX,128,4,Silver / Black,Biostar,B760,4,2,4,4,FALSE,FALSE
