name,price,socket,form_factor,max_memory,memory_slots,color,manufacturer,chipset
ECS Z87H3-A2X GOLDEN,,LGA1150,ATX,32,4,Black / Gold,ECS,Z87
Supermicro C7Z87-OCE,,LGA1150,ATX,32,4,Black / Blue,Supermicro,Z87
Asus Z87I-Pro Mini-ITX,,LGA1150,Mini ITX,16,2,Black / Gold,Asus,Z87
MSI FM2-A75MA-P33,,FM2,Micro ATX,16,2,Black / Blue,MSI,A75
ASRock C226WS,,LGA1150,ATX,32,4,Brown / Black,ASRock,
ASRock E3C224,,LGA1150,ATX,32,4,Green / Blue,ASRock,
MSI Z87-G55,,LGA1150,ATX,32,4,Black / Blue,MSI,Z87
MSI Z87 MPOWER SP,,LGA1150,ATX,32,4,Black / Yellow,MSI,Z87
EVGA Z87 Stinger,,LGA1150,Mini ITX,16,2,Black / Red,EVGA,Z87
ASRock FM2A88X Extreme6+,,FM2+,ATX,64,4,Brown / Black,ASRock,A88
ASRock B85M Pro4/ASM,,LGA1150,Micro ATX,32,4,,ASRock,B85
MSI 760GM-P34 (FX) BOM,,AM3+,Micro ATX,16,2,,MSI,
MSI H81M-E33 V2,,LGA1150,Micro ATX,16,2,Black / Blue,MSI,H81
MSI A88XM-E35,,FM2+,Micro ATX,32,2,Black / Blue,MSI,A88
Biostar A58MD Ver. 6.x,,FM2+,Micro ATX,32,2,Black / Red,Biostar,
MSI H87M-E35,,LGA1150,Micro ATX,16,2,Black / Blue,MSI,H87
MSI A55M-E33,,FM2+,Micro ATX,32,2,Black / Blue,MSI,A55
ECS B75H2-M4(V1.0),,LGA1155,Micro ATX,16,2,Black / White,ECS,B75
ECS H87H3-TI (V1.0),,LGA1150,Thin Mini ITX,16,2,Black,ECS,H87
Gigabyte GA-Z87X-HD3,,LGA1150,ATX,32,4,Black / Gray,Gigabyte,Z87
Gigabyte GA-970A-DS3P BOM,,AM3+,ATX,32,4,Black / Gray,Gigabyte,970
Asus Z87-A (NFC Express Edition),,LGA1150,ATX,32,4,Black / Gold,Asus,Z87
MSI CSM-B85M-E45,,LGA1150,Micro ATX,32,4,Black / Blue,MSI,B85
Asus H81T/CSM,,LGA1150,Thin Mini ITX,16,2,Black / Gold,Asus,H81
ASRock Fatal1ty Z87 Professional,,LGA1150,ATX,32,4,Black / Red,ASRock,Z87
MSI H81M-E35,,LGA1150,Micro ATX,16,2,Black / Blue,MSI,H81
Foxconn H81MXV,,LGA1150,Micro ATX,16,2,Black / Blue,Foxconn,H81
ASRock FM2A55M-VG3+,,FM2+,Micro ATX,32,2,Brown / Black,ASRock,A55
Biostar Hi-Fi H81S2,,LGA1150,ATX,16,2,Black / Silver,Biostar,H81
MSI A88XI AC,,FM2+,Mini ITX,32,2,Black / Silver,MSI,A88
Asus F2A85-M2,,FM2,Micro ATX,64,4,Black / Blue,Asus,
MSI Z97 MPOWER,,LGA1150,ATX,32,4,Black / Yellow,MSI,Z97
Asus Z97-DELUXE(NFC&WLC),,LGA1150,ATX,32,4,Black / Gold,Asus,Z97
Gigabyte GA-AM1M-S2P,,AM1,Micro ATX,32,2,Black,Gigabyte,AM1
ECS H81H3-A3,,LGA1150,ATX,16,2,Black / Gray,ECS,H81
ECS B85H3-M7,,LGA1150,Micro ATX,16,2,Black / Gray,ECS,B85
MSI Z97 XPOWER AC,,LGA1150,EATX,32,4,Black / Yellow,MSI,Z97
MSI Z97I AC,,LGA1150,Mini ITX,16,2,Black / Silver,MSI,Z97
ASRock AM1B-MDH,,AM1,Micro ATX,16,2,Black / Silver,ASRock,AM1
ASRock H97M,,LGA1150,Micro ATX,16,2,Black / Blue,ASRock,H97
MSI A58M-E35,,FM2+,Micro ATX,32,2,Black / Blue,MSI,
EVGA X99 FTW,,LGA2011-3,EATX,128,8,Black / Red,EVGA,X99
MSI B85M Eco,,LGA1150,Micro ATX,32,4,Black / Green,MSI,B85
ECS A58F2P-M4(1.0),,FM2+,Micro ATX,32,2,Black / Gray,ECS,
Gigabyte GA-Z87X-SLI,,LGA1150,ATX,32,4,Black / Gold,Gigabyte,Z87
Asus SABERTOOTH Z97 MARK1,,LGA1150,ATX,32,4,Brown / Black,Asus,Z97
ASRock FM2A88M-HD+_R2.0,,FM2+,Micro ATX,32,2,Black / Silver,ASRock,A88
Gigabyte GA-X99-Gaming 7 WIFI,,LGA2011-3,EATX,64,8,Black / Red,Gigabyte,X99
Supermicro C7X99-OCE-F,,LGA2011-3,ATX,128,8,Black / Blue,Supermicro,X99
Gigabyte GA-X99-Gaming 5P,,LGA2011-3,EATX,128,8,Black / Red,Gigabyte,X99
ASRock Z97X Killer/3.1,,LGA1150,ATX,32,4,Black / Red,ASRock,Z97
ASRock Z97 Extreme4/3.1,,LGA1150,ATX,32,4,Black / Blue,ASRock,Z97
MSI A78M-E35 V2,,FM2+,Micro ATX,32,2,Black,MSI,A78
ASRock X99 Extreme6/3.1,,LGA2011-3,ATX,128,8,Black / Blue,ASRock,X99
ASRock Fatal1ty X99X Killer/3.1,,LGA2011-3,ATX,128,8,Black / Red,ASRock,X99
ASRock Fatal1ty X99 Professional/3.1,,LGA2011-3,EATX,128,8,Black / Red,ASRock,X99
Gigabyte GA-B85M-HD3-A,,LGA1150,Micro ATX,16,2,Black,Gigabyte,B85
Gigabyte GA-B150M-D3H-GSM,,LGA1151,Micro ATX,64,4,Black / Silver,Gigabyte,B150
ASRock B150M Pro4/D3,,LGA1151,Micro ATX,64,4,Black / Orange,ASRock,B150
ASRock B150M Pro4S/D3,,LGA1151,Micro ATX,64,4,Black / Orange,ASRock,B150
Asus B150M-C D3,,LGA1151,Micro ATX,64,4,Black / Gold,Asus,B150
Gigabyte GA-H170-HD3 DDR3,,LGA1151,ATX,64,4,Black / Gold,Gigabyte,H170
ASRock Z170 Extreme3,,LGA1151,ATX,64,4,Black / Orange,ASRock,Z170
Gigabyte MW31-SP0,,LGA1151,ATX,64,4,Black / Blue,Gigabyte,
Gigabyte MW21-SE0,,LGA1151,Micro ATX,64,4,Black / Blue,Gigabyte,
Asus B150-PRO D3,,LGA1151,ATX,64,4,Black / Gold,Asus,B150
EVGA 141-BL-E757-TR,,LGA1366,ATX,24,6,Black / Red,EVGA,
Asus H110M-D D3,,LGA1151,Micro ATX,32,2,Black / Silver,Asus,H110
ASRock A68M-ITX,,FM2+,Mini ITX,32,2,Black / Orange,ASRock,
Asus A88X-PLUS/USB 3.1,,FM2+,ATX,64,4,Black / Gold,Asus,A88
Asus H170-PRO/USB 3.1,,LGA1151,ATX,64,4,Black / Gold,Asus,H170
MSI E3 KRAIT GAMING V5,,LGA1151,ATX,64,4,Black / White,MSI,
Biostar RACING Z170GTN,,LGA1151,Mini ITX,32,2,Black,Biostar,Z170
Gigabyte GA-X170-WS ECC (rev. 1.0),,LGA1151,ATX,64,4,Blue,Gigabyte,
Biostar B250GT5,,LGA1151,ATX,64,4,Black / White,Biostar,B250
Gigabyte GA-Z270X-UD5,,LGA1151,ATX,64,4,Black / Silver,Gigabyte,Z270
ASRock B150M-DVS R2.0,,LGA1151,Micro ATX,32,2,Black / Orange,ASRock,B150
ASRock Z170 Pro4/D3,,LGA1151,ATX,64,4,Black / Orange,ASRock,Z170
Asus PRIME B250M-J,,LGA1151,Micro ATX,32,2,Black / Silver,Asus,B250
Gigabyte GA-Z270X-Gaming SOC,,LGA1151,ATX,64,4,Black / Orange,Gigabyte,Z270
MSI A68HM GAMING,,FM2+,Micro ATX,32,2,Black / Red,MSI,
MSI Z270 MPOWER GAMING TITANIUM,,LGA1151,ATX,64,4,Silver,MSI,Z270
Gigabyte GA-B250M-EVO (rev. 1.0),,LGA1151,Micro ATX,32,2,Black,Gigabyte,B250
ASRock X299 Taichi XE,,LGA2066,ATX,128,8,Black / Silver,ASRock,X299
Supermicro C7Z270-CG-L,,LGA1151,ATX,64,4,Black / Red,Supermicro,Z270
ASRock Fatal1ty X299 Professional Gaming i9 XE,,LGA2066,ATX,128,8,Black / Gray,ASRock,X299
Gigabyte B360 HD3P,,LGA1151,ATX,64,4,Silver / Black,Gigabyte,B360
Gigabyte B360M D3V,,LGA1151,Micro ATX,32,2,Silver / Black,Gigabyte,B360
Gigabyte B360M D3P,,LGA1151,Micro ATX,64,4,Silver / Black,Gigabyte,B360
Gigabyte H310M HD2,,LGA1151,Micro ATX,32,2,Silver / Black,Gigabyte,H310
Biostar B360GT5S,,LGA1151,ATX,64,4,Black,Biostar,B360
Biostar B360GT3S,,LGA1151,Micro ATX,64,4,Black,Biostar,B360
Biostar B360MHD PRO,,LGA1151,Micro ATX,32,2,Black,Biostar,B360
Supermicro C9Z390-CG,,LGA1151,ATX,128,4,Black,Supermicro,Z390
MSI 785GM-P45,,AM3,Micro ATX,16,4,Black / Blue,MSI,P45
Gigabyte X299-WU8,,LGA2066,SSI CEB,128,8,Black / Silver,Gigabyte,X299
Gigabyte H370M D3H GSM,,LGA1151,Micro ATX,64,4,Black / Silver,Gigabyte,H370
Biostar X470GTQ,,AM4,Micro ATX,64,4,Black / Silver,Biostar,X470
ASRock H410M-HDVP2,,LGA1200,Micro ATX,64,2,Black / Silver,ASRock,H410
Biostar Racing Z490T-Silver,,LGA1200,Mini ITX,64,2,Black / Silver,Biostar,Z490
MSI H410M PRO-C,,LGA1200,Micro ATX,64,2,Black / Silver,MSI,H410
ASRock B560M-HDV-A,,LGA1200,Micro ATX,64,2,Silver / Black,ASRock,B560
Gigabyte H410M DS2V V2,,LGA1200,Micro ATX,64,2,Black / Silver,Gigabyte,H410
Asus PRIME H510M-A WIFI/CSM,,LGA1200,Micro ATX,64,2,Black / Silver,Asus,H510
ASRock H610M-HDVP/D5,,LGA1700,Micro ATX,64,2,Black / Silver,ASRock,H610
Biostar Z690A-SILVER,,LGA1700,ATX,128,4,Silver / Black,Biostar,Z690
Gigabyte H610M HD3P (rev. 1.0),,LGA1700,Micro ATX,64,2,Brown / Black,Gigabyte,H610
Gigabyte B760M AORUS PRO,,LGA1700,Micro ATX,128,4,Black / Silver,Gigabyte,B760
Biostar B560MHP,,LGA1200,Micro ATX,64,2,Black,Biostar,B560
Biostar A620MP-E PRO,,AM5,Micro ATX,128,4,Black / Silver,Biostar,A620
Biostar H610MH D5,,LGA1700,Micro ATX,64,2,Black / Silver,Biostar,H610
Biostar B760MXC PRO,,LGA1700,Micro ATX,128,4,Black / Silver,Biostar,B760
Gigabyte H510M S2 V2,,LGA1200,Micro ATX,64,2,Brown / Gray,Gigabyte,H510
Asus EX-B760M-V5-CSM,,LGA1700,Micro ATX,96,2,Red / Black,Asus,B760
Asus PRIME A620M-E,,AM5,Micro ATX,96,2,Black / Silver,Asus,A620
Asus Pro A620M-C-CSM,,AM5,Micro ATX,96,2,Green / Black,Asus,A620
Asus PRIME H510M-E R2.0-CSM,,LGA1200,Micro ATX,64,2,Silver / Black,Asus,H510
Asus PRIME H510M-A R2.0,,LGA1200,Micro ATX,64,2,Silver / Black,Asus,H510
Gigabyte H410M K,,LGA1200,Micro ATX,64,2,Brown / Gray,Gigabyte,H410
Gigabyte B760M E,,LGA1700,Micro ATX,96,2,Black / Gray,Gigabyte,B760
Asus PRIME B760M-A D4-CSM,,LGA1700,Micro ATX,128,4,Silver / Black,Asus,B760
Supermicro MBD-X11SSL-O,,LGA1151,Micro ATX,64,4,Black / Green,Supermicro,
Biostar B560MH-E 2.0,,LGA1200,Micro ATX,64,2,Brown / Black,Biostar,B560
Gigabyte GA-H55-USB3,,LGA1156,ATX,16,4,Blue / White,Gigabyte,H55
EVGA 132-LF-E655-KR,,LGA1156,ATX,16,4,Black,EVGA,
EVGA 141-LF-E658-KR,,LGA1156,EATX,16,4,Black / Red,EVGA,
Asus P7P55D Deluxe,,LGA1156,ATX,16,4,Black / Blue,Asus,P55
Asus P7P55D-E Deluxe,,LGA1156,ATX,16,4,,Asus,P55
Intel DP55SB,,LGA1156,Micro ATX,16,4,Black / Blue,Intel,P55
Zotac GF6100-E-E,,AM3/AM2+/AM2,Mini ITX,4,2,Blue / Red,Zotac,
Asus M4N98TD EVO,,AM3,ATX,16,4,Black / Blue,Asus,
Foxconn A74ML-K,,AM3,Micro ATX,8,2,Blue / White,Foxconn,
Gigabyte GA-MA74GM-S2,,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White,Gigabyte,
Gigabyte GA-MA78LM-S2H,,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White,Gigabyte,A78
Gigabyte GA-770TA-UD3,,AM3,ATX,16,4,Blue / White,Gigabyte,770
MSI 770T-C45,,AM3/AM2+/AM2,ATX,8,4,,MSI,770
Asus M4A785T-M/CSM,,AM3,Micro ATX,16,4,Black / Blue,Asus,A78
Gigabyte GA-MA790GPT-UD3H,,AM3,ATX,16,4,Blue / White,Gigabyte,
Gigabyte GA-790XTA-UD4,,AM3,ATX,16,4,Blue / White,Gigabyte,
Gigabyte GA-890XA-UD3,,AM3,ATX,16,4,Blue / White,Gigabyte,890
Gigabyte GA-880GMA-UD2H,,AM3,Micro ATX,16,4,Blue / White,Gigabyte,
Gigabyte GA-EP45T-USB3P,,LGA775,ATX,8,4,Blue / White,Gigabyte,P45
EVGA 132-BL-E758-TR,,LGA1366,ATX,24,6,Black / Gray,EVGA,
Zotac G31MAT-B-E,,LGA775,Micro ATX,4,2,Black / Red,Zotac,
Gigabyte GA-M68M-S2P,,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White,Gigabyte,
EVGA 131-GT-E767-TR,,LGA1366,ATX,24,6,Black / Gray,EVGA,
ASRock P43DE,,LGA775,ATX,16,4,Multicolor,ASRock,P43
ASRock 880GM-LE,,AM3,Micro ATX,8,2,Black / Blue,ASRock,
ASRock 880GXH/USB3,,AM3,ATX,16,4,Black / Blue,ASRock,
Zotac G43ITX-A-E,,LGA775,Mini ITX,8,2,Black / Red,Zotac,G43
Zotac NF610I-L-E,,LGA775,Micro ATX,4,2,Black / Red,Zotac,
ASRock K10N78M-PRO,,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor,ASRock,
ASRock A780LM-S,,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor,ASRock,A78
ASRock G41M-LE,,LGA775,Micro ATX,8,2,Blue / White,ASRock,G41
Zotac GF9300-G-E,,LGA775,Mini ITX,8,2,,Zotac,
ASRock 890FX Deluxe3,,AM3,ATX,16,4,Black / Blue,ASRock,890
MSI NF750-G55,,AM3,ATX,16,4,Black / Blue,MSI,
EVGA 141-GT-E770-A1,,LGA1366,EATX,24,6,Black / Red,EVGA,770
MSI X58A-GD45,,LGA1366,ATX,24,6,Black / Blue,MSI,X58
Biostar TA890FXE,,AM3,ATX,16,4,Black / Red,Biostar,890
Foxconn Q57M,,LGA1156,Micro ATX,16,4,,Foxconn,
Asus P5G41T-M LE,,LGA775,Micro ATX,8,2,Black / Blue,Asus,G41
Gigabyte GA-880GM-D2H,,AM3,Micro ATX,8,2,Blue / White,Gigabyte,
MSI 880GM-E43,,AM3,Micro ATX,16,4,Black / Blue,MSI,
Zotac GF6100-F-E,,AM3,Micro ATX,4,2,Multicolor,Zotac,
Foxconn A9DA-S,,AM3,ATX,16,4,Black / Yellow,Foxconn,
Biostar G41 HD,,LGA775,Micro ATX,4,2,,Biostar,G41
Biostar TPOWER i55,,LGA1156,ATX,16,4,Multicolor,Biostar,
Biostar TA790GXB3,,AM3,ATX,16,4,Multicolor,Biostar,
Gigabyte GA-890FXA-UD7,,AM3,XL ATX,16,4,Blue / White,Gigabyte,890
Asus M4A77T/USB3,,AM3,ATX,16,4,,Asus,
MSI 785GM-E51,,AM3,Micro ATX,16,4,Black / Blue,MSI,
Foxconn A88GMX,,AM3,Micro ATX,16,4,Black / Yellow,Foxconn,A88
ECS H57H-MUS(1.0A),,LGA1156,Micro ATX,16,4,,ECS,H57
Biostar A780L3L,,AM3,Micro ATX,8,2,Black / Red,Biostar,A78
Asus M4A88T-V EVO/USB3,,AM3,ATX,16,4,Black / Blue,Asus,A88
ASRock G43Twins-FullHD,,LGA775,Micro ATX,8,4,,ASRock,G43
ASRock X58 Extreme 3,,LGA1366,ATX,24,6,,ASRock,X58
Zotac NF610I-E-E,,LGA775,Micro ATX,4,2,,Zotac,
Asus P7P55 WS SuperComputer,,LGA1156,ATX,16,4,Black / Blue,Asus,P55
Asus P7F7-E WS SuperComputer,,LGA1156,ATX,16,6,Black / Blue,Asus,
Asus P7H55-M LE,,LGA1156,Micro ATX,8,2,Black / Blue,Asus,H55
Foxconn P55A-S,,LGA1156,ATX,16,4,,Foxconn,P55
Biostar T5 XE,,LGA1156,ATX,16,4,Multicolor,Biostar,
ECS P55H-CM (V1.0),,LGA1156,Micro ATX,16,4,,ECS,P55
Jetway JXBLUE-H55-MINI-LF,,LGA1156,Micro ATX,8,2,,Jetway,H55
Foxconn A9DA,,AM3,ATX,16,4,,Foxconn,
ASRock 760GM-GS3,,AM3,Micro ATX,8,2,Black / Blue,ASRock,
Gigabyte GA-H67A-UD3H,,LGA1155,ATX,16,4,Blue / White,Gigabyte,H67
Gigabyte GA-H67MA-D2H,,LGA1155,Micro ATX,16,2,Blue / White,Gigabyte,H67
Gigabyte GA-H67MA-UD2H,,LGA1155,Micro ATX,16,4,Blue / White,Gigabyte,H67
MSI P67A-GD55,,LGA1155,ATX,32,4,Black / Blue,MSI,P67
MSI P67A-GD53,,LGA1155,ATX,32,4,Black / Blue,MSI,P67
Intel DP67BA,,LGA1155,ATX,32,4,Black / Blue,Intel,P67
Intel DP67DE,,LGA1155,Micro ATX,32,4,,Intel,P67
Biostar TP67XE,,LGA1155,ATX,16,4,,Biostar,P67
Biostar TH67+,,LGA1155,Micro ATX,16,4,Black / Red,Biostar,H67
Biostar TH67XE,,LGA1155,Micro ATX,16,4,,Biostar,H67
MSI GF615M-P31,,AM3,Micro ATX,8,2,Red / Black,MSI,
ECS H67H2-M2,,LGA1155,Micro ATX,16,4,Black / White,ECS,H67
ECS H67H2-M4,,LGA1155,Micro ATX,16,4,,ECS,H67
ASRock H67M-GE/HT,,LGA1155,Micro ATX,32,4,Black / White,ASRock,H67
ASRock H67M-GE,,LGA1155,Micro ATX,32,4,,ASRock,H67
ASRock H67M,,LGA1155,Micro ATX,16,2,,ASRock,H67
Jetway HI08,,LGA1155,ATX,16,4,,Jetway,
MSI 760GM-P35,,AM3,Micro ATX,16,4,Red / Black,MSI,
MSI 880G-E45,,AM3,ATX,16,4,,MSI,
MSI 870A Fuzion Power Edition,,AM3,ATX,16,4,Black / Blue,MSI,870
ASRock A770DE+,,AM3/AM2+/AM2,ATX,16,4,,ASRock,770
Biostar A780L3G,,AM3,Micro ATX,8,2,Black / Red,Biostar,A78
MSI 880GM-P51,,AM3,Micro ATX,16,4,Black / Blue,MSI,
Biostar G41DVI,,LGA775,Micro ATX,8,2,Multicolor,Biostar,G41
Biostar TA870U3+,,AM3,ATX,16,4,Black / Red,Biostar,870
Biostar P43-A7,,LGA775,ATX,8,4,,Biostar,P43
Gigabyte G1.Sniper,,LGA1366,ATX,24,6,,Gigabyte,
MSI 880GM-E35,,AM3,Micro ATX,16,2,Black / Blue,MSI,
Biostar G41HDRCH,,LGA775,Micro ATX,8,2,,Biostar,G41
MSI H61MU-E35 (B3),,LGA1155,Micro ATX,16,2,,MSI,H61
Asus Maximus IV Extreme (REV 3.0),,LGA1155,EATX,32,4,,Asus,
MSI H67MA-E35 (B3),,LGA1155,Micro ATX,16,2,Black / Blue,MSI,H67
ECS H55H-CM,,LGA1156,Micro ATX,16,4,,ECS,H55
MSI P67A-C43 (B3),,LGA1155,ATX,32,4,Black / Blue,MSI,P67
Asus P8P67 (REV 3.0),,LGA1155,ATX,32,4,,Asus,P67
Asus P8P67 Deluxe (REV 3.0),,LGA1155,ATX,32,4,,Asus,P67
ASRock H67M-ITX/HT,,LGA1155,Mini ITX,16,2,Black / Blue,ASRock,H67
Asus P8H67-M LX (REV 3.0),,LGA1155,Micro ATX,16,2,,Asus,H67
Asus P8P67-M PRO (REV 3.0),,LGA1155,Micro ATX,32,4,,Asus,P67
Asus P8P67-M (REV 3.0),,LGA1155,Micro ATX,32,4,,Asus,P67
Asus P6X58-E WS,,LGA1366,ATX,24,6,,Asus,X58
Gigabyte GA-H67N-USB3-B3,,LGA1155,Mini ITX,16,2,Blue,Gigabyte,H67
ASRock Fatal1ty P67 Professional (B3),,LGA1155,ATX,32,4,,ASRock,P67
ECS H61H2-M3(1.0),,LGA1155,Micro ATX,16,2,,ECS,H61
Gigabyte GA-P67A-UD5-B3,,LGA1155,ATX,32,4,Black,Gigabyte,P67
Asus P8P67 WS Revolution (REV 3.0),,LGA1155,ATX,32,4,Black / Blue,Asus,P67
Biostar TH67B,,LGA1155,Micro ATX,16,4,,Biostar,H67
Asus P8P67 PRO (REV 3.0),,LGA1155,ATX,32,4,,Asus,P67
Gigabyte GA-G41MT-USB3,,LGA775,Micro ATX,8,2,Blue / White,Gigabyte,G41
ASRock 890FX Deluxe5,,AM3+,ATX,32,4,Black / Blue,ASRock,890
Gigabyte GA-P67X-UD3-B3,,LGA1155,ATX,32,4,Blue / White,Gigabyte,P67
Asus P8P67 EVO (REV 3.0),,LGA1155,ATX,32,4,,Asus,P67
Biostar H61MU3,,LGA1155,Micro ATX,8,2,Black / Red,Biostar,H61
ASRock P67 Pro3 SE,,LGA1155,ATX,32,4,Black / Blue,ASRock,P67
MSI P67S-C43 (B3),,LGA1155,ATX,32,4,Black / Blue,MSI,P67
Gigabyte GA-Z68X-UD7-B3,,LGA1155,ATX,32,4,Black,Gigabyte,Z68
MSI Z68A-GD80 (B3),,LGA1155,ATX,32,4,,MSI,Z68
Intel DP67BAB3,,LGA1155,ATX,32,4,Black / Blue,Intel,P67
Jetway JNAF91R-G41,,LGA775,ATX,4,2,,Jetway,G41
MSI 990FXA-GD80,,AM3+,ATX,32,4,Black / Blue,MSI,990FX
Biostar A770 A2+,,AM2+/AM2,ATX,16,4,,Biostar,770
Asus M5A97 EVO,,AM3+,ATX,32,4,Black / Blue,Asus,
ASRock H61DE/S3,,LGA1155,ATX,16,4,Black / Blue,ASRock,H61
Gigabyte GA-Z68XP-UD5,,LGA1155,ATX,32,4,Black / Silver,Gigabyte,Z68
Gigabyte GA-A75M-UD2H,,FM1,Micro ATX,32,4,Blue / White,Gigabyte,A75
Asus F1A75-M,,FM1,Micro ATX,64,4,Black / Blue,Asus,A75
Gigabyte GA-A75M-S2V,,FM1,Micro ATX,16,2,Blue / White,Gigabyte,A75
MSI A75MA-G55,,FM1,Micro ATX,32,4,Black / Blue,MSI,A75
Jetway JTI41M,,LGA775,Micro ATX,8,2,,Jetway,
EVGA 160-SB-E679-KR,,LGA1155,EATX,16,4,Black / Red,EVGA,
ASRock A75 Pro4,,FM1,ATX,32,4,Black / Blue,ASRock,A75
ASRock Z68 Professional Gen3,,LGA1155,ATX,32,4,,ASRock,Z68
ECS A75F-A,,FM1,ATX,32,4,,ECS,A75
Asus F1A75-M LE,,FM1,Micro ATX,32,2,Black / Blue,Asus,A75
Biostar TH61ITX+RCH,,LGA1155,Mini ITX,8,2,,Biostar,H61
MSI H67A-G43 (B3),,LGA1155,ATX,32,4,Black / Blue,MSI,H67
EVGA 130-SB-E685-KR,,LGA1155,ATX,16,4,Black / Silver,EVGA,
ASRock Z68M/USB3,,LGA1155,Micro ATX,16,2,,ASRock,Z68
ASRock A785GM-LE,,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor,ASRock,A78
ASRock 880GMH/U3S3,,AM3+,Micro ATX,32,4,Black / Blue,ASRock,
MSI A75A-G55,,FM1,ATX,32,4,Black / Blue,MSI,A75
EVGA 160-SB-E689-KR,,LGA1155,EATX,16,4,Black / Red,EVGA,
MSI Z68A-G45 (B3),,LGA1155,ATX,32,4,Black / Blue,MSI,Z68
MSI A55M-P35,,FM1,Micro ATX,16,2,Black / Blue,MSI,A55
ASRock A55 Pro3,,FM1,ATX,32,4,Black / Blue,ASRock,A55
Jetway JTI61AG3,,LGA1155,ATX,8,2,,Jetway,
Zotac H61MAT-A-E,,LGA1155,Micro ATX,16,2,Multicolor,Zotac,H61
ECS A990FXM-A V1.0,,AM3+,ATX,128,4,,ECS,990FX
Gigabyte GA-X79-UD7,,LGA2011,XL ATX,32,4,Black / Orange,Gigabyte,X79
EVGA 132-SE-E775-KR,,LGA2011,ATX,32,4,Black / Silver,EVGA,
Gigabyte GA-880GM-USB3L,,AM3+,Micro ATX,8,2,,Gigabyte,
Foxconn Z68A-S,,LGA1155,ATX,32,4,Black / Yellow,Foxconn,Z68
Biostar TZ68K+,,LGA1155,ATX,32,4,Black / Red,Biostar,Z68
Gigabyte GA-Z68AP-D3(R2.0),,LGA1155,ATX,32,4,,Gigabyte,Z68
Intel DP45SG,,LGA775,ATX,8,4,Black / Blue,Intel,P45
Jetway JNF9F-H61,,LGA1155,Mini ITX,16,2,,Jetway,H61
ECS H55H-M(1.0),,LGA1156,Micro ATX,8,2,,ECS,H55
ASRock Z77 Professional,,LGA1155,ATX,32,4,Black / Red,ASRock,Z77
Biostar TZ75B,,LGA1155,ATX,32,4,Black / Red,Biostar,
Asus M4A88T-V EVO,,AM3,ATX,16,4,Black / Blue,Asus,A88
ASRock Z77 Professional-M,,LGA1155,Micro ATX,32,4,Black / Red,ASRock,Z77
ASRock Z77 Performance,,LGA1155,ATX,32,4,Black / Red,ASRock,Z77
ASRock H77M-ITX,,LGA1155,Mini ITX,16,2,Brown / Black,ASRock,H77
Biostar H77MU3,,LGA1155,Micro ATX,32,4,Black / Red,Biostar,H77
Biostar H61MU3B,,LGA1155,Micro ATX,16,2,Black / Red,Biostar,H61
ASRock A75 Pro4/MVP,,FM1,ATX,32,4,Brown / Black,ASRock,A75
ASRock X79 Champion,,LGA2011,EATX,64,8,Black / Red,ASRock,X79
Intel DZ77SL50K,,LGA1155,ATX,32,4,Black / Blue,Intel,Z77
Gigabyte GA-Z77M-D3H-MVP,,LGA1155,Micro ATX,32,4,Blue / White,Gigabyte,Z77
ECS A960M-M2,,AM3+,Micro ATX,16,2,Black / Gray,ECS,
EVGA 132-SE-E775-K2,,LGA2011,ATX,32,4,Black / Gray,EVGA,
Biostar BIB75-AHB,,LGA1155,ATX,32,4,,Biostar,B75
Asus Maximus V Formula/ThunderFX,,LGA1155,EATX,32,4,Black / Red,Asus,
ASRock Z77M,,LGA1155,Micro ATX,16,2,Brown / Black,ASRock,Z77
Zotac H67ITX-D-E,,LGA1155,Mini ITX,16,2,Black / Silver,Zotac,H67
Jetway JTA98MG,,AM3+,Micro ATX,8,2,Black / Red,Jetway,
Biostar Hi-Fi Z77X 5.x,,LGA1155,ATX,32,4,Black / Blue,Biostar,Z77
Asus F1A75-M PRO R2.0,,FM1,Micro ATX,64,4,Black / Blue,Asus,A75
Foxconn A55MX,,FM1,Micro ATX,32,2,,Foxconn,A55
Gigabyte GA-F2A85X-UP4,,FM2,ATX,64,4,Black / Gray,Gigabyte,
Biostar Hi-Fi A85W,,FM2,ATX,64,4,Black / Blue,Biostar,
Asus F2A55-M LE,,FM2,Micro ATX,32,2,Black / Blue,Asus,A55
ECS A55F-M4(1.0),,FM1,Micro ATX,16,2,,ECS,A55
ECS A55F2-M3(1.0),,FM2,Micro ATX,32,2,,ECS,A55F2
ASRock FM2A85X Extreme6,,FM2,ATX,64,4,Black / Gold,ASRock,
ASRock FM2A75M-ITX,,FM2,Mini ITX,32,2,Black,ASRock,A75
ASRock FM2A85X Extreme4,,FM2,ATX,64,4,Brown / Black,ASRock,
Gigabyte GA-Z77X-UD4H,,LGA1155,ATX,32,4,Black / Gray,Gigabyte,Z77
Gigabyte GA-F2A85XM-HD3,,FM2,Micro ATX,64,2,Blue / White,Gigabyte,
ASRock Z77 Fatal1ty Professional,,LGA1155,ATX,32,4,Black / Red,ASRock,Z77
