,name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,passmark,category,passmarkPred,cinebench,cinePred,blender,blenderPred
330,Intel Xeon E3-1245 V5,,4,3.5,3.9,80,Intel HD Graphics P530,True,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",0.15182765627389716,Unknown,True,0.08515936254980079,True,0.11736684041561668,True
331,Intel Xeon E5-2630 V3,,8,2.4,3.2,85,,True,Haswell-EP,Socket 2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",0.22829863007712642,Unknown,True,0.16384462151394422,True,0.19158410714902138,True
332,Intel Pentium G4600,104.94,2,3.6,3.6,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,3.0,DDR4,,"Jan 3rd, 2017",0.06945749306299023,Desktop,False,0.02539840637450199,True,0.05177948841865442,True
333,Intel Core i9-9900T,439.0,8,2.1,4.4,35,Intel UHD Graphics 630,True,Coffee Lake-R,Socket 1151,14,16.0,DDR4,,"Apr 23rd, 2019",0.2954182962267037,Desktop,False,0.22626162018592297,True,0.22092581725292554,True
334,Intel Core i7-940,78.67,4,2.93,2.93,130,,True,Bloomfield,Socket 1366,45,8.0,DDR3,,"Nov 17th, 2008",0.05768096309729292,Desktop,False,0.0297144754316069,True,0.07421726673340467,True
335,Intel Core i5-6500T,221.52,4,2.5,3.1,35,Intel HD Graphics 530,False,Skylake,Socket 1151,14,6.0,"DDR3, DDR4","H110, B150, H170, B250, H270, Z270","Jul 2nd, 2015",0.09655006663899146,Desktop,False,0.04448871181938911,False,0.09410059028616799,False
336,Intel Xeon E5-1660 V2,504.07,6,3.7,4.0,130,,True,Ivy Bridge-E,Socket 2011,22,15.0,DDR3,"C602, X79","Sep 10th, 2013",0.222486836068081,Unknown,True,0.16367861885790172,True,0.17950222651800202,True
337,AMD FX-4100,,4,3.6,3.6,95,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Oct 12th, 2011",0.08116847647971334,Unknown,True,0.037018592297476755,True,0.07766923262798164,True
338,Intel Core i5-3470S,69.0,4,2.9,2.9,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22,6.0,DDR3,,"Jun 1st, 2012",0.08580043260722323,Desktop,False,0.03668658698539176,True,0.0598743484414374,False
339,Intel Pentium G3220,64.8,2,3.0,3.0,54,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Sep 1st, 2013",0.031090913063427206,Desktop,False,0.0013280212483399723,True,0.027615727156615692,True
340,Intel Core i3-10320,159.18,4,3.8,4.6,65,Intel UHD Graphics 630,True,Comet Lake,Socket 1200,14,8.0,DDR4,,"Apr 30th, 2020",0.21169350433699663,Desktop,False,0.14674634794156705,False,0.146242535123753,False
341,Intel Xeon E-2136,399.99,6,3.3,4.5,80,,True,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","Jul 12th, 2018",0.28250562607878693,Server,False,0.20584329349269587,True,0.20539197072732923,True
342,Intel Xeon E5-1650 V2,242.6,6,3.5,3.9,130,,True,Ivy Bridge-E,Socket 2011,22,12.0,DDR3,"C602, X79","Sep 10th, 2013",0.21379099390417092,Unknown,True,0.1557104913678619,True,0.17605026062342505,True
343,Intel Core i5-7500T,199.95,4,2.7,3.3,35,Intel HD Graphics 630,False,Kaby Lake,Socket 1151,14,6.0,DDR4,,"Jan 3rd, 2017",0.1069064213769145,Desktop,False,0.05096281540504648,True,0.08112119852255859,True
344,Intel Core i5-4570S,163.93,4,2.9,2.9,65,Intel HD Graphics 4600,False,Haswell,Socket 1150,22,6.0,DDR3,,"Jun 2nd, 2013",0.09805763726539796,Desktop,False,0.04415670650730412,False,0.08821498843591424,False
345,Intel Core i3-3250,74.98,2,3.5,3.5,55,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22,3.0,DDR3,"H61, B65, H67, Z67, H71, B75, H77, Z77","Jun 9th, 2013",0.04315147807467937,Desktop,False,0.0197543160690571,True,0.03797162484034658,True
346,Intel Core i3-8300,265.7,4,3.7,3.7,62,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,8.0,DDR4,,"Feb 14th, 2018",0.12475693154755402,Desktop,False,0.06640106241699867,True,0.09665504504815492,True
347,Intel Xeon E5-2670,71.0,8,2.6,3.3,115,,True,Sandy Bridge-EP,Socket 2011,32,20.0,DDR3,,"Mar 6th, 2012",0.1851908497017632,Server,False,0.12433598937583001,True,0.17259829472884808,True
348,AMD FX-8150,,8,3.6,3.6,125,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Oct 12th, 2011",0.16152854552207824,Unknown,True,0.10574369189907037,True,0.15879043115054023,True
349,Intel Core i3-4130T,77.14,2,2.9,2.9,35,Intel HD Graphics 4400,True,Haswell,Socket 1150,22,3.0,DDR3,,"Sep 1st, 2013",0.05348598396294434,Desktop,False,0.022742363877822046,True,0.03969760778763506,True
350,Intel Xeon E5-2680 V2,,10,2.8,3.6,115,,True,Ivy Bridge-EP,Socket 2011,22,25.0,DDR3,,"Sep 1st, 2013",0.2744215517053027,Unknown,True,0.18592297476759626,True,0.23818564672581036,True
351,AMD Phenom II X6 1055T,46.36,6,2.8,2.8,125,,False,Thuban,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","May 1st, 2010",0.06049946470318337,Desktop,False,0.03436254980079681,True,0.08802513031171252,True
352,AMD FX-8120,,8,3.1,3.1,125,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Oct 12th, 2011",0.1181148812515021,Unknown,True,0.08100929614873838,True,0.1346266698885015,True
353,AMD FX-8320E,,8,3.2,4.0,95,,False,Vishera,Socket AM3+,32,8.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Sep 2nd, 2014",0.1514999235290262,Unknown,True,0.06440903054448871,False,0.07898097966792086,False
354,Intel Core i3-9300,248.0,4,3.7,4.3,62,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,8.0,,,"Apr 23rd, 2019",0.14973016670672287,Desktop,False,0.08383134130146082,True,0.11046290862646277,True
355,Intel Core i5-4440S,123.85,4,2.8,3.3,65,Intel HD Graphics 4600,False,Haswell,Socket 1150,22,6.0,,,"Sep 1st, 2013",0.08413992003321025,Desktop,False,0.038014608233731734,True,0.08037902585522455,False
356,Intel Xeon E5-2690 V3,,12,2.6,3.5,135,,True,Haswell-EP,Socket 2011-3,22,30.0,,,"Sep 8th, 2014",0.26756101291267015,Unknown,True,0.19704515272244355,True,0.2537194932514067,True
357,Intel Core i5-8400T,239.84,6,1.7,3.3,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,9.0,,,"Apr 2nd, 2018",0.15340077344927788,Desktop,False,0.08300132802124834,False,0.15476889088335807,False
358,Intel Core i5-4570T,128.8,2,2.9,2.9,35,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,4.0,,,"Jun 2nd, 2013",0.05921038257335751,Desktop,False,0.022742363877822046,True,0.06664020159480824,False
359,Intel Core i7-3970X,239.87,6,3.5,3.5,150,,True,Sandy Bridge-E,Socket 2011,32,15.0,,,"Nov 1st, 2012",0.17363280823264654,Desktop,False,0.11553784860557767,True,0.15706444820325174,True
360,Intel Xeon E3-1230 V3,325.86,4,3.3,3.7,80,,True,Haswell-WS,Socket 1150,22,8.0,DDR3,"C226, 8 Series, 9 Series","Jun 2nd, 2013",0.13677379885949004,Unknown,True,0.07071713147410358,True,0.10873692567917428,True
361,Intel Core i7-3960X,782.9,6,3.3,3.3,130,,True,Sandy Bridge-E,Socket 2011,32,15.0,DDR3,,"Nov 14th, 2011",0.17850510170639514,Desktop,False,0.1186918990703851,True,0.1426697504228658,False
362,Intel Celeron G1610,37.0,2,2.6,2.6,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22,2.0,DDR3,,"Dec 3rd, 2012",0.02298498984028491,Desktop,False,0.0013280212483399723,True,0.022437778314750252,True
363,Intel Core i5-2300,40.26,4,2.8,2.8,95,Intel HD Graphics 2000,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,,"Jan 9th, 2011",0.0645415018899255,Desktop,False,0.02921646746347941,True,0.06903931789153923,True
364,Intel Core i9-9820X,685.0,10,3.3,4.1,165,,True,Skylake-X,Socket 2066,14,16.5,DDR4,,"Oct 19th, 2018",0.390264152592366,Desktop,False,0.273074369189907,True,0.30895094756463803,True
365,Intel Pentium Gold G6500,89.99,2,4.1,4.1,58,Intel UHD Graphics 630,True,Comet Lake,Socket 1200,14,4.0,DDR4,,"Apr 30th, 2020",0.08129956957766174,Desktop,False,0.03336653386454183,True,0.05868342020780835,True
366,Intel Core i7-930,271.69,4,2.8,2.8,130,,True,Bloomfield,Socket 1366,45,8.0,DDR3,,"Feb 28th, 2010",0.05355153051191854,Desktop,False,0.0297144754316069,True,0.0707653008388277,True
367,Intel Core i7-960,379.99,4,3.2,3.2,130,,True,Bloomfield,Socket 1366,45,8.0,DDR3,,"Oct 20th, 2009",0.061591907186086654,Desktop,False,0.031208499335989376,True,0.07594324968069316,True
368,AMD Phenom II X6 1100T BE,,6,3.3,3.3,125,,False,Thuban,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Dec 7th, 2010",0.08564749065961677,Unknown,True,0.04448871181938911,True,0.10183299389002037,True
369,Intel Core i7-6700T,299.0,4,2.8,3.6,35,Intel HD Graphics 530,True,Skylake,Socket 1151,14,8.0,DDR4,,"Sep 1st, 2015",0.14955537590945836,Desktop,False,0.07752324037184594,False,0.11441540957575339,False
370,Intel Xeon E-2278G,494.0,8,3.4,5.0,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,16.0,DDR4,"C242, C246","May 29th, 2019",0.3775481220913719,Server,False,0.32038512616201853,True,0.27270530567157997,True
371,Intel Pentium G3420,62.25,2,3.2,3.2,54,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Sep 1st, 2013",0.034171600865214445,Desktop,False,0.01925630810092961,True,0.029341710103904173,True
372,AMD Ryzen 9 PRO 7945,,12,3.7,5.4,65,Radeon,True,Raphael,Socket AM5,5,64.0,DDR5,"X670E, X670, B650E, B650, A620","Jun 13th, 2023",0.7989250365968231,Unknown,True,0.5790172642762283,True,0.5316027477648521,True
373,Intel Pentium Gold G5400T,98.95,2,3.1,3.1,35,Intel UHD Graphics 610,True,Coffee Lake,Socket 1151,14,4.0,DDR4,,"Apr 2nd, 2018",0.05883895212917039,Server,False,0.0249003984063745,True,0.04314957368221202,True
374,Intel Core i3-9100T,122.0,4,3.1,3.7,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,6.0,DDR4,,"Sep 1st, 2018",0.10909130634272104,Desktop,False,0.052954847277556436,True,0.08284718146984707,True
375,Intel Core i5-3340,278.02,4,3.1,3.3,77,Intel HD Graphics 2500,False,Ivy Bridge,Socket G2 (988B),22,3.0,unknown,,"Jan 1st, 2013",0.0816928488715069,Desktop,False,0.032702523240371845,True,0.07421726673340467,True
376,AMD Phenom II X4 820,56.64,4,2.8,2.8,95,,False,Deneb,Socket AM3,45,4.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2009",0.03664052087657584,Desktop,False,0.024236387782204515,True,0.05350547136594291,True
377,Intel Core i3-3210,199.0,2,3.2,3.2,55,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Jan 1st, 2013",0.03683716052349843,Desktop,False,0.019090305444887115,True,0.03451965894576962,True
378,Intel Xeon E3-1270 V3,420.0,4,3.5,3.9,80,,True,Haswell-WS,Socket 1150,22,8.0,"DDR3, DDR4",,"Jun 2nd, 2013",0.14188642967947737,Unknown,True,0.08333333333333333,True,0.11218889157375125,True
379,Intel Core i5-4460S,659.99,4,2.9,3.4,65,Intel HD Graphics 4000,False,Haswell,Socket 1150,22,6.0,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","May 11th, 2014",0.08907776005593304,Desktop,False,0.04067065073041168,True,0.07766923262798164,True
380,Intel Core i5-7400T,174.85,4,2.4,3.0,35,Intel HD Graphics 630,False,Kaby Lake,Socket 1151,14,6.0,DDR4,,"Jan 3rd, 2017",0.09360047193515261,Desktop,False,0.043658698539176616,True,0.07421726673340467,True
381,Intel Core i5-3450S,95.0,4,2.8,2.8,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22,6.0,DDR3,,"Apr 29th, 2012",0.0838558849876554,Desktop,False,0.036520584329349265,True,0.07421726673340467,True
382,Intel Xeon E5-2690 V2,,10,3.0,3.6,130,,True,Ivy Bridge-EP,Socket 2011,22,25.0,DDR3,,"Sep 1st, 2013",0.27820140269614807,Unknown,True,0.18708499335989373,True,0.24163761262038733,True
383,Intel Core i9-7940X,548.87,14,3.1,4.4,165,,True,Skylake-X,Socket 2066,14,19.25,DDR4,,"Sep 1st, 2017",0.5698616967816644,Desktop,False,0.43044488711819384,True,0.4383996686112741,True
384,Intel Core i3-7320,80.01,2,4.1,4.1,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,4.0,DDR4,,"Jan 3rd, 2017",0.09679040398523017,Desktop,False,0.04166666666666666,False,0.08293348061721151,False
385,Intel Core i9-9960X,1399.99,16,3.1,4.4,165,,True,Skylake-X,Socket 2066,14,22.0,DDR4,,"Oct 19th, 2018",0.660468876313662,Desktop,False,0.5101261620185923,True,0.5039870206082364,True
386,Intel Xeon E5-2670 V2,,10,2.5,3.3,115,,True,Ivy Bridge-EP,Socket 2011,22,25.0,DDR3,,"Sep 1st, 2013",0.24055583473530115,Unknown,True,0.16699867197875165,True,0.21919983430563705,True
387,Intel Core i5-9500T,192.0,6,2.2,3.7,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,9.0,DDR4,"Z390, Z370, H370, Q370, B360, B365, H610","Apr 1st, 2018",0.17107649282265286,Desktop,False,0.09362549800796813,True,0.13290068694121301,True
388,Intel Xeon E3-1240 V2,345.0,4,3.4,3.4,69,,True,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",0.1283619917411348,Server,False,0.0695551128818061,True,0.10183299389002037,True
389,Intel Core i7-970,520.0,6,3.2,3.2,130,,True,Gulftown,Socket 1366,32,12.0,DDR3,,"Jul 19th, 2010",0.13268806397343177,Desktop,False,0.0893094289508632,True,0.08907797990955849,False
390,Intel Core i5-6600T,294.98,4,2.7,3.5,35,Intel HD Graphics 530,False,Skylake,Socket 1151,14,6.0,,,"Jul 2nd, 2015",0.1142476348620245,Desktop,False,0.060590969455511276,True,0.08629914736442404,True
391,Intel Xeon E3-1240 V5,265.0,4,3.5,3.9,80,,True,Skylake-DT,Socket 1151,14,8.0,,,"Oct 19th, 2015",0.15182765627389716,Unknown,True,0.08515936254980079,True,0.11736684041561668,True
392,Intel Core i3-8100T,262.83,4,3.1,3.1,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,6.0,,,"Apr 2nd, 2018",0.10629465358648865,Desktop,False,0.055444887118193883,False,0.08441782595187958,False
393,Intel Core i5-4590T,209.95,4,2.0,2.0,35,Intel HD Graphics 4000,True,Haswell,Socket 1150,22,6.0,,,"May 11th, 2014",0.07769450938408093,Desktop,False,0.02739043824701195,False,0.07785909075218336,False
394,AMD Ryzen 5 PRO 7645,,6,3.8,5.1,65,Radeon,True,Raphael,Socket AM5,5,32.0,,,"Jun 13th, 2023",0.446306451965304,Unknown,True,0.31407702523240366,True,0.29169111809175324,True
395,Intel Core i7-4790T,185.86,4,2.7,3.9,45,,True,Haswell,Socket 1150,22,8.0,,,"May 1st, 2014",0.12814350324455415,Desktop,False,0.07088313413014607,True,0.0983810279954434,True
396,Intel Xeon E5-2680 V3,,12,2.5,3.3,120,,True,Haswell-EP,Socket 2011-3,22,30.0,"DDR3, DDR4","C612, X99","Sep 8th, 2014",0.24055583473530115,Unknown,True,0.17280876494023903,True,0.23645966377852187,True
397,Intel Celeron G3920,495.09,2,2.6,2.6,35,Intel HD Graphics 510,False,Skylake,Socket 1151,14,4.0,"DDR3, DDR4",,"Sep 1st, 2015",0.041163232755795406,Desktop,False,0.017098273572377157,True,0.029341710103904173,True
398,Intel Core i7-2600S,365.0,4,2.8,2.8,65,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Jan 9th, 2011",0.08953658589875244,Desktop,False,0.04000664010624169,True,0.07939521557527013,True
399,Intel Xeon E3-1241 V3,298.0,4,3.5,3.9,80,,True,Haswell-WS,Socket 1150,22,8.0,DDR3,"C226, 8 Series, 9 Series","May 11th, 2014",0.14188642967947737,Unknown,True,0.08333333333333333,True,0.11218889157375125,True
400,Intel Core i3-7100T,105.97,2,3.4,3.4,35,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,3.0,DDR4,,"Jan 3rd, 2017",0.07343398370075815,Desktop,False,0.030212483399734397,True,0.050053505471365944,True
401,Intel Core i9-9940X,1205.04,14,3.3,4.4,165,,True,Skylake-X,Socket 2066,14,19.25,DDR4,,"Oct 19th, 2018",0.6114400576809631,Desktop,False,0.475929614873838,True,0.46083744692602435,True
402,Intel Core i3-550,99.99,2,3.2,3.2,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"H57, , H55, , P55, ","May 30th, 2010",0.025388363302672114,Desktop,False,0.0036520584329349237,True,0.031067693051192655,True
403,Intel Core i3-2130,67.15,2,3.4,3.4,65,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32,3.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Sep 4th, 2011",0.03408420546658218,Desktop,False,0.0197543160690571,True,0.03451965894576962,True
404,Intel Xeon E5-1620 V2,,4,3.7,3.9,130,,True,Ivy Bridge-E,Socket 2011,22,10.0,DDR3,,"Sep 10th, 2013",0.13648976381393518,Unknown,True,0.08316733067729083,True,0.11736684041561668,True
405,Intel Core i5-5675C,258.34,4,3.1,3.6,65,Iris Pro Graphics 6200,False,Broadwell,Socket 1150,14,4.0,DDR3,"Z97, H97","May 15th, 2015",0.1119098079486115,Desktop,False,0.05743691899070384,True,0.08975111325900101,True
406,Intel Core i5-2310,77.74,4,2.9,2.9,95,Intel HD Graphics 2000,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,,"May 22nd, 2011",0.06941379536367409,Desktop,False,0.02921646746347941,True,0.0707653008388277,True
407,Intel Xeon E5-1620,179.91,4,3.6,3.8,130,,True,Sandy Bridge-E,Socket 2011,32,10.0,DDR3,,"Mar 6th, 2012",0.11896698638816663,Server,False,0.07553120849933598,True,0.1070109427318858,True
408,AMD Opteron 6378,1709.92,16,2.4,3.3,115,,False,Abu Dhabi,Socket G34,32,8.0,DDR3,,"Nov 5th, 2012",0.11936026568201183,Server,False,0.10856573705179282,True,0.20021402188546378,True
409,Intel Core i9-9900X,654.99,10,3.5,4.4,165,,True,Skylake-X,Socket 2066,14,19.25,DDR4,,"Oct 19th, 2018",0.4684830343682405,Desktop,False,0.31839309428950857,False,0.32657323345645345,False
410,Intel Pentium G3460,54.49,2,3.5,3.5,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Jul 21st, 2014",0.037995149555375904,Desktop,False,0.019920318725099598,True,0.031067693051192655,True
411,AMD Phenom II X4 955 BE,,4,3.2,3.2,125,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 23rd, 2009",0.04548930498809237,Unknown,True,0.025730411686586983,True,0.0638613690496738,True
412,Intel Core i7-875K,205.86,4,2.93,2.93,95,,True,Lynnfield,Socket 1156,45,8.0,DDR3,"H55, H57, P55","May 30th, 2010",0.05883895212917039,Desktop,False,0.0297144754316069,True,0.06903931789153923,True
413,Intel Core i5-2550K,148.56,4,3.4,3.4,95,,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Jan 30th, 2012",0.08077519718586815,Desktop,False,0.037018592297476755,True,0.07766923262798164,True
414,Intel Core i7-980,556.02,6,3.333,3.333,130,,True,Gulftown,Socket 1366,32,12.0,DDR3,,"Jun 26th, 2011",0.14402761694596777,Desktop,False,0.09545152722443559,True,0.13635265283578998,True
415,Intel Xeon E5-2620 V2,,6,2.1,2.6,80,,True,Ivy Bridge-EP,Socket 2011,22,15.0,DDR3,,"Sep 1st, 2013",0.15499573947431666,Unknown,True,0.09926958831341301,True,0.1346266698885015,True
416,Intel Core i5-7600T,147.91,4,2.8,3.7,35,Intel HD Graphics 630,False,Kaby Lake,Socket 1151,14,6.0,DDR4,,"Jan 3rd, 2017",0.12338045401909589,Desktop,False,0.06590305444887118,False,0.0881804687769685,False
417,AMD Phenom II X4 945,27.5,4,3.0,3.0,125,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jul 22nd, 2009",0.0400926391225502,Desktop,False,0.024236387782204515,True,0.060409403155096825,True
418,Intel Core i5-4690S,138.47,4,3.2,3.9,65,Intel HD Graphics 4600,False,Haswell,Socket 1150,22,6.0,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","May 1st, 2014",0.10823920120605648,Desktop,False,0.05162682602921646,True,0.08802513031171252,True
419,Intel Xeon E5-2667 V2,,8,3.3,4.0,130,,True,Ivy Bridge-EP,Socket 2011,22,20.0,DDR3,,"Sep 1st, 2013",0.2749896217964124,Unknown,True,0.18642098273572374,True,0.2243777831475025,True
420,Intel Pentium Gold G6600,66.0,2,4.2,4.2,58,Intel UHD Graphics 630,True,Comet Lake,Socket 1200,14,4.0,DDR4,,"Apr 30th, 2020",0.08673993314252004,Desktop,False,0.04050464807436918,True,0.06213538610238531,True
421,Intel Core i3-4330,96.95,2,3.5,3.5,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,4.0,DDR3,,"Sep 1st, 2013",0.06801546898555791,Desktop,False,0.025730411686586983,False,0.07837688563636991,False
422,AMD Phenom II X6 1045T,45.0,6,2.7,2.7,95,,False,Thuban,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2010",0.05698179990823483,Desktop,False,0.03436254980079681,True,0.08112119852255859,True
423,Intel Celeron G5920,59.97,2,3.5,3.5,58,Intel UHD Graphics 610,False,Comet Lake,Socket 1200,14,2.0,DDR4,,"Apr 30th, 2020",0.04492123489698267,Desktop,False,0.019920318725099598,True,0.036245641893058095,True
424,Intel Core i3-560,129.94,2,3.333,3.333,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"H57, , H55, , P55, ","Aug 29th, 2010",0.027748039065743184,Desktop,False,0.003984063745019917,True,0.03279367599848114,True
425,Intel Xeon E3-1260L V5,,4,2.9,3.9,45,,True,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",0.14719570014638728,Unknown,True,0.0844953519256308,True,0.10873692567917428,True
426,Intel Xeon E3-1225 V3,381.02,4,3.2,3.6,84,Intel HD Graphics P4600,False,Haswell-WS,Socket 1150,22,8.0,DDR3,"C226, 8 Series, 9 Series","Jun 2nd, 2013",0.09928117284624963,Unknown,True,0.04448871181938911,True,0.08629914736442404,True
427,Intel Xeon E-2236,435.0,6,3.4,4.8,80,,True,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","May 29th, 2019",0.30328388210360724,Server,False,0.22875166002656042,True,0.2157478684110601,True
428,Intel Pentium G620,11.99,2,2.6,2.6,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"May 22nd, 2011",0.017063951582949155,Desktop,False,0.0016600265604249653,True,0.020711795367461767,True
429,Intel Xeon E3-1240L V5,,4,2.1,3.2,25,,True,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",0.12316196552251524,Unknown,True,0.06922310756972111,True,0.0914770962062895,True
430,Intel Core i5-3570S,66.9,4,3.1,3.8,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22,6.0,DDR3,,"Jun 1st, 2012",0.09163407546592672,Desktop,False,0.04150066401062416,True,0.07449342400497083,False
431,Intel Xeon E-2288G,539.0,8,3.7,5.0,95,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,16.0,DDR4,"C242, C246","May 29th, 2019",0.3689615241757521,Server,False,0.32005312084993354,True,0.2709793227242915,True
432,Intel Xeon E5-2630 V2,,6,2.6,3.1,80,,True,Ivy Bridge-EP,Socket 2011,22,15.0,DDR3,,"Sep 1st, 2013",0.16616050164958812,Unknown,True,0.10673970783532535,True,0.14153060167765544,True
433,Intel Xeon E5-2660 V2,,10,2.2,3.0,95,,True,Ivy Bridge-EP,Socket 2011,22,25.0,DDR3,,"Sep 1st, 2013",0.22423474404072624,Unknown,True,0.16683266932270915,True,0.2071179536746177,True
434,Intel Core i3-6100T,289.95,2,3.2,3.2,35,Intel HD Graphics 530,True,Skylake,Socket 1151,14,3.0,"DDR3, DDR4",,"Sep 1st, 2015",0.069719679258887,Desktop,False,0.023738379814077025,False,0.05265973972177155,False
435,Intel Core i3-2120T,133.89,2,2.6,2.6,35,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32,3.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Sep 4th, 2011",0.023159780637549435,Desktop,False,0.0013280212483399723,True,0.022437778314750252,True
436,Intel Xeon E3-1270 V2,84.99,4,3.5,3.5,69,,True,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",0.13120234219668334,Server,False,0.07719123505976094,True,0.10355897683730886,True
437,Intel Xeon E3-1265L V3,398.95,4,2.5,3.7,45,Intel HD Graphics,True,Haswell-WS,Socket 1150,22,8.0,"DDR3, DDR4",,"Jun 2nd, 2013",0.13474185584128995,Unknown,True,0.07071713147410358,True,0.10183299389002037,True
438,Intel Core i3-6320,106.6,2,3.9,3.9,51,Intel HD Graphics 530,True,Skylake,Socket 1151,14,4.0,DDR4,,"Sep 1st, 2015",0.08621556075072648,Desktop,False,0.03851261620185922,True,0.060409403155096825,True
439,Intel Core i3-4340,94.88,2,3.6,3.6,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,4.0,DDR3,,"Sep 1st, 2013",0.06729445694684175,Desktop,False,0.02539840637450199,True,0.050053505471365944,True
440,Intel Xeon E5-2650L V2,,10,1.7,2.1,70,,True,Ivy Bridge-EP,Socket 2011,22,25.0,DDR3,,"Sep 1st, 2013",0.2068430597129061,Unknown,True,0.1492363877822045,True,0.19331009009630987,True
441,Intel Pentium G3250,65.72,2,3.2,3.2,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Jul 21st, 2014",0.032816972186414384,Desktop,False,0.003486055776892427,True,0.027615727156615692,True
442,Intel Core i3-540,149.94,2,3.06,3.06,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.023815246127291398,Desktop,False,0.0036520584329349237,True,0.029341710103904173,True
443,Intel Core i7-975,770.0,4,3.33,3.33,130,,True,Bloomfield,Socket 1366,45,8.0,DDR3,,"Jun 2nd, 2009",0.06432301339334484,Desktop,False,0.03203851261620186,True,0.07766923262798164,True
