name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,pmprice,cpuMark,category,passmarkPred,CPU ScoreMulti 15,cinePred,Blender Score,Number of Benchmarks
Intel Xeon E5-2687W V3,,10,3.1,3.5,160,,True,Haswell-EP,Socket 2011-3,22,25.0,DDR4,"C612, X99","Sep 8th, 2014",,14551.0,,True,1544.0,True,144.0,0.0
Intel Xeon E3-1220 V5,,4,3.0,3.5,80,,False,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",,5623.0,,True,542.0,True,45.0,0.0
AMD Phenom II X4 830,59.58,4,2.8,2.8,95,,False,Deneb,Socket AM3,45,4.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2009",19.01,2022.0,Unknown,False,342.0,True,21.0,0.0
Intel Celeron G530,65.86,2,2.4,2.4,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,2.0,DDR3,,"Sep 4th, 2011",48.99,1096.0,Desktop,False,206.0,True,2.0,0.0
Intel Xeon E3-1245 V2,367.5,4,3.4,3.4,77,Intel HD Graphics P4000,True,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",367.5,6316.0,Server,False,615.0,True,51.0,0.0
Intel Xeon E5-2630L V3,410.0,8,1.8,2.9,55,,True,Haswell-EP,Socket 2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",,10142.0,,True,1135.0,True,94.0,0.0
Intel Xeon E-2134,,4,3.5,4.5,71,,True,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",297.57,8741.0,Server,False,867.0,True,68.0,0.0
Intel Core i5-661,99.5,2,3.33,3.33,87,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",200.19,2462.0,Desktop,False,315.0,True,16.0,0.0
AMD Phenom II X4 970 BE,,4,3.5,3.5,125,,False,Zosma,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Oct 1st, 2010",,2926.0,,True,388.0,True,31.0,0.0
AMD Phenom II X4 960T BE,,4,3.0,3.0,95,,False,Zosma,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 1st, 2010",,2233.0,,True,342.0,True,23.0,0.0
AMD FX-4170,,4,4.2,4.2,125,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Feb 27th, 2012",,4095.0,,True,436.0,True,39.0,0.0
Intel Pentium G645,84.0,2,2.9,2.9,65,Intel HD Graphics 2500,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"Sep 2nd, 2012",93.35,1353.0,Desktop,False,206.0,True,4.0,0.0
Intel Xeon E3-1270,,4,3.4,3.4,80,,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",79.97,5386.0,Server,False,521.0,True,45.0,0.0
Intel Xeon E3-1245 V3,,4,3.4,3.8,84,Intel HD Graphics P4600,True,Haswell-WS,Socket 1150,22,8.0,"DDR3, DDR4",,"Jun 2nd, 2013",,6696.0,,True,669.0,True,55.0,0.0
Intel Xeon E3-1285 V6,949.95,4,4.1,4.5,79,Intel HD Graphics 630,True,Kaby Lake-DT,Socket 1151,14,8.0,DDR4,,"Aug 1st, 2017",,9968.0,,True,1001.0,True,77.0,0.0
Intel Xeon E-2276G,,6,3.8,4.9,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","May 29th, 2019",442.9,13371.0,Server,False,1463.0,True,110.0,0.0
Intel Xeon E5-2609,57.99,4,2.4,2.4,80,,False,Sandy Bridge-EP,Socket 2011,32,10.0,DDR3,,"Mar 6th, 2012",71.87,2623.0,Server,False,307.0,True,24.0,0.0
Intel Xeon E5-2640,93.99,6,2.5,3.0,95,,True,Sandy Bridge-EP,Socket 2011,32,15.0,DDR3,,"Mar 6th, 2012",75.0,6321.0,Server,False,687.0,True,62.0,0.0
Intel Xeon E5-2643 V3,555.44,6,3.4,3.7,135,,True,Haswell-EP,Socket 2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",,9976.0,,True,1056.0,True,91.0,0.0
Intel Xeon E5-1620 V4,149.0,4,3.5,3.8,140,,True,Broadwell-EP,Socket 2011-3,14,10.0,DDR4,"C612, X99","Jun 20th, 2016",,7206.0,,True,751.0,True,63.0,0.0
AMD Phenom II X4 965,,4,3.4,3.4,125,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Nov 7th, 2009",74.02,2546.0,Desktop,False,356.0,True,28.0,0.0
AMD FX-8100,,8,2.8,2.8,95,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Oct 12th, 2011",,5303.0,,True,629.0,True,63.0,0.0
Intel Xeon E3-1245,,4,3.3,3.3,95,Intel HD Graphics,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",245.0,5366.0,Server,False,552.0,True,46.0,0.0
Intel Xeon E3-1275,376.99,4,3.4,3.4,95,Intel HD Graphics,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",749.0,5372.0,Server,False,552.0,True,46.0,0.0
Intel Pentium G3430,61.57,2,3.3,3.3,54,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Sep 1st, 2013",57.99,2125.0,Desktop,False,313.0,True,9.0,0.0
Intel Xeon E5-2609 V2,,4,2.5,2.5,80,,False,Ivy Bridge-EP,Socket 2011,22,10.0,DDR3,,"Sep 1st, 2013",,4004.0,,True,375.0,True,33.0,0.0
Intel Core i3-4350,,2,3.6,3.6,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,4.0,DDR3,,"May 1st, 2014",99.99,3459.0,Desktop,False,349.0,True,20.0,0.0
Intel Xeon E5-1680 V3,,8,3.2,3.8,140,,True,Haswell-EP,Socket 2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",,12613.0,,True,1346.0,True,119.0,0.0
Intel Xeon E3-1235L V5,,4,2.0,3.0,25,Intel HD Graphics P530,False,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",,4744.0,,True,459.0,True,33.0,0.0
Intel Core i3-8300T,,4,3.2,3.2,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,8.0,DDR4,,"Apr 2nd, 2018",158.95,5827.0,Desktop,False,561.0,True,42.0,0.0
Intel Xeon E-2246G,,6,3.6,4.8,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","May 29th, 2019",311.0,14050.0,Server,False,1574.0,True,115.0,0.0
Intel Pentium G6950,47.48,2,2.8,2.8,73,Intel HD Graphics,False,Clarkdale,Socket 1156,32,3.0,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",79.0,1061.0,Desktop,False,206.0,True,3.0,0.0
AMD Phenom II X6 1035T,,6,2.6,2.6,95,,False,Thuban,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 27th, 2010",108.0,2947.0,Desktop,False,403.0,True,37.0,0.0
Intel Core i3-7300T,125.36,2,3.5,3.5,35,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,4.0,DDR4,,"Jan 3rd, 2017",181.59,4159.0,Desktop,False,393.0,True,23.0,0.0
Intel Core i5-3550S,,4,3.0,3.7,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22,6.0,DDR3,,"Apr 29th, 2012",319.95,4537.0,Desktop,False,440.0,True,36.0,0.0
AMD Phenom II X4 810,,4,2.6,2.6,95,,False,Deneb,Socket AM3,45,4.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",213.0,1849.0,Desktop,False,247.0,True,20.0,0.0
AMD Phenom II X6 1075T,,6,3.0,3.0,95,,False,Thuban,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 21st, 2010",79.99,3284.0,Desktop,False,403.0,True,39.0,0.0
Intel Pentium G850,,2,2.9,2.9,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"May 22nd, 2011",101.97,1373.0,Desktop,False,206.0,True,5.0,0.0
Intel Xeon E5-2640 V2,,8,2.0,2.5,95,,True,Ivy Bridge-EP,Socket 2011,22,20.0,DDR3,,"Sep 1st, 2013",,10046.0,,True,1158.0,True,97.0,0.0
Intel Xeon E3-1226 V3,,4,3.3,3.7,84,Intel HD Graphics P4600,False,Haswell-WS,Socket 1150,22,8.0,DDR3,"C226, 8 Series, 9 Series","May 11th, 2014",,5426.0,,True,515.0,True,44.0,0.0
Intel Xeon E5-1630 V3,,4,3.7,3.8,140,,True,Haswell-EP,Socket 2011-3,22,10.0,DDR4,"C612, X99","Sep 8th, 2014",,6421.0,,True,697.0,True,58.0,0.0
Intel Xeon E5-2650L V3,,12,1.8,2.5,65,,True,Haswell-EP,Socket 2011-3,22,30.0,DDR4,"C612, X99","Sep 8th, 2014",,10381.0,,True,1194.0,True,115.0,0.0
Intel Xeon E5-2695 V3,,14,2.3,3.3,120,,True,Haswell-EP,Socket 2011-3,22,35.0,DDR4,"C612, X99","Sep 8th, 2014",,11683.0,,True,1243.0,True,139.0,0.0
AMD Phenom II X6 1065T,,6,2.7,2.7,95,,False,Thuban,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Dec 7th, 2010",99.98,3320.0,Desktop,False,403.0,True,40.0,0.0
Intel Pentium G4500,,2,3.5,3.5,51,Intel HD Graphics 530,False,Skylake,Socket 1151,14,4.0,"DDR3, DDR4",,"Sep 1st, 2015",166.67,2734.0,Desktop,False,316.0,True,13.0,0.0
Intel Pentium Gold G5500,,2,3.8,3.8,54,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14,4.0,DDR4,,"Apr 2nd, 2018",169.87,3770.0,Desktop,False,387.0,True,22.0,0.0
Intel Xeon E-2146G,,6,3.5,4.5,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","Jul 12th, 2018",369.94,13351.0,Server,False,1247.0,True,110.0,0.0
Intel Xeon E-2124G,,4,3.4,4.5,71,Intel HD Graphics P630,False,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",229.99,7518.0,Server,False,767.0,True,57.0,0.0
Intel Xeon E-2124,,4,3.3,4.3,71,,False,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",204.99,6977.0,Server,False,693.0,True,54.0,0.0
AMD Phenom II X4 920,,4,2.8,2.8,125,,False,Deneb,Socket AM3,45,6.0,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 8th, 2009",27.89,1899.0,Desktop,False,247.0,True,23.0,0.0
Intel Core i5-670,122.45,2,3.46,3.46,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",291.0,2511.0,Desktop,False,316.0,True,15.0,0.0
Intel Core i3-2100T,,2,2.5,2.5,35,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32,3.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Feb 20th, 2011",49.13,1634.0,Desktop,False,204.0,True,5.0,0.0
AMD Phenom II X4 980 BE,,4,3.7,3.7,125,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","May 3rd, 2011",,3340.0,,True,386.0,True,33.0,0.0
Intel Pentium G2010,,2,2.8,2.8,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Jan 21st, 2013",22.97,1541.0,Desktop,False,204.0,True,5.0,0.0
Intel Xeon E5-2643 V2,398.95,6,3.5,3.8,130,,True,Ivy Bridge-EP,Socket 2011,22,15.0,DDR3,,"Sep 1st, 2013",,9958.0,,True,1092.0,True,91.0,0.0
Intel Xeon E5-2603 V2,153.01,4,1.8,1.8,80,,False,Ivy Bridge-EP,Socket 2011,22,10.0,DDR3,,"Sep 1st, 2013",,3682.0,,True,375.0,True,31.0,0.0
Intel Xeon E3-1275 V5,,4,3.6,4.0,80,Intel HD Graphics P530,True,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",,7375.0,,True,709.0,True,59.0,0.0
Intel Xeon E5-2683 V3,,14,2.0,3.0,120,,True,Haswell-EP,Socket 2011-3,22,35.0,DDR4,"C612, X99","Sep 8th, 2014",,10999.0,,True,1234.0,True,134.0,0.0
Intel Celeron G540,,2,2.5,2.5,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,2.0,DDR3,,"Sep 4th, 2011",11.03,1110.0,Desktop,False,206.0,True,3.0,0.0
Intel Core i3-2125,152.0,2,3.3,3.3,65,Intel HD Graphics 3000,True,Sandy Bridge,Socket 1155,32,3.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Sep 4th, 2011",152.0,2093.0,Desktop,False,314.0,True,12.0,0.0
Intel Celeron G3950,,2,3.0,3.0,51,Intel HD Graphics 610,False,Kaby Lake,Socket 1151,14,2.0,DDR4,,"Jan 3rd, 2017",143.0,2369.0,Desktop,False,298.0,True,10.0,0.0
AMD Phenom II X4 910e,,4,2.6,2.6,65,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 25th, 2010",69.9,2044.0,Desktop,False,306.0,True,18.0,0.0
Intel Core i5-680,,2,3.6,3.6,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"Intel H57, Intel H55, Intel P55","Apr 19th, 2010",309.19,2603.0,Desktop,False,316.0,True,16.0,0.0
Intel Core i7-860S,,4,2.53,2.53,82,,True,Lynnfield,Socket 1156,45,8.0,DDR3,,"Jan 7th, 2010",160.0,2424.0,Desktop,False,307.0,True,25.0,0.0
Intel Pentium G860,,2,3.0,3.0,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"Sep 4th, 2011",22.93,1437.0,Desktop,False,206.0,True,10.26,1.0
Intel Core i5-2450P,,4,3.2,3.2,95,,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,,"Jan 30th, 2012",178.97,3974.0,Desktop,False,412.0,True,35.0,0.0
Intel Celeron G555,,2,2.7,2.7,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,2.0,DDR3,,"Sep 1st, 2012",39.99,1268.0,Desktop,False,206.0,True,4.0,0.0
Intel Xeon E3-1240,,4,3.3,3.3,80,,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",141.0,5398.0,Server,False,535.0,True,45.0,0.0
Intel Xeon E3-1275 V3,,4,3.5,3.9,84,Intel HD Graphics P4600,True,Haswell-WS,Socket 1150,22,8.0,"DDR3, DDR4",,"Jun 2nd, 2013",,6949.0,,True,698.0,True,56.0,0.0
Intel Xeon E5-2630L V2,,6,2.4,2.4,60,,True,Ivy Bridge-EP,Socket 2011,22,15.0,DDR3,,"Sep 1st, 2013",,7710.0,,True,792.0,True,68.0,0.0
Intel Core i7-4770T,,4,2.5,2.5,45,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,8.0,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",770.0,5748.0,Desktop,False,575.0,True,44.0,0.0
Intel Xeon E3-1230 V6,595.49,4,3.5,3.9,72,,True,Cezanne,Socket AM4,7,16.0,DDR4,"AMD 300 Series*, AMD 400 Series, AMD 500 Series","Apr 13th, 2021",,11292.0,,True,1054.0,True,85.0,0.0
Intel Core i3-9350K,,4,4.0,4.6,91,Intel HD Graphics 630,False,Coffee Lake,Socket 1151,14,8.0,DDR4,,"Apr 23rd, 2019",293.22,7694.0,Desktop,False,802.0,True,61.0,0.0
Intel Xeon E-2174G,549.95,4,3.8,4.7,71,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",349.99,9596.0,Server,False,1013.0,True,74.0,0.0
Intel Xeon E5-2603 V3,104.68,6,1.6,1.6,85,,False,Haswell-EP,Socket 2011-3,22,15.0,DDR4,"C612, X99","Sep 8th, 2014",,4798.0,,True,476.0,True,48.0,0.0
Intel Xeon E3-1235,,4,3.2,3.2,95,Intel HD Graphics,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",234.0,4725.0,Server,False,489.0,True,42.0,0.0
AMD Phenom II X2 550,,2,3.1,3.1,80,,False,Callisto,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Nov 4th, 2009",41.91,1169.0,Desktop,False,219.0,True,5.0,0.0
AMD Phenom II X3 710,,3,2.6,2.6,95,,False,Heka,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",169.0,1554.0,Desktop,False,242.0,True,13.0,0.0
AMD Phenom II X3 720 BE,,3,2.8,2.8,95,,False,Heka,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",,968.0,,True,242.0,True,9.0,0.0
Intel Core i5-2405S,,4,2.5,2.5,65,Intel HD Graphics 3000,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,,"May 22nd, 2011",131.39,2980.0,Desktop,False,344.0,True,25.0,0.0
Intel Pentium G550,,2,2.6,2.6,65,Intel HD Graphics,False,Coffee Lake,Socket 1151,14,4.0,DDR4,,"Apr 2nd, 2018",,2319.0,,True,301.0,True,11.0,0.0
Intel Pentium G640T,84.88,2,2.4,2.4,35,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"Jun 3rd, 2012",84.88,1139.0,Desktop,False,205.0,True,0.0,0.0
Intel Xeon E3-1280,,4,3.5,3.5,95,,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",358.0,5510.0,Server,False,589.0,True,47.0,0.0
Intel Xeon E3-1225 V2,247.5,4,3.2,3.2,77,Intel HD Graphics P4000,False,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",225.19,4766.0,Server,False,463.0,True,39.0,0.0
Intel Celeron G1850,,2,2.9,2.9,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"May 1st, 2014",39.99,1926.0,Desktop,False,204.0,True,7.0,0.0
Intel Core i3-4360T,,2,3.2,3.2,35,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,4.0,DDR3,,"Jul 21st, 2014",,3164.0,Desktop,False,346.0,True,16.0,0.0
Intel Xeon E5-2637 V3,470.62,4,3.5,3.7,135,,True,Haswell-EP,Socket 2011-3,22,15.0,DDR4,"C612, X99","Sep 8th, 2014",,6439.0,,True,676.0,True,58.0,0.0
Intel Pentium G4600T,,2,3.0,3.0,35,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,3.0,DDR4,,"Jan 3rd, 2017",117.99,3130.0,Desktop,False,333.0,True,16.0,0.0
Intel Pentium Gold G5500T,,2,3.2,3.2,35,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14,4.0,DDR4,,"Apr 2nd, 2018",75.0,3234.0,Desktop,False,346.0,True,17.0,0.0
Intel Core i3-9320,,4,3.7,4.4,62,,False,Coffee Lake,Socket 1151,14,8.0,DDR4,,"Apr 23rd, 2019",217.97,7358.0,Desktop,False,714.0,True,55.0,0.0
Intel Xeon E-2144G,,4,3.6,4.5,71,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",301.17,9322.0,Server,False,919.0,True,72.0,0.0
Intel Xeon E-2126G,840.28,6,3.3,4.5,80,Intel HD Graphics P630,False,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","Jul 12th, 2018",320.29,10747.0,Server,False,1092.0,True,90.0,0.0
Intel Xeon E-2244G,,4,3.8,4.8,71,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","May 29th, 2019",413.0,9826.0,Server,False,1079.0,True,73.79,1.0
AMD Phenom II X4 975,172.56,4,3.6,3.6,125,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 4th, 2011",40.72,2544.0,Unknown,False,357.0,True,28.0,0.0
Intel Pentium G2120,,2,3.1,3.1,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Sep 3rd, 2012",74.99,1870.0,Desktop,False,217.0,True,7.0,0.0
AMD Phenom II X3 740 BE,,3,3.0,3.0,95,,False,Heka,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2009",,1052.0,,True,242.0,True,10.0,0.0
AMD Phenom II X4 965 BE (140W),,4,3.4,3.4,140,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Aug 13th, 2009",,2790.0,,True,387.0,True,31.0,0.0
Intel Core i5-750S,,4,2.4,2.4,82,,False,Lynnfield,Socket 1156,45,8.0,DDR3,,"Jan 7th, 2010",,1957.0,,True,212.0,True,19.0,0.0
AMD Phenom II X2 560 BE,,2,3.3,3.3,80,,False,Callisto,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 21st, 2010",,1265.0,,True,220.0,True,5.0,0.0
Intel Pentium G840,,2,2.8,2.8,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"May 22nd, 2011",84.53,1175.0,Desktop,False,206.0,True,3.0,0.0
Intel Pentium G620T,,2,2.2,2.2,35,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"May 22nd, 2011",19.99,896.0,Desktop,False,205.0,True,-1.0,0.0
Intel Xeon E3-1225,,4,3.1,3.1,95,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,,"Apr 3rd, 2011",69.0,3817.0,Server,False,412.0,True,34.0,0.0
Intel Pentium G2130,,2,3.2,3.2,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Jan 21st, 2013",43.64,1895.0,Desktop,False,217.0,True,7.0,0.0
Intel Celeron G1820,,2,2.7,2.7,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Dec 1st, 2013",62.3,1670.0,Desktop,False,204.0,True,5.0,0.0
Intel Xeon E5-1660,,6,3.3,3.9,130,,True,Sandy Bridge-E,Socket 2011,32,15.0,DDR3,,"Mar 6th, 2012",267.19,8417.0,Server,False,906.0,True,80.0,0.0
AMD FX-4320,,4,4.0,4.2,95,,False,Vishera,Socket AM3+,32,8.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Oct 23rd, 2012",,3092.0,Desktop,False,389.0,True,29.0,0.0
AMD FX-8140,,8,3.2,4.1,95,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Oct 23rd, 2012",,7360.0,,True,792.0,True,77.0,0.0
Intel Xeon E5-2637 V2,,4,3.5,3.8,130,,True,Ivy Bridge-EP,Socket 2011,22,10.0,DDR3,,"Sep 1st, 2013",,6421.0,,True,697.0,True,57.0,0.0
Intel Pentium G3250T,,2,2.8,2.8,35,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Jul 21st, 2014",49.99,1726.0,Desktop,False,204.0,True,4.0,0.0
Intel Xeon E5-2609 V3,,6,1.9,1.9,85,,False,Haswell-EP,Socket 2011-3,22,15.0,DDR4,"C612, X99","Sep 8th, 2014",,4798.0,,True,476.0,True,48.0,0.0
Intel Xeon E5-2685 V3,,12,2.6,3.3,120,,True,Haswell-EP,Socket 2011-3,22,30.0,"DDR3, DDR4","C612, X99","Sep 8th, 2014",,11436.0,,True,1237.0,True,128.0,0.0
Intel Pentium G4520,,2,3.6,3.6,51,Intel HD Graphics 530,False,Skylake,Socket 1151,14,4.0,"DDR3, DDR4",,"Sep 1st, 2015",137.99,2926.0,Desktop,False,353.0,True,14.0,0.0
Intel Core i7-870S,,4,2.667,2.667,82,,True,Lynnfield,Socket 1156,45,8.0,DDR3,,"Jul 19th, 2010",,2786.0,Desktop,False,307.0,True,27.0,0.0
Intel Xeon E5-2665,,8,2.4,3.1,115,,True,Sandy Bridge-EP,Socket 2011,32,20.0,DDR3,,"Mar 6th, 2012",88.0,8411.0,Server,False,922.0,True,88.0,0.0
Intel Pentium G870,,2,3.1,3.1,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"Jun 3rd, 2012",77.0,1495.0,Desktop,False,219.0,True,5.0,0.0
Intel Xeon E5-2623 V3,234.94,4,3.0,3.5,105,,True,Haswell-EP,Socket 2011-3,22,10.0,DDR4,"C612, X99","Sep 8th, 2014",,6281.0,,True,646.0,True,54.0,0.0
AMD Phenom II X2 550 BE,,2,3.1,3.1,80,,False,Callisto,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 1st, 2009",,1265.0,,True,219.0,True,5.0,0.0
AMD Phenom II X3 705e,,3,2.5,2.5,65,,False,Heka,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 2nd, 2009",152.34,1222.0,Desktop,False,206.0,True,8.0,0.0
AMD Phenom II X2 545,,2,3.0,3.0,80,,False,Callisto,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 1st, 2009",43.98,1107.0,Desktop,False,207.0,True,4.0,0.0
AMD Phenom II X2 565 BE,,2,3.4,3.4,80,,False,Callisto,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Dec 7th, 2010",,1626.0,,True,221.0,True,8.0,0.0
Intel Pentium G630T,,2,2.3,2.3,35,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"Sep 4th, 2011",84.07,1029.0,Desktop,False,205.0,True,0.0,0.0
