name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,pmprice,cpuMark,threadMark,category
AMD A6-7470K,89.0,2,3.7,4.0,65,Radeon R5 (on die),False,Godaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Feb 2nd, 2016",35.22,1799.0,1576.0,Desktop
AMD A8-5600K,,4,3.6,3.6,100,Radeon HD 7560D,False,Trinity,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55","Oct 2nd, 2012",,,,
AMD A6-5400K,,2,3.6,3.6,65,Radeon HD 7540D,False,Trinity,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55","Oct 2nd, 2012",,,,
Intel Xeon E5-2690 V2,,10,3.0,3.6,130,,True,Ivy Bridge-EP,Socket 2011,22 nm,25 MB,DDR3,,"Sep 1st, 2013",,,,
Intel Core i9-7940X,,14,3.1,4.4,165,,True,Skylake-X,Socket 2066,14 nm,19.25 MB,DDR4,,"Sep 1st, 2017",548.87,26508.0,2490.0,Desktop
Intel Core i3-7320,80.01,2,4.1,4.1,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14 nm,4 MB,DDR4,,"Jan 3rd, 2017",177.19,4856.0,2499.0,Desktop
Intel Core i9-9960X,1399.99,16,3.1,4.4,165,,True,Skylake-X,Socket 2066,14 nm,22 MB,DDR4,,"Oct 19th, 2018",1498.95,30655.0,2631.0,Desktop
Intel Xeon E5-2643 V4,310.0,6,3.4,3.7,135,,True,,,,,,,,,,,
Intel Core 2 Duo E8600,,2,3.33,3.33,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 8th, 2008",,,,
Intel Xeon E5-2670 V2,,10,2.5,3.3,115,,True,Ivy Bridge-EP,Socket 2011,22 nm,25 MB,DDR3,,"Sep 1st, 2013",,,,
Intel Core i5-9500T,,6,2.2,3.7,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,9 MB,DDR4,"Z390, Z370, H370, Q370, B360, B365, H610","Apr 1st, 2018",192.0,8256.0,2200.0,Desktop
Intel Xeon E3-1240 V2,345.0,4,3.4,3.4,69,,True,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"May 14th, 2012",99.99,6301.0,2044.0,Server
Intel Core i7-970,,6,3.2,3.2,130,,True,Gulftown,Socket 1366,32 nm,12 MB,DDR3,,"Jul 19th, 2010",520.0,6499.0,1455.0,Desktop
Intel Core i5-6600T,294.98,4,2.7,3.5,35,Intel HD Graphics 530,False,Skylake,Socket 1151,14 nm,6 MB,,,"Jul 2nd, 2015",121.98,5655.0,2096.0,Desktop
Intel Xeon E3-1240 V5,265.0,4,3.5,3.9,80,,True,Skylake-DT,Socket 1151,14 nm,8 MB,,,"Oct 19th, 2015",,,,
Intel Core i3-8100T,,4,3.1,3.1,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,6 MB,,,"Apr 2nd, 2018",262.83,5291.0,1922.0,Desktop
Intel Core i5-4590T,,4,2.0,2.0,35,Intel HD Graphics 4000,True,Haswell,Socket 1150,22 nm,6 MB,,,"May 11th, 2014",209.95,3982.0,1648.0,Desktop
AMD Ryzen 5 PRO 7645,,6,3.8,5.1,65,Radeon,True,Raphael,Socket AM5,5 nm,32 MB,,,"Jun 13th, 2023",,,,
Intel Core i7-4790T,185.86,4,2.7,3.9,45,,True,Haswell,Socket 1150,22 nm,8 MB,,,"May 1st, 2014",893.0,6291.0,2100.0,Desktop
Intel Xeon E5-2680 V3,,12,2.5,3.3,120,,True,Haswell-EP,Socket 2011-3,22 nm,30 MB,"DDR3, DDR4","C612, X99","Sep 8th, 2014",,,,
Intel Celeron G3920,495.09,2,2.6,2.6,35,Intel HD Graphics 510,False,Skylake,Socket 1151,14 nm,4 MB,"DDR3, DDR4",,"Sep 1st, 2015",1018.0,2310.0,1740.0,Desktop
Intel Core i7-2600S,365.0,4,2.8,2.8,65,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Jan 9th, 2011",284.0,4524.0,1712.0,Desktop
Intel Xeon E3-1241 V3,298.0,4,3.5,3.9,80,,True,Haswell-WS,Socket 1150,22 nm,8 MB,DDR3,"C226, 8 Series, 9 Series","May 11th, 2014",,,,
Intel Core i3-7100T,105.97,2,3.4,3.4,35,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14 nm,3 MB,DDR4,,"Jan 3rd, 2017",149.88,3787.0,2007.0,Desktop
Intel Core i9-9940X,1205.04,14,3.3,4.4,165,,True,Skylake-X,Socket 2066,14 nm,19.25 MB,DDR4,,"Oct 19th, 2018",841.4,28411.0,2647.0,Desktop
AMD Athlon II X2 250,,2,3.0,3.0,65,,False,Regor,Socket AM3,45 nm,,DDR3,,"Jun 2nd, 2009",38.95,1083.0,1155.0,Desktop
Intel Core i3-550,99.99,2,3.2,3.2,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","May 30th, 2010",18.46,1588.0,1342.0,Desktop
Intel Core i3-2130,,2,3.4,3.4,65,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Sep 4th, 2011",67.15,1986.0,1557.0,Desktop
Intel Xeon E5-1620 V2,,4,3.7,3.9,130,,True,Ivy Bridge-E,Socket 2011,22 nm,10 MB,DDR3,,"Sep 10th, 2013",,,,
Intel Core i5-5675C,,4,3.1,3.6,65,Iris Pro Graphics 6200,False,Broadwell,Socket 1150,14 nm,4 MB,DDR3,"Z97, H97","May 15th, 2015",258.34,5548.0,2251.0,Desktop
Intel Xeon E5-2630 V4,478.79,10,2.2,3.1,85,,True,,,,,,,,,,,
Intel Core 2 Extreme QX9775,1495.0,4,3.2,3.2,150,,False,Yorkfield,Socket 771,45 nm,,DDR2,,"Mar 24th, 2008",,,,
Intel Core i5-2310,,4,2.9,2.9,95,Intel HD Graphics 2000,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,,"May 22nd, 2011",77.74,3603.0,1495.0,Desktop
AMD A8-6500,,4,3.5,3.5,65,Radeon HD 8570D,False,Richland,Socket FM2,32 nm,,DDR3,,"Jun 1st, 2013",,,,
Intel Xeon E3-1271 V3,,4,3.6,4.0,80,,True,,,,,,,,,,,
Intel Xeon E5-1620,,4,3.6,3.8,130,,True,Sandy Bridge-E,Socket 2011,32 nm,10 MB,DDR3,,"Mar 6th, 2012",179.91,5871.0,1774.0,Server
AMD Opteron 6378,,16,2.4,3.3,115,,False,Abu Dhabi,Socket G34,32 nm,8 MB,DDR3,,"Nov 5th, 2012",1709.92,5889.0,1127.0,Server
Intel Xeon E5-2695 V4,,18,2.1,3.3,120,,True,,,,,,,,,,,
Intel Core i9-9900X,,10,3.5,4.4,165,,True,Skylake-X,Socket 2066,14 nm,19.25 MB,DDR4,,"Oct 19th, 2018",654.99,21868.0,2604.0,Desktop
AMD A8-7680,,4,3.5,3.8,65,Radeon R7 (on-die),False,Carrizo,Socket FM2+,28 nm,,DDR3,,"Oct 26th, 2018",,,,
Intel Xeon E5-2470V2,529.95,10,2.4,3.2,95,,True,,,,,,,,,,,
Intel Pentium G3460,54.49,2,3.5,3.5,53,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Jul 21st, 2014",65.41,2165.0,1954.0,Desktop
AMD Phenom II X4 955 BE,,4,3.2,3.2,125,,False,Deneb,Socket AM3,45 nm,6 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 23rd, 2009",,,,
Intel Core i7-875K,205.86,4,2.93,2.93,95,,True,Lynnfield,Socket 1156,45 nm,8 MB,DDR3,"H55, H57, P55","May 30th, 2010",368.88,3119.0,1374.0,Desktop
Intel Core i5-2550K,,4,3.4,3.4,95,,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Jan 30th, 2012",148.56,4123.0,1754.0,Desktop
Intel Core i7-980,556.02,6,3.333,3.333,130,,True,Gulftown,Socket 1366,32 nm,12 MB,DDR3,,"Jun 26th, 2011",160.19,7018.0,1558.0,Desktop
Intel Xeon E5-2620 V2,,6,2.1,2.6,80,,True,Ivy Bridge-EP,Socket 2011,22 nm,15 MB,DDR3,,"Sep 1st, 2013",,,,
Intel Core i5-7600T,147.91,4,2.8,3.7,35,Intel HD Graphics 630,False,Kaby Lake,Socket 1151,14 nm,6 MB,DDR4,,"Jan 3rd, 2017",298.0,6073.0,2231.0,Desktop
AMD Phenom II X4 945,,4,3.0,3.0,125,,False,Deneb,Socket AM3,45 nm,6 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jul 22nd, 2009",27.5,2261.0,1226.0,Desktop
AMD A6-3500,,3,2.1,2.1,65,Radeon HD 6530D,False,Llano,Socket FM1,32 nm,,DDR3,"A75, A55","Aug 17th, 2011",,,,
Intel Core i5-4690S,,4,3.2,3.9,65,Intel HD Graphics 4600,False,Haswell,Socket 1150,22 nm,6 MB,DDR3,"Intel 80 Series, Intel 90 Series","May 1st, 2014",138.47,5380.0,2186.0,Desktop
Intel Xeon E5-2667 V2,,8,3.3,4.0,130,,True,Ivy Bridge-EP,Socket 2011,22 nm,20 MB,DDR3,,"Sep 1st, 2013",,,,
AMD A6-9500E,,2,3.0,3.4,35,Radeon R5 (on die),False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Sep 5th, 2016",74.0,1662.0,1493.0,Desktop
Intel Xeon E5-2650L V4,,14,1.7,2.5,65,,True,,,,,,,,,,,
AMD A6-7480,,2,3.5,3.8,65,Radeon R5 (on die),False,Carrizo,Socket FM2+,28 nm,,DDR3,,"Oct 26th, 2018",37.42,1931.0,1638.0,Desktop
Intel Pentium Gold G6600,66.0,2,4.2,4.2,58,Intel UHD Graphics 630,True,Comet Lake,Socket 1200,14 nm,4 MB,DDR4,,"Apr 30th, 2020",107.35,4396.0,2577.0,Desktop
AMD Athlon X4 845,150.0,4,3.5,3.8,65,,False,Carrizo,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Feb 2nd, 2016",73.58,3784.0,1680.0,Desktop
AMD A10-6700,112.76,4,3.7,3.7,65,Radeon HD 8670D,False,Richland,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55","Jun 1st, 2013",,,,
Intel Core i3-4330,96.95,2,3.5,3.5,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,4 MB,DDR3,,"Sep 1st, 2013",123.37,3539.0,1982.0,Desktop
AMD A10-9700E,,4,3.0,3.5,35,Radeon R7 (on-die),False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Jul 27th, 2017",139.0,2896.0,1333.0,Desktop
AMD Phenom II X6 1045T,,6,2.7,2.7,95,,False,Thuban,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2010",45.0,3034.0,1287.0,Desktop
Intel Celeron G5920,59.97,2,3.5,3.5,58,Intel UHD Graphics 610,False,Comet Lake,Socket 1200,14 nm,2 MB,DDR4,,"Apr 30th, 2020",61.99,2482.0,2151.0,Desktop
Intel Core i3-560,129.94,2,3.333,3.333,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Aug 29th, 2010",36.97,1696.0,1379.0,Desktop
Intel Xeon E3-1260L V5,,4,2.9,3.9,45,,True,Skylake-DT,Socket 1151,14 nm,8 MB,"DDR3, DDR4",,"Oct 19th, 2015",,,,
Intel Xeon E3-1225 V3,381.02,4,3.2,3.6,84,Intel HD Graphics P4600,False,Haswell-WS,Socket 1150,22 nm,8 MB,DDR3,"C226, 8 Series, 9 Series","Jun 2nd, 2013",,,,
Intel Xeon E-2236,435.0,6,3.4,4.8,80,,True,Coffee Lake-S WS,Socket 1151,14 nm,12 MB,DDR4,"C242, C246","May 29th, 2019",327.31,14307.0,2851.0,Server
Intel Celeron G4930,96.0,2,3.2,3.2,54,Intel UHD Graphics 610,False,,,,,,,,107.41,2571.0,1999.0,Desktop
Intel Pentium G620,,2,2.6,2.6,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,,"May 22nd, 2011",11.99,1207.0,1203.0,Desktop
AMD A8-3870K,,4,3.0,3.0,100,Radeon HD 6550D,False,Llano,Socket FM1,32 nm,,DDR3,"A75, A55","Dec 20th, 2011",,,,
AMD Athlon X4 760K,,4,3.8,4.1,100,,False,Richland,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55","Jun 1st, 2013",,,,
Intel Xeon E3-1240L V5,,4,2.1,3.2,25,,True,Skylake-DT,Socket 1151,14 nm,8 MB,"DDR3, DDR4",,"Oct 19th, 2015",,,,
Intel Core i5-3570S,,4,3.1,3.8,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Jun 1st, 2012",66.9,4620.0,1996.0,Desktop
Intel Xeon E-2288G,,8,3.7,5.0,95,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,16 MB,DDR4,"C242, C246","May 29th, 2019",539.0,17313.0,2927.0,Server
Intel Core 2 Duo E6400,35.0,2,2.13,2.13,65,,False,Conroe,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jul 27th, 2006",,,,
Intel Xeon E5-2630 V2,,6,2.6,3.1,80,,True,Ivy Bridge-EP,Socket 2011,22 nm,15 MB,DDR3,,"Sep 1st, 2013",,,,
Intel Xeon E5-2660 V2,,10,2.2,3.0,95,,True,Ivy Bridge-EP,Socket 2011,22 nm,25 MB,DDR3,,"Sep 1st, 2013",,,,
Intel Core i3-6100T,289.95,2,3.2,3.2,35,Intel HD Graphics 530,True,Skylake,Socket 1151,14 nm,3 MB,"DDR3, DDR4",,"Sep 1st, 2015",999.0,3617.0,1891.0,Desktop
Intel Core i3-2120T,,2,2.6,2.6,35,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Sep 4th, 2011",133.89,1486.0,1144.0,Desktop
Intel Xeon E3-1270 V2,,4,3.5,3.5,69,,True,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"May 14th, 2012",84.99,6431.0,2064.0,Server
Intel Xeon E3-1265L V3,398.95,4,2.5,3.7,45,Intel HD Graphics,True,Haswell-WS,Socket 1150,22 nm,8 MB,"DDR3, DDR4",,"Jun 2nd, 2013",,,,
Intel Core i3-6300T,90.03,2,3.3,3.3,35,Intel HD Graphics 530,True,,,,,,,,140.59,4040.0,2055.0,Desktop
Intel Core i3-6320,106.6,2,3.9,3.9,51,Intel HD Graphics 530,True,Skylake,Socket 1151,14 nm,4 MB,DDR4,,"Sep 1st, 2015",145.0,4372.0,2343.0,Desktop
Intel Core 2 Quad Q8400,149.99,4,2.66,2.66,95,,False,Yorkfield,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Apr 19th, 2009",,,,
Intel Core i3-4340,94.88,2,3.6,3.6,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,4 MB,DDR3,,"Sep 1st, 2013",149.99,3506.0,2027.0,Desktop
AMD A10-6790K,,4,4.0,4.3,100,Radeon HD 8670D,False,Richland,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55","Oct 28th, 2013",,,,
AMD A4-6300B,49.95,2,3.7,3.9,65,Radeon HD 8370D,False,Richland,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55","Jun 1st, 2013",,,,
Intel Xeon E3-1246 V3,,4,3.5,3.9,84,Intel HD Graphics P4600,True,,,,,,,,,,,
Intel Xeon E5-2650L V2,,10,1.7,2.1,70,,True,Ivy Bridge-EP,Socket 2011,22 nm,25 MB,DDR3,,"Sep 1st, 2013",,,,
AMD Athlon X4 870K,,4,3.9,4.1,95,,False,Godaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H",Dec-15,40.28,3383.0,1543.0,Desktop
AMD A4-3300,76.86,2,2.5,2.5,65,Radeon HD 6410D,False,Llano,Socket FM1,32 nm,,DDR3,"A75, A55","Sep 7th, 2011",,,,
Intel Pentium G3250,65.72,2,3.2,3.2,53,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Jul 21st, 2014",75.0,1928.0,1811.0,Desktop
Intel Xeon E3-1245 V6,629.95,4,3.7,4.1,73,Intel HD Graphics P630,True,,,,,,,,,,,
Intel Core i3-540,149.94,2,3.06,3.06,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",179.95,1516.0,1264.0,Desktop
Intel Core i7-975,,4,3.33,3.33,130,,True,Bloomfield,Socket 1366,45 nm,8 MB,DDR3,,"Jun 2nd, 2009",770.0,3370.0,1508.0,Desktop
AMD 5150,,4,1.6,1.6,25,Radeon HD 8400,False,Richland,Socket FS1r2,32 nm,,DDR3,,"Mar 12th, 2013",,,,
Intel Xeon E5-2690,,8,2.9,3.8,135,,True,Sandy Bridge-EP,Socket 2011,32 nm,20 MB,DDR3,,"Mar 6th, 2012",135.4,9832.0,1657.0,Server
Intel Core i7-9700T,,8,2.0,4.3,35,Intel HD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,12 MB,DDR4,,"Apr 23rd, 2019",323.0,10736.0,2445.0,Desktop
Intel Core i9-9920X,,12,3.5,4.4,165,,True,Skylake-X,Socket 2066,14 nm,19.25 MB,DDR4,,"Oct 19th, 2018",999.0,25291.0,2621.0,Desktop
Intel Xeon E-2286G,1427.23,6,4.0,4.9,95,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,12 MB,DDR4,"C242, C246","May 29th, 2019",551.26,14384.0,2846.0,Server
AMD Athlon II X3 450,,3,3.2,3.2,95,,False,,,,,,,,28.02,1763.0,1292.0,Desktop
Intel Xeon E3-1220 V2,,4,3.1,3.1,69,,False,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"May 14th, 2012",93.0,4691.0,1898.0,Server
Intel Xeon E3-1275 V2,374.0,4,3.5,3.5,77,Intel HD Graphics P4000,True,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"May 14th, 2012",384.24,6613.0,2151.0,Server
Intel Core i5-6400T,,4,2.2,2.8,35,Intel HD Graphics 530,False,,,,,,,,159.99,4302.0,1652.0,Desktop
Intel Xeon E3-1270 V5,,4,3.6,4.0,80,,True,Skylake-DT,Socket 1151,14 nm,8 MB,"DDR3, DDR4",,"Oct 19th, 2015",,,,
Intel Core 2 Duo E6550,149.94,2,2.33,2.33,65,,False,Conroe,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jul 1st, 2007",,,,
Intel Core i5-3330S,229.95,4,2.7,3.2,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Sep 3rd, 2012",199.95,3810.0,1691.0,Desktop
Intel Xeon E-2104G,336.75,4,3.2,3.2,65,Intel HD Graphics P630,False,Coffee Lake-S WS,Socket 1151,14 nm,8 MB,DDR4,"C242, C246","Jul 12th, 2018",510.0,6057.0,1963.0,Server
Intel Xeon E-2274G,567.99,4,4.0,4.9,83,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,8 MB,DDR4,"C242, C246","May 29th, 2019",334.0,9660.0,2758.0,Server
AMD Athlon II X4 620,59.49,4,2.6,2.6,95,,False,Propus,Socket AM3,45 nm,,DDR3,,"Sep 16th, 2009",54.95,1934.0,1054.0,Desktop
AMD A8-3850,80.0,4,2.9,2.9,100,Radeon HD 6550D,False,Llano,Socket FM1,32 nm,,DDR3,"A75, A55","Jun 30th, 2011",,,,
Intel Pentium E2140,79.95,2,1.6,1.6,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jun 3rd, 2007",79.95,549.0,605.0,Desktop
Intel Core 2 Extreme QX6850,449.95,4,3.0,3.0,130,,False,Kentsfield,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jul 15th, 2007",,,,
Intel Core i3-3225,,2,3.3,3.3,55,Intel HD Graphics 4000,True,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,,"Sep 3rd, 2012",200.0,2222.0,1688.0,Desktop
AMD A4-5300,,2,3.4,3.4,65,Radeon HD 7480D,False,Trinity,Socket FM2,32 nm,,,,"Oct 2nd, 2012",,,,
AMD FX-4130,,4,3.8,3.8,125,,False,Zambezi,Socket AM3+,32 nm,8 MB,,,"Aug 27th, 2012",,,,
Intel Xeon E5-2687W,,8,3.1,3.8,150,,True,Sandy Bridge-EP,Socket 2011,32 nm,20 MB,,,"Mar 6th, 2012",192.0,9796.0,1693.0,Server
Intel Core i3-3245,115.0,2,3.4,3.4,55,Intel HD Graphics 4000,True,,,,,,,,149.0,2480.0,1835.0,Desktop
Intel Xeon E5-1650,,6,3.2,3.8,130,,True,Sandy Bridge-E,Socket 2011,32 nm,12 MB,,,"Mar 6th, 2012",112.0,8113.0,1745.0,Server
Intel Xeon E5-2650L,189.95,8,1.8,2.3,70,,True,Sandy Bridge-EP,Socket 2011,32 nm,20 MB,,,"Mar 6th, 2012",49.0,5929.0,1091.0,Server
Intel Pentium G4620,,2,3.7,3.7,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14 nm,3 MB,,,"Jan 3rd, 2017",146.0,3777.0,2268.0,Desktop
Intel Core i3-7300,,2,4.0,4.0,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14 nm,4 MB,,,"Jan 3rd, 2017",299.99,4703.0,2423.0,Desktop
Intel Core i5-8600T,,6,2.3,3.7,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,9 MB,,,"Apr 2nd, 2018",199.99,8227.0,2180.0,Desktop
Intel Celeron 440,,1,2.0,2.0,35,,False,Conroe-L,Socket 775,65 nm,,,,"Jun 3rd, 2007",49.99,368.0,444.0,Desktop
Intel Core i3-2105,,2,3.1,3.1,65,Intel HD Graphics 3000,True,Sandy Bridge,Socket 1155,32 nm,3 MB,,,"May 22nd, 2011",113.0,1871.0,1387.0,Desktop
Intel Xeon E3-1225 V5,295.0,4,3.3,3.7,80,Intel HD Graphics P530,False,Skylake-DT,Socket 1151,14 nm,8 MB,,,"Oct 19th, 2015",,,,
Intel Pentium G630,,2,2.7,2.7,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,3 MB,,,"Sep 4th, 2011",14.99,1277.0,1225.0,Desktop
Intel Pentium G3240,,2,3.1,3.1,53,Intel HD Graphics,False,,,,,,,,116.99,1919.0,1749.0,Desktop
Intel Core 2 Quad Q8200,,4,2.33,2.33,95,,False,Yorkfield,Socket 775,45 nm,,,,"Aug 31st, 2008",,,,
Intel Core 2 Quad Q8300,,4,2.5,2.5,95,,False,Yorkfield,Socket 775,45 nm,,,,"Nov 30th, 2008",,,,
AMD Athlon II X2 270,,2,3.4,3.4,65,,False,Regor,Socket AM3,45 nm,,,,"Jul 1st, 2011",19.99,1234.0,1353.0,Desktop
Intel Celeron G1620,,2,2.7,2.7,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22 nm,2 MB,,,"Dec 3rd, 2012",70.27,1466.0,1407.0,Desktop
Intel Xeon E3-1240 V3,,4,3.4,3.8,80,,True,Haswell-WS,Socket 1150,22 nm,8 MB,,,"Jun 2nd, 2013",,,,
Intel Xeon E5-4650,,8,2.7,3.3,130,,True,Sandy Bridge-EP,Socket 2011,32 nm,20 MB,,,"May 14th, 2012",78.19,8630.0,1476.0,Server
Intel Xeon E5-2650 V3,,10,2.3,3.0,105,,True,Haswell-EP,Socket 2011-3,22 nm,25 MB,,,"Sep 8th, 2014",,,,
Intel Core i3-10325,,4,3.9,4.7,65,Intel UHD Graphics 630,True,Comet Lake-R,Socket 1200,14 nm,8 MB,,,"Mar 16th, 2021",154.0,10308.0,2890.0,Desktop
AMD Ryzen 7 PRO 7745,,8,3.8,5.3,65,Radeon,True,Raphael,Socket AM5,5 nm,32 MB,DDR5,"X670E, X670, B650E, B650, A620","Jun 13th, 2023",,,,
Intel Core i7-965,798.95,4,3.2,3.2,130,,True,Bloomfield,Socket 1366,45 nm,8 MB,DDR3,,"Nov 17th, 2008",90.97,3288.0,1452.0,Desktop
AMD Phenom II X4 925,,4,2.8,2.8,95,,False,Deneb,Socket AM3,45 nm,6 MB,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","May 11th, 2009",21.0,2173.0,1156.0,Desktop
AMD Phenom II X4 940 BE,,4,3.0,3.0,125,,False,Deneb,Socket AM2+,45 nm,6 MB,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 8th, 2009",,,,
Intel Core 2 Duo E7400,,2,2.8,2.8,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Oct 10th, 2008",,,,
AMD Athlon X4 740,,4,3.2,3.2,65,,False,Trinity,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55","Oct 2nd, 2012",,,,
Intel Core i7-3770T,,4,2.5,3.7,45,Intel HD Graphics 4000,True,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"Apr 29th, 2012",156.59,5573.0,1933.0,Desktop
Intel Celeron G5905T,,2,3.3,3.3,35,Intel UHD Graphics 610,False,,,,,,,,42.0,2310.0,1996.0,Desktop
AMD Opteron 6328,715.11,8,3.2,3.8,115,,False,,,,,,,,343.46,5246.0,1433.0,Server
AMD Athlon II X4 635,63.14,4,2.9,2.9,95,,False,Propus,Socket AM3,45 nm,,,,"Jan 25th, 2010",19.97,2108.0,1141.0,Desktop
Intel Xeon E5-2620,58.0,6,2.0,2.0,95,,True,Sandy Bridge-EP,Socket 2011,32 nm,15 MB,,,"Mar 6th, 2012",75.65,5280.0,1112.0,Server
Intel Xeon E3-1220 V6,360.0,4,3.0,3.5,72,,False,,,,,,,,,,,
Intel Core 2 Duo E4500,,2,2.2,2.2,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jul 22nd, 2007",,,,
AMD Sempron 145,,1,2.8,2.8,45,,False,Sargas,Socket AM3,45 nm,,DDR3,,"Sep 1st, 2010",35.99,505.0,989.0,Desktop
AMD FX-6200,,6,3.8,3.8,125,,False,Zambezi,Socket AM3+,32 nm,8 MB,DDR3,,"Feb 27th, 2012",,,,
AMD A4-4000,,2,3.0,3.0,65,Radeon HD 7480D,False,Richland,Socket FM2,32 nm,,DDR3,,May-13,,,,
AMD Athlon X4 750K,,4,3.4,3.4,100,,False,Trinity,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55","Oct 2nd, 2012",,,,
Intel Core i3-4360,,2,3.7,3.7,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,4 MB,DDR3,,"May 1st, 2014",199.88,3688.0,2067.0,Desktop
