name,price,capacity,price_per_gb,type,cache,form_factor,interface,speed
Verbatim Vi3000,38.92,256,0.152,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Timetec 35TTFP6PCIE,,2000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate Exos 7E8,95,1000,0.095,7200,256,3.5,SATA 6.0 Gb/s,160
Toshiba MG06ACA600E,159.99,6000,0.027,7200,256,3.5,SATA 6.0 Gb/s,160
Toshiba XG6,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Hitachi Ultrastar He8,249,8000,0.031,7200,128,3.5,SATA 6.0 Gb/s,160
Seagate BarraCuda 120,,500,,SSD,0,2.5,SATA 6.0 Gb/s,550
Netac NV5000-N,,1000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Lexar NM700,,256,,SSD,0,2.5,SATA 6.0 Gb/s,550
KIOXIA BG5,,512,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
GeIL Zenith P4L,,512,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Solidigm P41 Plus,54.99,512,0.107,SSD,0,M.2-2230,M.2 PCIe 4.0 X4,7000
Addlink A95,269.99,4000,0.067,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Purple Surveillance,129.99,6000,0.022,5400,256,3.5,SATA 6.0 Gb/s,160
KIOXIA BG5,,1000,,SSD,0,M.2-2230,M.2 PCIe 4.0 X4,7000
HP FX900,54.99,1000,0.055,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Intel D3-S4520,112.85,960,0.118,SSD,0,2.5,SATA 6.0 Gb/s,550
Netac NV7000-t,,2000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Gold,79.99,1000,0.08,7200,128,3.5,SATA 6.0 Gb/s,160
Toshiba X300,282.91,14000,0.02,7200,512,3.5,SATA 6.0 Gb/s,160
Seagate BarraCuda,86,500,0.172,7200,16,3.5,SATA 3.0 Gb/s,160
Seagate ST1000NX0313,85,1000,0.085,7200,128,2.5,SATA 6.0 Gb/s,160
Intel Pro 6000p,104.19,128,0.814,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Toshiba X300,,16000,,7200,512,3.5,SATA 6.0 Gb/s,160
Mushkin ELEMENT,39.99,1000,0.04,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital RE2-GP,58.28,1000,0.058,7200,16,3.5,SATA 3.0 Gb/s,160
Verbatim Verbatim SATA III,50,120,0.417,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba MQ01ABD075,,750,,5400,8,2.5,SATA 3.0 Gb/s,160
Western Digital RE,64.98,500,0.13,7200,64,3.5,SATA 6.0 Gb/s,160
Intel SSDSC2BB080G601,98.94,80,1.237,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Blue Mobile,19.98,320,0.062,5400,16,2.5,SATA 6.0 Gb/s,160
Seagate Nytro Enterprise,399,960,0.416,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel D3-S4510,65.75,240,0.274,SSD,0,2.5,SATA 6.0 Gb/s,550
Kingston DC500R,93.86,960,0.098,SSD,0,2.5,SATA 6.0 Gb/s,550
PNY XLR8 CS2311,106.14,500,0.212,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Exos 7E8,99.99,3000,0.033,7200,256,3.5,SATA 6.0 Gb/s,160
Synology SNV3000,,400,,SSD,0,M.2-22110,M.2 PCIe 3.0 X4,3500
Kingston DC1000B,100.89,480,0.21,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Verbatim Vi560,69.69,1000,0.07,SSD,0,M.2,M.2 SATA,550
Intel D3-S4620,448.99,3840,0.117,SSD,0,2.5,SATA 6.0 Gb/s,550
VisionTek DLX4 Pro,115.99,1000,0.116,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Caviar Blue,,320,,7200,32,3.5,SATA 6.0 Gb/s,160
Western Digital Caviar Green,,640,,5400,64,3.5,SATA 3.0 Gb/s,160
Western Digital Caviar Green,138.63,750,0.185,5400,16,3.5,SATA 3.0 Gb/s,160
Western Digital Scorpio Blue,45,160,0.281,5400,8,2.5,SATA 3.0 Gb/s,160
Hitachi 7K1000.C,,320,,7200,16,3.5,SATA 3.0 Gb/s,160
Hitachi 7K1000.C,91.8,250,0.367,7200,8,3.5,SATA 3.0 Gb/s,160
Hitachi E7K1000,67,500,0.134,7200,32,3.5,SATA 3.0 Gb/s,160
Samsung Spinpoint F1 DT,,500,,7200,16,3.5,SATA 3.0 Gb/s,160
OCZ Colossus,,500,,SSD,128,3.5,SATA 3.0 Gb/s,300
Western Digital Caviar Black,,1000,,7200,32,3.5,SATA 3.0 Gb/s,160
Seagate Constellation ES,,2000,,7200,64,3.5,SATA 3.0 Gb/s,160
Seagate Barracuda LP,229,1000,0.229,5900,32,3.5,SATA 3.0 Gb/s,300
Seagate SV35.5,,1000,,7200,32,3.5,SATA 3.0 Gb/s,160
Seagate Pipeline HD,,320,,5900,8,3.5,SATA 3.0 Gb/s,300
Western Digital Caviar Blue,78.98,750,0.105,7200,32,3.5,SATA 6.0 Gb/s,160
Western Digital VelociRaptor,199.95,300,0.667,10000,16,3.5,SATA 3.0 Gb/s,300
Kingston SSDNow V+ 100E,,128,,SSD,0,2.5,SATA 3.0 Gb/s,300
Western Digital Caviar SE16,,320,,7200,16,3.5,SATA 3.0 Gb/s,160
Seagate Constellation ES,28.4,500,0.057,7200,32,3.5,SATA 3.0 Gb/s,160
Western Digital Caviar Black,,750,,7200,64,3.5,SATA 6.0 Gb/s,160
Hitachi Deskstar,,3000,,7200,64,3.5,SATA 6.0 Gb/s,160
Western Digital Caviar Black,,1500,,7200,64,3.5,SATA 6.0 Gb/s,160
Seagate Momentus,,750,,7200,16,2.5,SATA 3.0 Gb/s,160
OCZ Agility 3,89.95,60,1.499,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba MK1656GSY,,160,,7200,16,2.5,SATA 3.0 Gb/s,160
Western Digital AV-GP,81.63,3000,0.027,5400,64,3.5,SATA 3.0 Gb/s,160
Toshiba MK2576GSX,29.97,250,0.12,5400,8,2.5,SATA 3.0 Gb/s,160
SanDisk Ultra,,120,,SSD,0,2.5,SATA 3.0 Gb/s,300
Kingston HyperX,199.99,120,1.667,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital VelociRaptor,,150,,10000,32,3.5,SATA 6.0 Gb/s,550
Hitachi Travelstar Z5K320,,160,,5400,8,2.5,SATA 3.0 Gb/s,160
Corsair Force GT,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital AV-GP,,1000,,7200,16,3.5,SATA 6.0 Gb/s,160
Hitachi Travelstar 7K750,76.73,750,0.102,7200,16,2.5,SATA 3.0 Gb/s,160
OCZ Agility 3,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung 830,,128,,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Momentus XT,95,750,0.127,7200,32,2.5,SATA 6.0 Gb/s,160
Crucial M4,,256,,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel 520,690,480,1.438,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital AV-GP,,500,,5400,32,3.5,SATA 6.0 Gb/s,160
ADATA XPG SX900,,128,,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Constellation ES.2,130,2000,0.065,7200,64,3.5,SATA 6.0 Gb/s,160
Intel 330,188.67,120,1.572,SSD,0,2.5,SATA 6.0 Gb/s,550
Corsair Force GS,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
PNY XLR8,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba MK3259GSXP,,320,,5400,8,2.5,SATA 3.0 Gb/s,160
Kingston SSDNow V+200,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
Corsair Neutron GTX,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
Hitachi Ultrastar 7K4000,,3000,,7200,64,3.5,SATA 6.0 Gb/s,160
OCZ Agility 3,,512,,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung 840,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung 840,,250,,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Barracuda 7200.10,,80,,7200,2,3.5,SATA 3.0 Gb/s,160
Mushkin Chronos,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Kingston SSDNow V300,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
Kingston SSDNow V300,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung ST250DM001/HD253GJ,,250,,7200,16,3.5,SATA 3.0 Gb/s,160
Intel DC S3500,282,480,0.588,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Momentus XT,,750,,,32,2.5,SATA 6.0 Gb/s,550
Lenovo 0A65633,52.99,1000,0.053,5400,8,2.5,SATA 3.0 Gb/s,160
Seagate ST3000VM002,,3000,,5900,64,3.5,SATA 6.0 Gb/s,550
Hitachi Deskstar 7K4000,,4000,,7200,64,3.5,SATA 6.0 Gb/s,160
Toshiba Q,,128,,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung 840 Pro,,512,,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba DT01ACA,,2000,,7200,64,3.5,SATA 6.0 Gb/s,160
Toshiba MG03ACA,,3000,,7200,64,3.5,SATA 6.0 Gb/s,160
Seagate Barracuda ES.2,,500,,7200,32,3.5,SATA 3.0 Gb/s,160
Western Digital Black,62.7,320,0.196,7200,16,2.5,SATA 6.0 Gb/s,160
Western Digital WD3200BPVT/BVVT/BEVT,,320,,5400,8,2.5,SATA 3.0 Gb/s,160
Kingston KC300,239.99,480,0.5,SSD,0,2.5,SATA 6.0 Gb/s,550
SanDisk X210,,250,,SSD,0,2.5,SATA 6.0 Gb/s,550
Corsair Force LS,,240,,SSD,512,2.5,SATA 6.0 Gb/s,550
Kingston SSDNow KC300,145.16,240,0.605,SSD,0,2.5,SATA 6.0 Gb/s,550
SanDisk X210,,512,,SSD,0,2.5,SATA 6.0 Gb/s,550
PNY Optima,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Transcend SSD370,,128,,SSD,0,2.5,SATA 6.0 Gb/s,550
Transcend SSD370,198.77,512,0.388,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Red,,5000,,5400,64,3.5,SATA 6.0 Gb/s,160
SanDisk X300S,,512,,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel 530,73.5,80,0.919,SSD,0,M.2,M.2 SATA,550
Transcend MTS800,123.64,256,0.483,SSD,0,M.2,M.2 SATA,550
Hitachi Ultrastar A7K2000,,1000,,7200,32,3.5,SATA 3.0 Gb/s,160
TEAMGROUP Dark L3,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate ST6000NM0044,,6000,,7200,128,3.5,SATA 6.0 Gb/s,160
Hitachi He6,,6000,,7200,64,3.5,SATA 6.0 Gb/s,160
Edge Tech Boost Pro Slim,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung 845DC PRO,,400,,SSD,512,2.5,SATA 6.0 Gb/s,550
Seagate Enterprise NAS,,3000,,7200,128,3.5,SATA 6.0 Gb/s,160
Crucial MX200,,250,,SSD,0,M.2,M.2 SATA,550
Crucial MX200,,500,,SSD,0,M.2,M.2 SATA,550
HP 691862-B21,,100,,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung PM853T Data Center,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel DC S3710,355,400,0.887,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel DC S3500,,1200,,SSD,0,2.5,SATA 6.0 Gb/s,550
Mushkin ECO2,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
OCZ Vector 180,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
Kingston Savage,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Mushkin Reactor,,256,,SSD,0,2.5,SATA 6.0 Gb/s,550
Silicon Power S60,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Surveillance HDD,,4000,,5900,64,3.5,SATA 6.0 Gb/s,550
ADATA Premier SP600NS34,,256,,SSD,0,M.2-2242,M.2 SATA,550
G.Skill Phoenix FTL,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
Patriot Blast,,120,,SSD,256,2.5,SATA 6.0 Gb/s,550
SanDisk Z400s,,256,,SSD,0,M.2,M.2 SATA,550
Western Digital RE,328,5000,0.066,7200,128,3.5,SATA 6.0 Gb/s,160
Zotac Premium Edition,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Crucial BX200,251.99,960,0.262,SSD,0,2.5,SATA 6.0 Gb/s,550
OCZ TRION 150,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
Mushkin ECO3,,480,,SSD,512,2.5,SATA 6.0 Gb/s,550
Western Digital Gold,276.45,8000,0.035,7200,128,3.5,SATA 6.0 Gb/s,160
Western Digital Red Pro,,5000,,7200,128,3.5,SATA 6.0 Gb/s,160
AMD Radeon R3,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
AMD Radeon R3,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung PM951,,128,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Samsung SM961,,128,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Toshiba VX500,,256,,SSD,0,2.5,SATA 6.0 Gb/s,550
MyDigitalSSD BPX,,512,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Intel Pro 5400s,480,360,1.333,SSD,0,2.5,SATA 6.0 Gb/s,550
SanDisk Z410,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba X300,,4000,,7200,128,3.5,SATA 6.0 Gb/s,160
ADATA SU900,,1000,,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA XPG SX7000,,512,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Silicon Power Slim S55,34.99,240,0.146,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Purple,202.25,8000,0.025,5400,128,3.5,SATA 6.0 Gb/s,160
TEAMGROUP L5 LITE 3D,,1000,,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba MD04ACA500,,5000,,7200,128,3.5,SATA 6.0 Gb/s,160
Kingston UV500B,,960,,SSD,0,2.5,SATA 6.0 Gb/s,550
TEAMGROUP T-Force Delta RGB,,1000,,SSD,0,2.5,SATA 6.0 Gb/s,550
TEAMGROUP L5 LITE,,60,,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA XPG GAMMIX S11,,480,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
ADATA XPG GAMMIX S11,,240,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
HP S600,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA XPG SX850,,128,,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA SU655,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Enterprise Capacity,76.09,1000,0.076,7200,128,2.5,SATA 6.0 Gb/s,160
Seagate Enterprise Capacity,223.99,1000,0.224,7200,128,2.5,SATA 6.0 Gb/s,160
Seagate IronWolf Pro,,6000,,7200,256,3.5,SATA 6.0 Gb/s,160
Seagate Barracuda Compute,,2000,,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Barracuda Compute,,250,,SSD,0,2.5,SATA 6.0 Gb/s,550
Patriot VPN100,,512,,SSD,512,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP T-Force Vulcan,,250,,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel Pro 7600p,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
SanDisk X600,,128,,SSD,0,M.2,M.2 SATA,550
Micron 2200,,512,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Purple,238.34,10000,0.024,7200,256,3.5,SATA 6.0 Gb/s,160
TEAMGROUP T-Force Delta Max RGB,,250,,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel D3-S4610,98.95,480,0.206,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel DC S3500,135,240,0.562,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate FireCuda 510,,250,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Pioneer APS-SE20G-1T,169.87,1000,0.17,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Kingston DC450R,86.39,960,0.09,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate SkyHawk AI,229,8000,0.029,7200,256,3.5,SATA 6.0 Gb/s,160
Toshiba Slim L200,,500,,5400,8,2.5,SATA 6.0 Gb/s,160
Samsung PM871b,,128,,SSD,0,2.5,SATA 6.0 Gb/s,550
Centon MP Essential,33.99,240,0.142,SSD,0,2.5,SATA 6.0 Gb/s,550
Inland Professional,,2000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP T-Force Cardea Zero Z340,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Synology SNV3000,,400,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP Cardea II,,512,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP Cardea II,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate BarraCuda Q1,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
Sabrent Rocket 4.0,,2000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Sabrent Rocket 4.0,,500,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Acer SA100,,1920,,SSD,0,2.5,SATA 6.0 Gb/s,550
Mushkin Helix-LT,,500,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Mushkin ALPHA,,4000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Silicon Power XD80,,256,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
HP EX900 Pro,,256,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
HP EX900 Pro,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Addlink A95,,2000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Addlink S95,,1000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Addlink S20,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital PC SN730,,512,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP MP34Q,,2000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
KIOXIA EXCERIA PLUS,458.99,2000,0.229,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
ADATA Legend 740,,500,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP T-Force Cardea Zero Z340,,2000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Klevv NEO N610,92.65,1000,0.093,SSD,0,2.5,SATA 6.0 Gb/s,550
Klevv CRAS C700 RGB,,240,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Patriot Viper Gaming VP4100,,500,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Verbatim Vi3000,201.86,2000,0.101,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
HP S650,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
HP S750,,1000,,SSD,0,2.5,SATA 6.0 Gb/s,550
Timetec 35TTFP6PCIE,,256,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Timetec 30TT253X2,,256,,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA ISSS333-512GD,,512,,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba MG05ACA800A,,8000,,7200,128,3.5,SATA 6.0 Gb/s,160
Toshiba L200,,2000,,5400,128,2.5,SATA 6.0 Gb/s,160
Leven JS300,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
V7 S6000,,512,,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel D3-S4620,289.89,1920,0.151,SSD,0,2.5,SATA 6.0 Gb/s,550
MSI SPATIUM M460 HS,,1000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
ADATA LEGEND 700 GOLD,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Leven JPS600,,512,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Netac NV5000-t,,500,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Lexar NM760,,2000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Timetec 35TTTNGE4NVME-512G,,512,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
KIOXIA BG5 SED,,256,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
KIOXIA BG5,,256,,SSD,0,M.2-2230,M.2 PCIe 4.0 X4,7000
Lexar NM790,,512,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Micron 5210 ION,,3840,,SSD,0,2.5,SATA 6.0 Gb/s,550
Micron 2400,,2000,,SSD,0,M.2-2230,M.2 PCIe 4.0 X4,7000
KIOXIA BG5 SED,44.99,256,0.176,SSD,0,M.2-2230,M.2 PCIe 4.0 X4,7000
Seagate SkyHawk Surveillance,205.99,10000,0.021,7200,256,3.5,SATA 6.0 Gb/s,160
Toshiba N300 Pro,144.99,6000,0.024,7200,256,3.5,SATA 6.0 Gb/s,160
Kingston DC500M,328.28,3840,0.085,SSD,0,2.5,SATA 6.0 Gb/s,550
PNY CS2240,68.28,1000,0.068,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Scorpio Black,22.99,320,0.072,7200,16,2.5,SATA 3.0 Gb/s,160
Western Digital AV-GP,79.52,250,0.318,5400,8,3.5,SATA 3.0 Gb/s,160
Intel 320,99,40,2.475,SSD,0,2.5,SATA 3.0 Gb/s,300
OCZ TRION 150,774.59,960,0.807,SSD,0,2.5,SATA 6.0 Gb/s,550
Mushkin Source,289.26,2000,0.145,SSD,2048,2.5,SATA 6.0 Gb/s,550
Lenovo 5300,525,960,0.547,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba MG08,299.39,14000,0.021,7200,512,3.5,SATA 6.0 Gb/s,160
Kingston HyperX,694.64,240,2.894,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung Spinpoint M8,,320,,5400,8,2.5,SATA 3.0 Gb/s,160
OCZ Vertex 460,200,120,1.667,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba MQ02ABF100,55,1000,0.055,5400,16,2.5,SATA 6.0 Gb/s,160
Intel DC S3710,688,1200,0.573,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel DC S3610,,200,,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel 535,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Avexir S100,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Enterprise Capacity,90.1,1000,0.09,7200,128,3.5,SATA 6.0 Gb/s,160
Western Digital AV,22,320,0.069,5400,0,2.5,SATA 6.0 Gb/s,160
Lexar NS200,59.99,240,0.25,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate SkyHawk AI,269,10000,0.027,7200,256,3.5,SATA 6.0 Gb/s,160
Sony Optiarc,37.95,240,0.158,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate EXOS Enterprise,318,6000,0.053,7200,256,3.5,SATA 6.0 Gb/s,160
Toshiba N300 Pro,189.99,8000,0.024,7200,256,3.5,SATA 6.0 Gb/s,160
Kingston DC500R,75.47,480,0.157,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba S300 Pro,253.99,8000,0.032,7200,256,3.5,SATA 6.0 Gb/s,160
Toshiba S300,186.99,6000,0.031,5400,256,3.5,SATA 6.0 Gb/s,160
Intel D3-S4520,175,1920,0.091,SSD,0,2.5,SATA 6.0 Gb/s,550
Addlink S90 Lite,34.44,512,0.067,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital RE3,59,500,0.118,7200,16,3.5,SATA 3.0 Gb/s,160
Western Digital Caviar Black,,750,,7200,32,3.5,SATA 3.0 Gb/s,160
Western Digital Scorpio Black,91.6,160,0.573,7200,16,2.5,SATA 3.0 Gb/s,160
Western Digital Scorpio Blue,142.5,640,0.223,5400,8,2.5,SATA 3.0 Gb/s,160
Western Digital AV-GP,,1000,,5400,32,3.5,SATA 3.0 Gb/s,160
Hitachi A7K1000-750,38.99,750,0.052,7200,32,3.5,SATA 3.0 Gb/s,160
Hitachi 7K1000.B,38.29,160,0.239,7200,8,3.5,SATA 3.0 Gb/s,160
Seagate BarraCuda,,1000,,5900,32,3.5,SATA 3.0 Gb/s,300
Samsung Spinpoint F3 EG,,1000,,5400,32,3.5,SATA 3.0 Gb/s,160
Samsung Spinpoint F3,,250,,7200,8,3.5,SATA 3.0 Gb/s,160
Samsung Spinpoint F3,,160,,7200,8,3.5,SATA 3.0 Gb/s,160
Samsung Spinpoint F1 EG,,1000,,5400,32,3.5,SATA 3.0 Gb/s,160
Samsung Spinpoint M7,,120,,5400,8,2.5,SATA 3.0 Gb/s,160
OCZ Vertex 2,,200,,SSD,0,2.5,SATA 3.0 Gb/s,300
OCZ Vertex 2,,120,,SSD,0,2.5,SATA 3.0 Gb/s,300
Seagate Barracuda LP,,1500,,5900,32,3.5,SATA 3.0 Gb/s,300
Seagate BarraCuda,85,160,0.531,7200,8,3.5,SATA 3.0 Gb/s,160
Western Digital Caviar Blue,,500,,7200,16,3.5,SATA 3.0 Gb/s,160
Kingston SSDNow V+,,128,,SSD,0,2.5,SATA 3.0 Gb/s,300
Intel X25-M,155,80,1.938,SSD,0,2.5,SATA 3.0 Gb/s,300
Intel X25-M,349.95,120,2.916,SSD,0,2.5,SATA 3.0 Gb/s,300
ADATA S599,,40,,SSD,0,2.5,SATA 3.0 Gb/s,300
Corsair Force,,120,,SSD,0,2.5,SATA 3.0 Gb/s,300
Corsair Force,,240,,SSD,0,2.5,SATA 3.0 Gb/s,300
ADATA S599,,128,,SSD,0,2.5,SATA 3.0 Gb/s,300
Samsung 470,,256,,SSD,0,2.5,SATA 3.0 Gb/s,300
Western Digital Caviar Green,,3000,,5400,64,3.5,SATA 3.0 Gb/s,160
Kingston SSDNow V,,128,,SSD,0,2.5,SATA 3.0 Gb/s,300
OCZ Vertex,,30,,SSD,0,2.5,SATA 3.0 Gb/s,300
Seagate SV35,,1000,,7200,32,3.5,SATA 6.0 Gb/s,160
Intel 510,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
Corsair Force,,115,,SSD,0,2.5,SATA 3.0 Gb/s,300
Crucial M4,,64,,SSD,0,2.5,SATA 6.0 Gb/s,550
OCZ Vertex 3 Series â€“ MAX IOPS Edition,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
Hitachi 0Y30051,,160,,5400,8,2.5,SATA 3.0 Gb/s,160
Hitachi Travelstar 7K500,90.29,320,0.282,7200,16,2.5,SATA 3.0 Gb/s,160
Western Digital Scorpio Black,,500,,7200,16,2.5,SATA 3.0 Gb/s,160
Seagate Momentus 7200.4,,500,,7200,16,2.5,SATA 3.0 Gb/s,160
Seagate Momentus 5400.6,32,320,0.1,5400,8,2.5,SATA 3.0 Gb/s,160
Western Digital Caviar Green,,1500,,5400,64,3.5,SATA 6.0 Gb/s,160
Hitachi Deskstar 7K3000,,1500,,7200,64,3.5,SATA 6.0 Gb/s,160
Intel 320,199.99,160,1.25,SSD,0,2.5,SATA 3.0 Gb/s,300
Intel 320,620.39,600,1.034,SSD,0,2.5,SATA 3.0 Gb/s,300
Western Digital Scorpio Blue,21.98,320,0.069,5400,8,2.5,SATA 3.0 Gb/s,160
Toshiba MK5076GSX,,500,,5400,8,2.5,SATA 3.0 Gb/s,160
