name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,pmprice,cpuMark,threadMark,powerPerf,category
Intel Pentium G3240,,2,3.1,3.1,53,Intel HD Graphics,False,,,,,,,,116.99,1919,1749,36.21,Desktop
AMD Athlon II X2 270,,2,3.4,3.4,65,,False,Regor,Socket AM3,45 nm,,,,"Jul 1st, 2011",19.99,1234,1353,18.99,Desktop
Intel Celeron G1620,,2,2.7,2.7,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22 nm,2 MB,,,"Dec 3rd, 2012",70.27,1466,1407,26.65,Desktop
Intel Xeon E5-4650,,8,2.7,3.3,130,,True,Sandy Bridge-EP,Socket 2011,32 nm,20 MB,,,"May 14th, 2012",78.19,8630,1476,66.39,Server
Intel Core i3-10325,,4,3.9,4.7,65,Intel UHD Graphics 630,True,Comet Lake-R,Socket 1200,14 nm,8 MB,,,"Mar 16th, 2021",154.0,10308,2890,158.59,Desktop
Intel Core i7-965,798.95,4,3.2,3.2,130,,True,Bloomfield,Socket 1366,45 nm,8 MB,DDR3,,"Nov 17th, 2008",90.97,3288,1452,25.29,Desktop
AMD Phenom II X4 925,,4,2.8,2.8,95,,False,Deneb,Socket AM3,45 nm,6 MB,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","May 11th, 2009",21.0,2173,1156,22.87,Desktop
Intel Core i7-3770T,,4,2.5,3.7,45,Intel HD Graphics 4000,True,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"Apr 29th, 2012",156.59,5573,1933,123.84,Desktop
Intel Celeron G5905T,,2,3.3,3.3,35,Intel UHD Graphics 610,False,,,,,,,,42.0,2310,1996,66.01,Desktop
AMD Opteron 6328,715.11,8,3.2,3.8,115,,False,,,,,,,,343.46,5246,1433,45.62,Server
AMD Athlon II X4 635,63.14,4,2.9,2.9,95,,False,Propus,Socket AM3,45 nm,,,,"Jan 25th, 2010",19.97,2108,1141,22.19,Desktop
Intel Xeon E5-2620,58.0,6,2.0,2.0,95,,True,Sandy Bridge-EP,Socket 2011,32 nm,15 MB,,,"Mar 6th, 2012",75.65,5280,1112,55.58,Server
AMD Sempron 145,,1,2.8,2.8,45,,False,Sargas,Socket AM3,45 nm,,DDR3,,"Sep 1st, 2010",35.99,505,989,11.23,Desktop
Intel Core i3-4360,,2,3.7,3.7,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,4 MB,DDR3,,"May 1st, 2014",199.88,3688,2067,68.29,Desktop
Intel Core i5-4670S,533.0,4,3.1,3.8,65,Intel HD Graphics 4600,False,Haswell,Socket 1150,22 nm,6 MB,DDR3,,"Jun 2nd, 2013",213.0,4919,2063,75.67,Desktop
Intel Pentium G4560T,79.98,2,2.9,2.9,35,Intel HD Graphics 610,True,Kaby Lake,Socket 1151,14 nm,3 MB,DDR4,,"Jan 3rd, 2017",231.9,2909,1708,83.11,Desktop
Intel Pentium Gold G5600,,2,3.9,3.9,54,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14 nm,4 MB,DDR4,,"Apr 2nd, 2018",158.0,3769,2291,69.79,Desktop
Intel Core i5-9400T,,6,1.8,3.4,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,9 MB,DDR4,,"Sep 1st, 2018",182.0,7819,2057,223.39,Desktop
AMD Athlon II X3 435,159.94,3,2.9,2.9,95,,False,Rana,Socket AM3,45 nm,,DDR3,,"Oct 9th, 2009",159.95,1670,1188,17.58,Desktop
Intel Core i3-3220T,138.0,2,2.8,2.8,35,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,,"Sep 3rd, 2012",39.99,1949,1506,55.7,Desktop
AMD Athlon II X2 260,,2,3.2,3.2,65,,False,Regor,Socket AM3,45 nm,,DDR3,,"May 11th, 2010",39.99,1113,1249,17.12,Desktop
Intel Pentium E5200,,2,2.5,2.5,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 31st, 2008",49.94,867,1006,13.33,Desktop
Intel Core i5-660,255.29,2,3.33,3.33,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",69.0,2352,1435,32.21,Desktop
Intel Core i7-880,,4,3.06,3.06,95,,True,Lynnfield,Socket 1156,45 nm,8 MB,DDR3,,"May 30th, 2010",338.97,2920,1386,30.74,Desktop
Intel Pentium E6700,,2,3.2,3.2,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"May 30th, 2010",140.19,1152,1314,17.72,Desktop
Intel Xeon E3-1220,115.01,4,3.1,3.1,80,,False,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",40.26,3855,1582,48.18,Server
Intel Xeon E3-1230,417.95,4,3.2,3.2,80,,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",270.19,5006,1650,62.58,Server
Intel Celeron G1840,,2,2.8,2.8,53,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"May 1st, 2014",69.0,1758,1612,33.17,Desktop
Intel Pentium G3450,,2,3.4,3.4,53,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"May 1st, 2014",57.97,2091,1836,39.44,Desktop
AMD Athlon II X2 220,64.49,2,2.8,2.8,65,,False,Regor,Socket AM3,45 nm,,DDR3,,"Sep 21st, 2010",59.95,1024,1105,15.75,Desktop
AMD Phenom II X4 830,59.58,4,2.8,2.8,95,,False,Deneb,Socket AM3,45 nm,4 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2009",19.01,2022,1083,21.29,Unknown
Intel Celeron G530,65.86,2,2.4,2.4,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,2 MB,DDR3,,"Sep 4th, 2011",48.99,1096,1078,16.86,Desktop
Intel Xeon E3-1245 V2,367.5,4,3.4,3.4,77,Intel HD Graphics P4000,True,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"May 14th, 2012",367.5,6316,2042,82.02,Server
Intel Xeon E-2134,,4,3.5,4.5,71,,True,Coffee Lake-S WS,Socket 1151,14 nm,8 MB,DDR4,"C242, C246","Jul 12th, 2018",297.57,8741,2569,123.11,Server
Intel Core i5-661,99.5,2,3.33,3.33,87,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",200.19,2462,1455,28.3,Desktop
AMD Sempron 140,,1,2.7,2.7,45,,False,Sargas,Socket AM3,45 nm,,DDR3,,"Jul 22nd, 2009",11.95,471,1044,10.47,Desktop
Intel Pentium E5800,,2,3.2,3.2,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Nov 28th, 2010",139.95,1165,1314,17.93,Desktop
AMD Athlon II X4 645,,4,3.1,3.1,95,,False,Propus,Socket AM3,45 nm,,DDR3,,"Sep 21st, 2010",28.85,2298,1264,24.19,Desktop
Intel Pentium G645,84.0,2,2.9,2.9,65,Intel HD Graphics 2500,False,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,,"Sep 2nd, 2012",93.35,1353,1303,20.82,Desktop
Intel Xeon E3-1270,,4,3.4,3.4,80,,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",79.97,5386,1761,67.32,Server
AMD Athlon X4 840,,4,3.1,3.8,65,,False,Kaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Aug 12th, 2014",124.95,3287,1482,50.56,Desktop
Intel Xeon E-2276G,,6,3.8,4.9,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,12 MB,DDR4,"C242, C246","May 29th, 2019",442.9,13371,2894,167.13,Server
Intel Pentium E6500,95.71,2,2.93,2.93,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 9th, 2009",95.71,1073,1210,16.51,Desktop
Intel Xeon E5-2609,57.99,4,2.4,2.4,80,,False,Sandy Bridge-EP,Socket 2011,32 nm,10 MB,DDR3,,"Mar 6th, 2012",71.87,2623,1081,32.79,Server
Intel Xeon E5-2640,93.99,6,2.5,3.0,95,,True,Sandy Bridge-EP,Socket 2011,32 nm,15 MB,DDR3,,"Mar 6th, 2012",75.0,6321,1348,66.54,Server
AMD Athlon II X2 215,,2,2.7,2.7,65,,False,Regor,Socket AM3,45 nm,,DDR3,,"Oct 20th, 2009",28.97,959,1041,14.75,Desktop
Intel Pentium E5400,,2,2.7,2.7,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Jan 18th, 2009",92.76,936,1074,14.4,Desktop
AMD Phenom II X4 840,,4,3.2,3.2,95,,False,Propus,Socket AM3,45 nm,,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 4th, 2011",24.28,2355,1309,24.79,Desktop
AMD Phenom II X4 965,,4,3.4,3.4,125,,False,Deneb,Socket AM3,45 nm,6 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Nov 7th, 2009",74.02,2546,1357,20.37,Desktop
Intel Xeon E3-1245,,4,3.3,3.3,95,Intel HD Graphics,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",245.0,5366,1741,56.49,Server
Intel Xeon E3-1275,376.99,4,3.4,3.4,95,Intel HD Graphics,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",749.0,5372,1730,56.54,Server
Intel Pentium G3430,61.57,2,3.3,3.3,54,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Sep 1st, 2013",57.99,2125,1915,39.34,Desktop
Intel Pentium G2140,,2,3.3,3.3,55,Intel HD Graphics,False,,,,,,,,45.0,2092,1842,38.03,Desktop
Intel Core i3-4350,,2,3.6,3.6,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,4 MB,DDR3,,"May 1st, 2014",99.99,3459,1902,64.06,Desktop
Intel Core i3-8300T,,4,3.2,3.2,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,8 MB,DDR4,,"Apr 2nd, 2018",158.95,5827,2005,233.07,Desktop
Intel Xeon E-2246G,,6,3.6,4.8,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,12 MB,DDR4,"C242, C246","May 29th, 2019",311.0,14050,2825,175.62,Server
Intel Pentium G6950,47.48,2,2.8,2.8,73,Intel HD Graphics,False,Clarkdale,Socket 1156,32 nm,3 MB,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",79.0,1061,1035,14.53,Desktop
AMD Phenom II X6 1035T,,6,2.6,2.6,95,,False,Thuban,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 27th, 2010",108.0,2947,1231,31.02,Desktop
Intel Core i3-7300T,125.36,2,3.5,3.5,35,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14 nm,4 MB,DDR4,,"Jan 3rd, 2017",181.59,4159,2128,118.82,Desktop
Intel Core i5-3550S,,4,3.0,3.7,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Apr 29th, 2012",319.95,4537,1982,69.79,Desktop
AMD Phenom II X4 810,,4,2.6,2.6,95,,False,Deneb,Socket AM3,45 nm,4 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",213.0,1849,1018,19.46,Desktop
Intel Pentium E2180,,2,2.0,2.0,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Aug 26th, 2007",19.5,671,748,10.33,Desktop
AMD Phenom II X6 1075T,,6,3.0,3.0,95,,False,Thuban,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 21st, 2010",79.99,3284,1411,26.27,Desktop
Intel Pentium E6800,,2,3.333,3.333,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 29th, 2010",24.95,1166,1358,17.94,Desktop
Intel Pentium G850,,2,2.9,2.9,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,,"May 22nd, 2011",101.97,1373,1339,21.13,Desktop
Intel Core i5-3340S,,4,2.8,3.3,65,Intel HD Graphics 2500,False,,,,,,,,100.0,4102,1792,63.11,Desktop
AMD Phenom II X6 1065T,,6,2.7,2.7,95,,False,Thuban,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Dec 7th, 2010",99.98,3320,1359,34.94,Desktop
Intel Pentium G4500,,2,3.5,3.5,51,Intel HD Graphics 530,False,Skylake,Socket 1151,14 nm,4 MB,"DDR3, DDR4",,"Sep 1st, 2015",166.67,2734,2135,53.61,Desktop
Intel Pentium Gold G5500,,2,3.8,3.8,54,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14 nm,4 MB,DDR4,,"Apr 2nd, 2018",169.87,3770,2258,69.82,Desktop
Intel Xeon E-2146G,,6,3.5,4.5,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,12 MB,DDR4,"C242, C246","Jul 12th, 2018",369.94,13351,2679,166.89,Server
Intel Xeon E-2124G,,4,3.4,4.5,71,Intel HD Graphics P630,False,Coffee Lake-S WS,Socket 1151,14 nm,8 MB,DDR4,"C242, C246","Jul 12th, 2018",229.99,7518,2749,105.89,Server
AMD Phenom II X2 B59,,2,3.4,3.4,80,,False,,,,,,,,48.02,1392,1384,17.4,Unknown
Intel Xeon E-2124,,4,3.3,4.3,71,,False,Coffee Lake-S WS,Socket 1151,14 nm,8 MB,DDR4,"C242, C246","Jul 12th, 2018",204.99,6977,2537,98.27,Server
AMD Athlon II X2 245,,2,2.9,2.9,65,,False,Regor,Socket AM3,45 nm,,DDR3,,"Jul 23rd, 2009",12.55,1022,1113,15.73,Desktop
AMD Phenom II X4 920,,4,2.8,2.8,125,,False,Deneb,Socket AM3,45 nm,6 MB,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 8th, 2009",27.89,1899,1068,15.2,Desktop
Intel Core i5-670,122.45,2,3.46,3.46,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",291.0,2511,1542,34.4,Desktop
Intel Core i3-2100T,,2,2.5,2.5,35,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Feb 20th, 2011",49.13,1634,1183,46.69,Desktop
Intel Pentium G2010,,2,2.8,2.8,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,,"Jan 21st, 2013",22.97,1541,1473,28.01,Desktop
AMD A8-7670K,,4,3.6,3.9,95,Radeon R7 (on-die),False,Godaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Jul 20th, 2015",83.56,3224,1512,33.94,Desktop
Intel Core i5-9600T,,6,2.3,3.9,35,Intel UHD Graphics 630,False,,,,,,,,213.0,8393,2175,239.79,Desktop
Intel Pentium E2160,49.0,2,1.8,1.8,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jun 3rd, 2007",89.0,636,683,9.78,Desktop
Intel Celeron G540,,2,2.5,2.5,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,2 MB,DDR3,,"Sep 4th, 2011",11.03,1110,1131,17.07,Desktop
Intel Core i3-2125,152.0,2,3.3,3.3,65,Intel HD Graphics 3000,True,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Sep 4th, 2011",152.0,2093,1550,32.19,Desktop
Intel Celeron G3950,,2,3.0,3.0,51,Intel HD Graphics 610,False,Kaby Lake,Socket 1151,14 nm,2 MB,DDR4,,"Jan 3rd, 2017",143.0,2369,1811,46.45,Desktop
AMD Phenom II X4 910e,,4,2.6,2.6,65,,False,Deneb,Socket AM3,45 nm,6 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 25th, 2010",69.9,2044,1076,31.44,Desktop
Intel Celeron E1600,,2,2.4,2.4,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"May 31st, 2009",,712,877,10.95,Desktop
Intel Celeron E3300,64.78,2,2.5,2.5,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 30th, 2009",64.78,837,1042,12.87,Desktop
Intel Pentium E5500,,2,2.8,2.8,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Apr 18th, 2010",15.99,1010,1140,15.53,Desktop
Intel Pentium E6300,,2,2.8,2.8,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"May 9th, 2009",41.85,1000,1129,15.38,Desktop
Intel Core i5-680,,2,3.6,3.6,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Apr 19th, 2010",309.19,2603,1550,35.65,Desktop
Intel Core i7-860S,,4,2.53,2.53,82,,True,Lynnfield,Socket 1156,45 nm,8 MB,DDR3,,"Jan 7th, 2010",160.0,2424,1314,29.56,Desktop
Intel Pentium G860,,2,3.0,3.0,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,,"Sep 4th, 2011",22.93,1437,1389,22.11,Desktop
Intel Core i5-2450P,,4,3.2,3.2,95,,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,,"Jan 30th, 2012",178.97,3974,1654,41.83,Desktop
Intel Celeron G555,,2,2.7,2.7,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,2 MB,DDR3,,"Sep 1st, 2012",39.99,1268,1275,19.51,Desktop
Intel Xeon E3-1240,,4,3.3,3.3,80,,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",141.0,5398,1744,67.47,Server
Intel Core i7-4770T,,4,2.5,2.5,45,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,8 MB,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",770.0,5748,1930,127.73,Desktop
Intel Core i3-9350K,,4,4.0,4.6,91,Intel HD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,8 MB,DDR4,,"Apr 23rd, 2019",293.22,7694,2823,84.55,Desktop
Intel Xeon E-2174G,549.95,4,3.8,4.7,71,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,8 MB,DDR4,"C242, C246","Jul 12th, 2018",349.99,9596,2650,135.15,Server
Intel Xeon E3-1235,,4,3.2,3.2,95,Intel HD Graphics,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",234.0,4725,1562,49.73,Server
Intel Celeron 450,,1,2.2,2.2,35,,False,Conroe-L,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Aug 31st, 2008",38.99,445,613,12.71,Desktop
AMD Phenom II X2 550,,2,3.1,3.1,80,,False,Callisto,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Nov 4th, 2009",41.91,1169,1240,14.61,Desktop
AMD Phenom II X3 710,,3,2.6,2.6,95,,False,Heka,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",169.0,1554,1069,16.36,Desktop
AMD Athlon II X2 240e,,2,2.8,2.8,45,,False,Regor,Socket AM3,45 nm,,DDR3,,"Oct 20th, 2009",37.89,980,1092,21.77,Desktop
AMD Athlon II X2 250u,,2,1.6,1.6,25,,False,Regor,Socket AM3,45 nm,,DDR3,,"Oct 20th, 2009",24.95,604,632,24.17,Desktop
AMD Athlon II X3 455,,3,3.3,3.3,95,,False,Rana,Socket AM3,45 nm,,DDR3,,"Dec 7th, 2010",39.99,1832,1343,19.29,Desktop
AMD Athlon II X3 440,,3,3.0,3.0,95,,False,Rana,Socket AM3,45 nm,,DDR3,,"Jan 25th, 2010",14.76,1718,1220,18.09,Desktop
Intel Core i5-2405S,,4,2.5,2.5,65,Intel HD Graphics 3000,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,,"May 22nd, 2011",131.39,2980,1485,45.85,Desktop
Intel Pentium G640T,84.88,2,2.4,2.4,35,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,,"Jun 3rd, 2012",84.88,1139,1102,32.54,Desktop
Intel Xeon E3-1280,,4,3.5,3.5,95,,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",358.0,5510,1780,58.0,Server
Intel Xeon E3-1225 V2,247.5,4,3.2,3.2,77,Intel HD Graphics P4000,False,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"May 14th, 2012",225.19,4766,1929,61.89,Server
Intel Celeron G1850,,2,2.9,2.9,53,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"May 1st, 2014",39.99,1926,1695,35.67,Desktop
Intel Core i3-4360T,,2,3.2,3.2,35,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,4 MB,DDR3,,"Jul 21st, 2014",,3164,1852,90.4,Desktop
Intel Pentium G3470,61.57,2,3.6,3.6,53,Intel HD Graphics,False,,,,,,,,64.88,2428,2089,45.82,Desktop
Intel Pentium G4600T,,2,3.0,3.0,35,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14 nm,3 MB,DDR4,,"Jan 3rd, 2017",117.99,3130,1843,89.43,Desktop
Intel Pentium Gold G5500T,,2,3.2,3.2,35,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14 nm,4 MB,DDR4,,"Apr 2nd, 2018",75.0,3234,1964,92.41,Desktop
Intel Core i3-9320,,4,3.7,4.4,62,,False,Coffee Lake,Socket 1151,14 nm,8 MB,DDR4,,"Apr 23rd, 2019",217.97,7358,2711,118.68,Desktop
Intel Xeon E-2144G,,4,3.6,4.5,71,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,8 MB,DDR4,"C242, C246","Jul 12th, 2018",301.17,9322,2679,131.29,Server
Intel Xeon E-2126G,840.28,6,3.3,4.5,80,Intel HD Graphics P630,False,Coffee Lake-S WS,Socket 1151,14 nm,12 MB,DDR4,"C242, C246","Jul 12th, 2018",320.29,10747,2652,134.34,Server
Intel Xeon E-2244G,,4,3.8,4.8,71,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,8 MB,DDR4,"C242, C246","May 29th, 2019",413.0,9826,2807,138.39,Server
AMD Phenom II X4 975,172.56,4,3.6,3.6,125,,False,Deneb,Socket AM3,45 nm,6 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 4th, 2011",40.72,2544,1417,20.35,Unknown
Intel Pentium G2120,,2,3.1,3.1,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,,"Sep 3rd, 2012",74.99,1870,1708,34.0,Desktop
AMD Athlon II X2 255,,2,3.1,3.1,65,,False,Regor,Socket AM3,45 nm,,DDR3,,"Jan 25th, 2010",12.55,1163,1249,17.89,Desktop
AMD Athlon II X3 425,,3,2.7,2.7,95,,False,Rana,Socket AM3,45 nm,,DDR3,,"Oct 20th, 2009",58.34,1576,1105,16.59,Desktop
AMD Athlon II X2 260u,,2,1.8,1.8,25,,False,Regor,Socket AM3,45 nm,,DDR3,,"Oct 20th, 2009",83.44,663,703,26.5,Desktop
Intel Celeron E1200,,2,1.6,1.6,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jan 20th, 2008",99.95,492,628,7.58,Desktop
AMD Athlon II X3 460,,3,3.4,3.4,95,,False,Rana,Socket AM3,45 nm,,DDR3,,"May 3rd, 2011",16.78,1924,1390,20.26,Desktop
Intel Pentium G840,,2,2.8,2.8,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,,"May 22nd, 2011",84.53,1175,1252,18.08,Desktop
Intel Pentium G620T,,2,2.2,2.2,35,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,,"May 22nd, 2011",19.99,896,961,25.61,Desktop
Intel Xeon E3-1225,,4,3.1,3.1,95,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,,"Apr 3rd, 2011",69.0,3817,1572,40.18,Server
Intel Pentium G2130,,2,3.2,3.2,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,,"Jan 21st, 2013",43.64,1895,1745,34.46,Desktop
Intel Celeron G1820,,2,2.7,2.7,53,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Dec 1st, 2013",62.3,1670,1520,31.51,Desktop
Intel Xeon E5-1660,,6,3.3,3.9,130,,True,Sandy Bridge-E,Socket 2011,32 nm,15 MB,DDR3,,"Mar 6th, 2012",267.19,8417,1790,64.75,Server
AMD Sempron 150,,1,2.9,2.9,45,,False,Sargas,Socket AM3,45 nm,,DDR3,,"Dec 7th, 2010",14.95,498,1079,11.07,Desktop
Intel Celeron G470,,1,2.0,2.0,35,Intel HD Graphics,True,,,,,,,,35.15,691,937,19.75,Desktop
AMD FX-4320,,4,4.0,4.2,95,,False,Vishera,Socket AM3+,32 nm,8 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Oct 23rd, 2012",,3092,1552,32.55,Desktop
Intel Pentium G3250T,,2,2.8,2.8,35,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Jul 21st, 2014",49.99,1726,1568,49.3,Desktop
Intel Pentium G4520,,2,3.6,3.6,51,Intel HD Graphics 530,False,Skylake,Socket 1151,14 nm,4 MB,"DDR3, DDR4",,"Sep 1st, 2015",137.99,2926,2200,57.37,Desktop
Intel Core i3-7101TE,,2,3.4,3.4,35,Intel HD Graphics 610,True,,,,,,,,117.0,3911,1997,111.75,Desktop
Intel Core i7-870S,,4,2.667,2.667,82,,True,Lynnfield,Socket 1156,45 nm,8 MB,DDR3,,"Jul 19th, 2010",,2786,1270,33.97,Desktop
Intel Xeon E5-2665,,8,2.4,3.1,115,,True,Sandy Bridge-EP,Socket 2011,32 nm,20 MB,DDR3,,"Mar 6th, 2012",88.0,8411,1399,73.14,Server
Intel Pentium G870,,2,3.1,3.1,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,,"Jun 3rd, 2012",77.0,1495,1464,22.99,Desktop
